patent_number,topic,topic_label,app_year,country_code
CN120886237A,3,T3,2025,CN
CN120886268A,6,T6,2025,CN
CN120886273A,27,T27,2025,CN
CN120886278A,2,T2,2025,CN
CN120887490A,-1,Noise,2025,CN
CN120890459A,33,T33,2025,CN
CN120894397A,50,T50,2025,CN
CN120897834A,-1,Noise,2024,CN
CN223507226U,13,T13,2024,CN
CN223508380U,52,T52,2024,CN
US12460921B2,-1,Noise,2023,US
US12461530B2,-1,Noise,2023,US
CN114463253B,50,T50,2021,CN
CN115145286B,74,T74,2022,CN
CN115219358B,20,T20,2022,CN
CN118601446B,23,T23,2024,CN
CN119338981B,35,T35,2024,CN
CN119645028B,3,T3,2024,CN
CN119896245B,-1,Noise,2025,CN
CN120722765B,6,T6,2025,CN
CN120861838A,66,T66,2025,CN
CN120862636A,-1,Noise,2025,CN
CN120862643A,5,T5,2025,CN
CN120862682A,-1,Noise,2025,CN
CN120862689A,-1,Noise,2025,CN
CN120862690A,5,T5,2025,CN
CN120862713A,32,T32,2025,CN
CN120862719A,30,T30,2025,CN
CN120862748A,-1,Noise,2025,CN
CN120862760A,72,T72,2025,CN
CN120863774A,9,T9,2025,CN
CN120871619A,3,T3,2025,CN
CN120871853A,3,T3,2025,CN
CN120873640A,47,T47,2025,CN
CN120873681A,-1,Noise,2025,CN
CN120877175A,-1,Noise,2025,CN
CN223493288U,-1,Noise,2024,CN
KR1020250155720A,-1,Noise,2024,KR
US20250332004A1,0,T0,2025,US
US20250335253A1,21,T21,2025,US
WO2025226986A1,21,T21,2025,Other
EP4641339A1,6,T6,2024,Other
CN113525548B,0,T0,2020,CN
CN115220465B,40,T40,2022,CN
CN115841698B,53,T53,2022,CN
CN117550105B,-1,Noise,2023,CN
CN119758719B,6,T6,2024,CN
CN120397008B,7,T7,2025,CN
CN120657343B,-1,Noise,2025,CN
CN120837289A,-1,Noise,2025,CN
CN120837872A,60,T60,2025,CN
CN120839787A,-1,Noise,2025,CN
CN120839817A,4,T4,2025,CN
CN120839819A,4,T4,2025,CN
CN120839820A,4,T4,2025,CN
CN120840882A,0,T0,2025,CN
CN120843707A,-1,Noise,2025,CN
CN120844896A,18,T18,2025,CN
CN120852108A,2,T2,2025,CN
CN120856960A,30,T30,2025,CN
CN223488020U,0,T0,2024,CN
CN115179702B,0,T0,2022,CN
CN119960311B,3,T3,2025,CN
CN120080331B,1,T1,2025,CN
CN120828893A,0,T0,2024,CN
CN120830717A,12,T12,2025,CN
CN120833943A,-1,Noise,2025,CN
CN223467230U,9,T9,2024,CN
CN223467232U,9,T9,2024,CN
IN202541091053A,70,T70,2025,IN
US20250328146A1,6,T6,2025,US
WO2025218818A1,28,T28,2025,Other
JP7757578B1,69,T69,2025,JP
CN118559694B,6,T6,2024,CN
CN119200606B,1,T1,2024,CN
CN119347754B,6,T6,2024,CN
CN119820621B,-1,Noise,2025,CN
CN120246117B,0,T0,2025,CN
CN120816482A,5,T5,2025,CN
CN120816501A,5,T5,2025,CN
CN120816512A,-1,Noise,2025,CN
CN120816514A,8,T8,2025,CN
CN120817057A,45,T45,2025,CN
CN120817166A,0,T0,2024,CN
CN120821200A,7,T7,2025,CN
CN120821273A,6,T6,2025,CN
CN120823342A,2,T2,2025,CN
CN120825561A,26,T26,2024,CN
CN223456011U,39,T39,2024,CN
CN223457028U,0,T0,2024,CN
US12449822B2,-1,Noise,2023,US
CN116185015B,3,T3,2023,CN
CN116400103B,20,T20,2023,CN
CN117008592B,74,T74,2022,CN
CN119376424B,1,T1,2024,CN
CN119644704B,6,T6,2024,CN
CN119791151B,-1,Noise,2025,CN
CN120141561B,-1,Noise,2025,CN
CN120436934B,59,T59,2025,CN
CN120620231B,65,T65,2025,CN
CN120791279A,36,T36,2025,CN
CN120791716A,-1,Noise,2025,CN
CN120791730A,10,T10,2025,CN
CN120791740A,1,T1,2025,CN
CN120791809A,-1,Noise,2025,CN
CN120791811A,33,T33,2025,CN
CN120791815A,5,T5,2025,CN
CN120793000A,9,T9,2025,CN
CN120802028A,16,T16,2025,CN
CN120803010A,6,T6,2025,CN
CN120803011A,3,T3,2025,CN
CN120805549A,20,T20,2025,CN
CN120807727A,68,T68,2025,CN
IN202541087768A,21,T21,2025,IN
IN202541088903A,2,T2,2025,IN
IN202541088952A,-1,Noise,2025,IN
US20250322249A1,42,T42,2024,US
US20250322831A1,2,T2,2025,US
US20250322837A1,42,T42,2024,US
WO2025216838A1,-1,Noise,2025,Other
EP4630208A1,-1,Noise,2022,Other
EP4631681A1,-1,Noise,2023,Other
CN119937611B,3,T3,2025,CN
CN120524975B,5,T5,2025,CN
CN120771478A,60,T60,2025,CN
CN120773051A,1,T1,2025,CN
CN120773060A,10,T10,2025,CN
CN120773098A,0,T0,2025,CN
CN120773844A,-1,Noise,2025,CN
CN120778438A,-1,Noise,2025,CN
CN223432391U,52,T52,2024,CN
CN223436346U,-1,Noise,2024,CN
US12440969B2,55,T55,2023,US
CN114186496B,57,T57,2021,CN
CN116612148B,50,T50,2023,CN
CN118716006B,39,T39,2024,CN
CN119297485B,73,T73,2024,CN
CN119556723B,-1,Noise,2024,CN
CN119761921B,1,T1,2025,CN
CN119885863B,5,T5,2024,CN
CN120275065B,-1,Noise,2025,CN
CN120363216B,17,T17,2025,CN
CN120755870A,2,T2,2025,CN
CN120755902A,4,T4,2025,CN
CN120755910A,12,T12,2025,CN
CN120758012A,66,T66,2025,CN
CN120759103A,66,T66,2025,CN
CN120762406A,-1,Noise,2025,CN
CN120763686A,47,T47,2025,CN
CN120764582A,21,T21,2025,CN
IN202441065689A,-1,Noise,2024,IN
IN202511089396A,-1,Noise,2025,IN
IN202517091964A,25,T25,2025,IN
JP2025152428A,29,T29,2024,JP
US20250312911A1,-1,Noise,2025,US
US20250314458A1,-1,Noise,2025,US
WO2025213141A1,-1,Noise,2025,Other
CN119974029B,17,T17,2025,CN
CN120002637B,-1,Noise,2025,CN
CN120029227B,47,T47,2025,CN
CN120065751B,57,T57,2025,CN
CN120503210B,6,T6,2025,CN
CN120735012A,-1,Noise,2025,CN
CN120735021A,17,T17,2025,CN
CN120735086A,13,T13,2025,CN
CN120737950A,24,T24,2025,CN
CN120740809A,-1,Noise,2025,CN
CN120742874A,-1,Noise,2025,CN
CN120742904A,33,T33,2025,CN
CN120742942A,-1,Noise,2025,CN
CN223406978U,4,T4,2024,CN
CN223410764U,18,T18,2024,CN
HK40100935B,45,T45,2024,Other
DE212023000371U1,-1,Noise,2023,DE
US20250303564A1,-1,Noise,2025,US
US20250303581A1,-1,Noise,2025,US
EP4390594B1,74,T74,2023,Other
TWM675624U,67,T67,2025,Other
CN114299549B,50,T50,2021,CN
CN116430882B,3,T3,2023,CN
CN118081207B,36,T36,2024,CN
CN118832576B,8,T8,2024,CN
CN118947757B,-1,Noise,2024,CN
CN119559269B,-1,Noise,2024,CN
CN120715908A,1,T1,2025,CN
CN120715912A,17,T17,2025,CN
CN120715915A,1,T1,2025,CN
CN120715919A,1,T1,2025,CN
CN120715957A,13,T13,2025,CN
CN120716818A,72,T72,2025,CN
CN120717223A,28,T28,2025,CN
CN120720974A,20,T20,2025,CN
CN120722765A,6,T6,2025,CN
CN120722767A,6,T6,2025,CN
CN120726081A,35,T35,2025,CN
CN223395267U,4,T4,2024,CN
JP7746596B2,44,T44,2023,JP
US12427661B2,21,T21,2021,US
US12427664B2,69,T69,2024,US
CN116619436B,9,T9,2023,CN
CN118322212B,5,T5,2024,CN
CN119610112B,-1,Noise,2024,CN
CN119975596B,9,T9,2025,CN
CN120422254B,1,T1,2025,CN
CN120492596B,2,T2,2025,CN
CN120558242B,-1,Noise,2025,CN
CN120696999A,17,T17,2025,CN
CN120697023A,65,T65,2025,CN
CN120697080A,-1,Noise,2025,CN
CN120697091A,12,T12,2025,CN
CN120697100A,13,T13,2025,CN
CN120697869A,37,T37,2025,CN
CN120697870A,37,T37,2025,CN
CN120697872A,0,T0,2025,CN
CN120701708A,12,T12,2025,CN
CN120704329A,3,T3,2025,CN
CN223386090U,18,T18,2024,CN
IN202511076121A,2,T2,2025,IN
IN202521040546A,69,T69,2025,IN
US20250296243A1,-1,Noise,2025,US
WO2025198482A1,8,T8,2025,Other
EP4530802B1,-1,Noise,2024,Other
CN119159596B,-1,Noise,2024,CN
CN119283031B,1,T1,2024,CN
CN119407746B,1,T1,2024,CN
CN119407787B,1,T1,2024,CN
CN120480955B,12,T12,2025,CN
CN120533719B,1,T1,2025,CN
CN120680489A,-1,Noise,2024,CN
CN120686584A,5,T5,2025,CN
CN120686839A,-1,Noise,2025,CN
CN120687743A,17,T17,2025,CN
CN223369420U,13,T13,2024,CN
CN223369456U,-1,Noise,2024,CN
CN223371111U,-1,Noise,2024,CN
US12420434B1,-1,Noise,2025,US
US12423850B2,-1,Noise,2021,US
CN116853382B,0,T0,2023,CN
CN119610090B,17,T17,2024,CN
CN119762680B,-1,Noise,2025,CN
CN120363221B,-1,Noise,2025,CN
CN120663302A,5,T5,2025,CN
CN120663348A,12,T12,2025,CN
CN120663356A,-1,Noise,2025,CN
CN120664190A,-1,Noise,2025,CN
CN120664422A,-1,Noise,2025,CN
CN120672691A,-1,Noise,2025,CN
CN120673228A,7,T7,2025,CN
CN223354274U,44,T44,2024,CN
CN223354306U,-1,Noise,2024,CN
IN202521083354A,-1,Noise,2025,IN
IN202541081237A,-1,Noise,2025,IN
IN202541082077A,2,T2,2025,IN
US20250289142A1,-1,Noise,2024,US
US20250291353A1,-1,Noise,2023,US
US20250292181A1,42,T42,2024,US
EP4617808A1,40,T40,2023,Other
CN120503253B,19,T19,2025,CN
CN120645209A,15,T15,2025,CN
CN120645210A,-1,Noise,2025,CN
CN120645216A,-1,Noise,2025,CN
CN120646117A,12,T12,2025,CN
CN120650397A,12,T12,2025,CN
CN120657343A,-1,Noise,2025,CN
CN223339481U,-1,Noise,2024,CN
CN223340771U,0,T0,2024,CN
KR1020250136300A,-1,Noise,2023,KR
KR1020250135762A,-1,Noise,2023,KR
CN119952715B,-1,Noise,2025,CN
CN120617889A,0,T0,2025,CN
CN120620231A,65,T65,2025,CN
CN120620279A,-1,Noise,2025,CN
CN120620280A,12,T12,2025,CN
CN120620281A,-1,Noise,2025,CN
CN120621526A,-1,Noise,2025,CN
CN120621529A,0,T0,2025,CN
CN120621535A,37,T37,2025,CN
CN120628103A,33,T33,2025,CN
CN120631031A,3,T3,2025,CN
CN120633755A,6,T6,2025,CN
CN120633976A,10,T10,2025,CN
CN120635140A,15,T15,2025,CN
CN120640670A,-1,Noise,2025,CN
IN202411013420A,-1,Noise,2024,IN
IN202441017292A,-1,Noise,2024,IN
IN202541081371A,3,T3,2025,IN
EP4611710A1,48,T48,2023,Other
CN120347815B,48,T48,2025,CN
CN120401922B,-1,Noise,2025,CN
CN120406161B,-1,Noise,2025,CN
CN120428573B,5,T5,2025,CN
CN120606400A,2,T2,2025,CN
CN120609558A,16,T16,2025,CN
US12409550B2,22,T22,2023,US
US12409570B1,-1,Noise,2024,US
US12411198B2,-1,Noise,2021,US
CN115546547B,6,T6,2022,CN
CN119635621B,1,T1,2024,CN
CN120422253B,17,T17,2025,CN
CN120447563B,27,T27,2025,CN
CN120588210A,-1,Noise,2025,CN
CN120588225A,32,T32,2025,CN
CN120588226A,-1,Noise,2025,CN
CN120588241A,5,T5,2025,CN
CN120588275A,13,T13,2025,CN
CN120588287A,36,T36,2025,CN
CN120588289A,0,T0,2025,CN
CN120589113A,30,T30,2025,CN
CN120593028A,12,T12,2025,CN
CN120593770A,-1,Noise,2025,CN
CN120595629A,-1,Noise,2025,CN
CN120595837A,1,T1,2025,CN
CN223302651U,0,T0,2024,CN
CN223307404U,18,T18,2024,CN
CN223308295U,16,T16,2024,CN
CN223308705U,-1,Noise,2024,CN
IN202511014287A,2,T2,2025,IN
IN202541079723A,-1,Noise,2025,IN
WO2025179628A1,-1,Noise,2024,Other
CN114839878B,5,T5,2022,CN
CN116300954B,54,T54,2023,CN
CN119772940B,4,T4,2025,CN
CN120570760A,24,T24,2025,CN
CN120572534A,65,T65,2025,CN
CN120572877A,52,T52,2025,CN
CN120576225A,12,T12,2025,CN
CN120578041A,28,T28,2025,CN
CN223290972U,9,T9,2024,CN
US12403589B2,-1,Noise,2022,US
US12403605B2,-1,Noise,2023,US
TW202533929A,-1,Noise,2025,Other
TWM674246U,43,T43,2025,Other
TWM674503U,43,T43,2025,Other
KR102851528B1,28,T28,2025,KR
KR102852523B1,8,T8,2022,KR
CN115082960B,26,T26,2022,CN
CN116300436B,5,T5,2023,CN
CN120047929B,-1,Noise,2024,CN
CN120194820B,-1,Noise,2025,CN
CN120228740B,-1,Noise,2025,CN
CN120245010B,44,T44,2025,CN
CN120395955B,4,T4,2025,CN
CN120406159B,1,T1,2025,CN
CN120550359A,0,T0,2025,CN
CN120551670A,36,T36,2025,CN
CN120552017A,9,T9,2025,CN
CN120552060A,-1,Noise,2025,CN
CN120552071A,17,T17,2025,CN
CN120552109A,13,T13,2025,CN
CN120552545A,7,T7,2025,CN
CN120558242A,-1,Noise,2025,CN
CN223274659U,39,T39,2024,CN
CN223284050U,16,T16,2024,CN
KR102852230B1,0,T0,2019,KR
SG10202400267QA,-1,Noise,2024,Other
SG10202501938VA,75,T75,2013,Other
JP7730999B2,45,T45,2023,JP
US20250269517A1,-1,Noise,2025,US
US20250269537A1,28,T28,2024,US
EP4607321A1,-1,Noise,2023,Other
CN116750104B,0,T0,2023,CN
CN117182904B,3,T3,2023,CN
CN119442878B,7,T7,2024,CN
CN120080326B,17,T17,2025,CN
CN120116229B,60,T60,2025,CN
CN120269575B,70,T70,2025,CN
CN120533719A,1,T1,2025,CN
CN120533727A,-1,Noise,2025,CN
CN120533752A,47,T47,2025,CN
CN120534120A,72,T72,2025,CN
CN120534449A,-1,Noise,2025,CN
CN120538863A,-1,Noise,2025,CN
CN120540115A,6,T6,2025,CN
CN120542467A,17,T17,2025,CN
CN120542827A,28,T28,2025,CN
CN223266892U,0,T0,2024,CN
CN223266893U,13,T13,2024,CN
CN116021932B,0,T0,2022,CN
CN116293276B,-1,Noise,2023,CN
CN119589694B,5,T5,2024,CN
CN119974024B,6,T6,2025,CN
CN120514572A,48,T48,2025,CN
CN120516701A,2,T2,2025,CN
CN120516723A,-1,Noise,2025,CN
CN120516730A,2,T2,2025,CN
CN120516732A,-1,Noise,2025,CN
CN120524975A,5,T5,2025,CN
CN120525659A,5,T5,2025,CN
CN120526168A,7,T7,2025,CN
CN120526185A,-1,Noise,2024,CN
CN120529825A,20,T20,2025,CN
CN223251712U,-1,Noise,2024,CN
CN223261577U,0,T0,2024,CN
IN202511070516A,-1,Noise,2025,IN
IN202521074783A,8,T8,2025,IN
IN202541073877A,67,T67,2025,IN
KR1020250125963A,18,T18,2023,KR
US20250266039A1,8,T8,2025,US
TWM673958U,75,T75,2025,Other
EP4603233A1,49,T49,2023,Other
CN115718492B,30,T30,2022,CN
CN116136692B,6,T6,2021,CN
CN116534156B,0,T0,2023,CN
CN120056136B,1,T1,2025,CN
CN120215510B,3,T3,2025,CN
CN120503210A,6,T6,2025,CN
CN120503217A,57,T57,2025,CN
CN120503227A,32,T32,2025,CN
CN120503229A,1,T1,2025,CN
CN120503253A,19,T19,2025,CN
CN120504914A,66,T66,2025,CN
CN120506475A,12,T12,2025,CN
CN120506476A,12,T12,2025,CN
CN120506477A,12,T12,2025,CN
CN120506880A,35,T35,2025,CN
CN120508129A,5,T5,2025,CN
CN223246415U,13,T13,2024,CN
US12393787B2,2,T2,2023,US
JP7724486B1,28,T28,2024,JP
CN118664586B,5,T5,2024,CN
CN118809606B,5,T5,2024,CN
CN120480877A,-1,Noise,2025,CN
CN120480938A,4,T4,2025,CN
CN120480955A,12,T12,2025,CN
CN120480961A,72,T72,2025,CN
CN120491432A,3,T3,2025,CN
CN120492596A,2,T2,2025,CN
CN223223404U,15,T15,2024,CN
IN202541073435A,68,T68,2025,IN
DE202025103003U1,-1,Noise,2025,DE
AU2019393830B2,-1,Noise,2019,Other
DE102024103644A1,-1,Noise,2024,DE
US20250258500A1,-1,Noise,2025,US
EP3840714B1,-1,Noise,2019,Other
JP2025118536A,-1,Noise,2025,JP
EP3840714C0,-1,Noise,2019,Other
CN117901099B,1,T1,2024,CN
CN120458438A,72,T72,2025,CN
CN120461432A,-1,Noise,2025,CN
CN120461473A,9,T9,2025,CN
CN120461477A,37,T37,2025,CN
CN120461484A,12,T12,2025,CN
CN120462176A,0,T0,2025,CN
CN120467344A,-1,Noise,2025,CN
CN120469192A,5,T5,2025,CN
CN120472059A,2,T2,2025,CN
CN120472577A,-1,Noise,2025,CN
CN120474464A,-1,Noise,2025,CN
CN120475375A,38,T38,2025,CN
CN223211413U,-1,Noise,2024,CN
CN223217246U,16,T16,2024,CN
US12384038B2,-1,Noise,2023,US
MTP4838B,-1,Noise,2025,Other
CN114419660B,41,T41,2021,CN
CN114595797B,2,T2,2022,CN
CN116551669B,1,T1,2023,CN
CN120436934A,59,T59,2025,CN
CN120439281A,1,T1,2025,CN
CN120439294A,-1,Noise,2025,CN
CN120439297A,6,T6,2025,CN
CN120439306A,1,T1,2025,CN
CN120439351A,19,T19,2025,CN
CN120440157A,9,T9,2025,CN
CN120445242A,33,T33,2025,CN
CN120445563A,16,T16,2025,CN
CN120447382A,3,T3,2025,CN
CN120447563A,27,T27,2025,CN
CN120451488A,-1,Noise,2025,CN
KR1020250118797A,-1,Noise,2025,KR
CN120422218A,2,T2,2025,CN
CN120422240A,6,T6,2025,CN
CN120422241A,-1,Noise,2025,CN
CN120422242A,-1,Noise,2025,CN
CN120422253A,17,T17,2025,CN
CN120422254A,1,T1,2025,CN
CN120422275A,-1,Noise,2025,CN
CN120422969A,0,T0,2025,CN
CN120423200A,61,T61,2025,CN
CN120428573A,5,T5,2025,CN
CN120431639A,-1,Noise,2025,CN
CN223187568U,9,T9,2024,CN
KR2020250001206U,-1,Noise,2023,KR
CN115086593B,26,T26,2022,CN
CN119175719B,32,T32,2024,CN
CN119924090B,10,T10,2025,CN
CN120269578B,17,T17,2025,CN
CN120395840A,10,T10,2025,CN
CN120395861A,-1,Noise,2025,CN
CN120395870A,1,T1,2025,CN
CN120395905A,2,T2,2025,CN
CN120395906A,49,T49,2025,CN
CN120395938A,5,T5,2025,CN
CN120395955A,4,T4,2025,CN
CN120396003A,-1,Noise,2025,CN
CN120397008A,7,T7,2025,CN
CN120401922A,-1,Noise,2025,CN
CN120402457A,9,T9,2025,CN
CN120406108A,6,T6,2025,CN
CN120406159A,1,T1,2025,CN
CN120406161A,-1,Noise,2025,CN
CN120406206A,61,T61,2025,CN
CN120407220A,-1,Noise,2025,CN
CN120408517A,5,T5,2025,CN
CN120414989A,12,T12,2025,CN
CN120416181A,65,T65,2025,CN
CN120418052A,0,T0,2023,CN
CN120418063A,18,T18,2023,CN
IN202521069422A,28,T28,2025,IN
IN202541070456A,-1,Noise,2025,IN
IN202541070479A,-1,Noise,2025,IN
DE102024102749A1,0,T0,2024,DE
DE102024102751A1,2,T2,2024,DE
DE102025102988A1,-1,Noise,2025,DE
US20250241544A1,62,T62,2022,US
US20250245183A1,-1,Noise,2025,US
US20250245856A1,-1,Noise,2024,US
EP4470727B1,-1,Noise,2023,Other
CN115676558B,18,T18,2022,CN
CN115803226B,-1,Noise,2021,CN
CN117788820B,35,T35,2023,CN
CN120206542B,-1,Noise,2025,CN
CN120381202A,-1,Noise,2025,CN
CN120382498A,5,T5,2025,CN
CN120382888A,7,T7,2025,CN
CN120385338A,15,T15,2025,CN
CN120386181A,6,T6,2025,CN
CN120386385A,3,T3,2025,CN
CN223160940U,0,T0,2024,CN
US12372376B1,7,T7,2025,US
CN113656135B,26,T26,2021,CN
CN114627552B,-1,Noise,2022,CN
CN116749189B,1,T1,2023,CN
CN116985111B,40,T40,2022,CN
CN116985114B,40,T40,2022,CN
CN119238612B,17,T17,2024,CN
CN119839888B,10,T10,2025,CN
CN120095860B,4,T4,2025,CN
CN120363183A,6,T6,2025,CN
CN120363194A,1,T1,2025,CN
CN120363216A,17,T17,2025,CN
CN120363221A,-1,Noise,2025,CN
CN120363245A,13,T13,2025,CN
CN120363649A,-1,Noise,2025,CN
CN120369006A,27,T27,2025,CN
CN120370769A,-1,Noise,2025,CN
CN120370774A,3,T3,2025,CN
CN120370919A,1,T1,2025,CN
CN120370992A,6,T6,2025,CN
CN120370993A,52,T52,2025,CN
CN120372851A,48,T48,2025,CN
CN120373134A,-1,Noise,2025,CN
CN120377466A,49,T49,2025,CN
CN223148553U,-1,Noise,2024,CN
IN202521064823A,-1,Noise,2025,IN
IN202541066767A,2,T2,2025,IN
IN202541068117A,17,T17,2025,IN
JP2025109643A,60,T60,2024,JP
DE202025101731U1,-1,Noise,2025,DE
EP4587228A1,-1,Noise,2023,Other
CN115319764B,10,T10,2022,CN
CN119820602B,17,T17,2025,CN
CN119952744B,10,T10,2025,CN
CN120002686B,12,T12,2025,CN
CN120039279B,7,T7,2025,CN
CN120347732A,1,T1,2025,CN
CN120347741A,1,T1,2025,CN
CN120347750A,17,T17,2025,CN
CN120347815A,48,T48,2025,CN
CN120348375A,0,T0,2025,CN
CN120348378A,52,T52,2025,CN
CN120352145A,16,T16,2025,CN
CN120353156A,1,T1,2024,CN
CN120354879A,1,T1,2025,CN
CN223132209U,0,T0,2024,CN
CN223135963U,36,T36,2024,CN
CN115635477B,9,T9,2022,CN
CN116551679B,1,T1,2023,CN
CN118982847B,-1,Noise,2024,CN
CN119328750B,52,T52,2024,CN
CN119359537B,41,T41,2024,CN
CN119610104B,-1,Noise,2024,CN
CN120066054B,6,T6,2025,CN
CN120331783A,-1,Noise,2025,CN
CN120337286A,-1,Noise,2025,CN
CN120337521A,3,T3,2025,CN
CN120344352A,-1,Noise,2022,CN
CN120345225A,-1,Noise,2023,CN
CN223116438U,0,T0,2024,CN
IN202517063849A,-1,Noise,2025,IN
IN202541037846A,8,T8,2025,IN
US20250229427A1,-1,Noise,2024,US
CN116520352B,15,T15,2023,CN
CN120008587B,35,T35,2025,CN
CN120088258B,35,T35,2025,CN
CN120304959A,-1,Noise,2025,CN
CN120307254A,-1,Noise,2024,CN
CN120307284A,-1,Noise,2025,CN
CN120307288A,1,T1,2025,CN
CN120307290A,-1,Noise,2025,CN
CN120307298A,5,T5,2025,CN
CN120307315A,20,T20,2023,CN
CN120307353A,-1,Noise,2025,CN
CN120308238A,64,T64,2025,CN
CN120308239A,37,T37,2025,CN
CN120308244A,9,T9,2025,CN
CN120312731A,-1,Noise,2025,CN
CN120316913A,1,T1,2025,CN
CN120317513A,38,T38,2025,CN
US12357898B2,48,T48,2019,US
CN115122325B,-1,Noise,2022,CN
CN115480482B,-1,Noise,2021,CN
CN119238533B,5,T5,2024,CN
CN119309582B,33,T33,2024,CN
CN119886495B,7,T7,2025,CN
CN120066104B,3,T3,2025,CN
CN120287287A,5,T5,2025,CN
CN120287317A,13,T13,2025,CN
CN120287323A,4,T4,2025,CN
CN120287347A,48,T48,2025,CN
CN120287351A,-1,Noise,2025,CN
CN120288152A,-1,Noise,2024,CN
CN120293119A,15,T15,2025,CN
CN120294746A,8,T8,2025,CN
CN120295110A,6,T6,2025,CN
CN120295284A,3,T3,2023,CN
CN120296919A,-1,Noise,2025,CN
CN120297459A,30,T30,2025,CN
CN120299002A,27,T27,2025,CN
CN120303090A,-1,Noise,2023,CN
IN202341054700A,2,T2,2023,IN
IN202541062615A,-1,Noise,2025,IN
TWM672773U,-1,Noise,2025,Other
NL4000052A,66,T66,2025,Other
EP4153455B1,-1,Noise,2021,Other
CN116250422B,52,T52,2022,CN
CN119550364B,-1,Noise,2025,CN
CN120003614B,9,T9,2025,CN
CN120267413A,-1,Noise,2025,CN
CN120269545A,-1,Noise,2025,CN
CN120269557A,32,T32,2025,CN
CN120269573A,5,T5,2025,CN
CN120269575A,70,T70,2025,CN
CN120269578A,17,T17,2025,CN
CN120269607A,13,T13,2025,CN
CN120270229A,7,T7,2023,CN
CN120275065A,-1,Noise,2025,CN
CN120276261A,-1,Noise,2025,CN
CN120277963A,1,T1,2025,CN
CN120278360A,-1,Noise,2025,CN
US12350837B2,-1,Noise,2023,US
KR1020250104155A,-1,Noise,2023,KR
CN114326736B,-1,Noise,2021,CN
CN114610017B,-1,Noise,2022,CN
CN119024875B,40,T40,2023,CN
CN120067092B,17,T17,2025,CN
CN120245001A,5,T5,2025,CN
CN120245010A,44,T44,2025,CN
CN120245063A,0,T0,2025,CN
CN120245286A,-1,Noise,2025,CN
CN120246117A,0,T0,2025,CN
CN120246120A,0,T0,2025,CN
CN120246123A,0,T0,2025,CN
CN120251682A,12,T12,2025,CN
CN120252836A,-1,Noise,2025,CN
CN120253020A,20,T20,2025,CN
CN120255326A,-1,Noise,2025,CN
CN120255522A,27,T27,2025,CN
CN120255559A,3,T3,2025,CN
CN120257756A,20,T20,2025,CN
CN120262837A,13,T13,2025,CN
CN223059129U,0,T0,2024,CN
CN223063078U,12,T12,2024,CN
IN202521035882A,2,T2,2025,IN
IN202541059497A,0,T0,2025,IN
IN202541061451A,2,T2,2025,IN
US20250218585A1,8,T8,2025,US
US20250219277A1,62,T62,2025,US
WO2025145228A1,-1,Noise,2025,Other
KR1020250100419A,2,T2,2023,KR
US12347089B2,-1,Noise,2023,US
CN116486650B,-1,Noise,2022,CN
CN119610085B,32,T32,2024,CN
CN120228740A,-1,Noise,2025,CN
CN120228749A,-1,Noise,2025,CN
CN120236578A,2,T2,2025,CN
CN223044555U,2,T2,2024,CN
TW202525532A,-1,Noise,2024,Other
TWI889427B,-1,Noise,2024,Other
RU2842579C1,56,T56,2024,RU
CN118288333B,16,T16,2024,CN
CN118447574B,50,T50,2024,CN
CN119748429B,32,T32,2024,CN
CN119952732B,32,T32,2025,CN
CN119958572B,21,T21,2025,CN
CN120206474A,36,T36,2025,CN
CN120206542A,-1,Noise,2025,CN
CN120207468A,-1,Noise,2025,CN
CN120207469A,12,T12,2025,CN
CN120207470A,0,T0,2025,CN
CN120213071A,33,T33,2025,CN
CN120215301A,6,T6,2025,CN
CN120215366A,32,T32,2025,CN
CN120215510A,3,T3,2025,CN
CN120215543A,3,T3,2025,CN
CN223026567U,16,T16,2024,CN
EP4573720A1,-1,Noise,2023,Other
CN115901290B,7,T7,2022,CN
CN116395058B,0,T0,2023,CN
CN119229385B,51,T51,2024,CN
CN119459927B,9,T9,2025,CN
CN119589675B,10,T10,2024,CN
CN119850739B,35,T35,2025,CN
CN120194130A,12,T12,2025,CN
CN120196119A,5,T5,2025,CN
CN120198851A,-1,Noise,2025,CN
CN223009778U,11,T11,2024,CN
US12337485B2,-1,Noise,2024,US
TR2025002363A2,2,T2,2025,Other
CN117508398B,12,T12,2023,CN
CN118848990B,10,T10,2024,CN
CN120002696B,4,T4,2025,CN
CN120170704A,13,T13,2025,CN
CN120170783A,12,T12,2025,CN
CN120170784A,13,T13,2025,CN
CN120171664A,0,T0,2025,CN
CN120178683A,6,T6,2025,CN
CN120178928A,-1,Noise,2025,CN
CN120183139A,-1,Noise,2025,CN
IN202541055964A,21,T21,2025,IN
JP7696032B2,11,T11,2024,JP
US20250199535A1,38,T38,2024,US
WO2025128869A1,38,T38,2024,Other
EP4568876A1,-1,Noise,2023,Other
CN116534055B,7,T7,2023,CN
CN119459931B,9,T9,2025,CN
CN119704205B,-1,Noise,2025,CN
CN120154917A,11,T11,2025,CN
CN120156620A,0,T0,2025,CN
CN120160605A,-1,Noise,2023,CN
CN120161848A,10,T10,2025,CN
CN120164278A,43,T43,2025,CN
CN120164296A,46,T46,2025,CN
CN111730622B,-1,Noise,2020,CN
CN115384247B,0,T0,2022,CN
CN118628802B,35,T35,2024,CN
CN119882406B,6,T6,2025,CN
CN120130999A,48,T48,2025,CN
