doc_id,source_doc_id,simple_family_id,publication_number,bertopic_topic,year
1541,1732,409359642,CN120890459A,33,2025
1542,1733,409383304,CN120894397A,50,2025
1543,1735,409341359,CN223507226U,13,2024
1544,1736,409346492,CN223508380U,52,2024
1545,1737,378161460,US12460921B2,-1,2023
1546,1738,351514169,US12461530B2,-1,2023
1547,1739,349505514,CN114463253B,50,2021
1548,1740,356972180,CN115145286B,74,2022
1549,1741,357403600,CN115219358B,20,2022
1550,1742,391425240,CN118601446B,23,2024
1551,1743,397557050,CN119338981B,35,2024
1552,1744,399944776,CN119645028B,3,2024
1553,1745,401781995,CN119896245B,-1,2025
1554,1746,408055148,CN120722765B,6,2025
1555,1747,409196545,CN120861838A,66,2025
1556,1748,409203155,CN120862636A,-1,2025
1557,1750,409201327,CN120862682A,-1,2025
1558,1754,409202838,CN120862719A,30,2025
1559,1756,409204633,CN120862760A,72,2025
1560,1757,409210172,CN120863774A,9,2025
1561,1758,409256515,CN120871619A,3,2025
1562,1759,409259454,CN120871853A,3,2025
1563,1761,409268168,CN120873681A,-1,2025
1564,1762,409183151,CN120877175A,-1,2025
1565,1763,409254709,CN223493288U,-1,2024
1566,1764,409583837,KR1020250155720A,-1,2024
1567,1765,409151514,US20250332004A1,0,2025
1568,1766,409155157,US20250335253A1,21,2025
1569,1767,409176800,WO2025226986A1,21,2025
1570,1768,408885722,EP4641339A1,6,2024
1571,1769,337672626,CN113525548B,0,2020
1572,1770,357685257,CN115220465B,40,2022
1573,1771,366517795,CN115841698B,53,2022
1574,1772,381840784,CN117550105B,-1,2023
1575,1773,400812421,CN119758719B,6,2024
1576,1774,405718961,CN120397008B,7,2025
1577,1775,407508590,CN120657343B,-1,2025
1578,1776,409023099,CN120837289A,-1,2025
1579,1778,409044424,CN120839787A,-1,2025
1580,1779,409042648,CN120839817A,4,2025
1581,1782,409051811,CN120840882A,0,2025
1582,1783,409066657,CN120843707A,-1,2025
1583,1784,409074057,CN120844896A,18,2025
1584,1785,409005559,CN120852108A,2,2025
1585,1787,409043268,CN223488020U,0,2024
1586,1788,357020290,CN115179702B,0,2022
1587,1789,402209672,CN119960311B,3,2025
1588,1790,403222447,CN120080331B,1,2025
1589,1791,408957431,CN120828893A,0,2024
1590,1792,408964090,CN120830717A,12,2025
1591,1794,408938903,CN223467230U,9,2024
1592,1795,408938909,CN223467232U,9,2024
1593,1796,408982503,IN202541091053A,70,2025
1594,1798,394694601,WO2025218818A1,28,2025
1595,1799,403542363,JP7757578B1,69,2025
1596,1800,391083609,CN118559694B,6,2024
1597,1801,396425052,CN119200606B,1,2024
1598,1802,397681866,CN119347754B,6,2024
1599,1803,401275156,CN119820621B,-1,2025
1600,1804,404528392,CN120246117B,0,2025
1601,1805,408853310,CN120816482A,5,2025
1602,1807,408853447,CN120816512A,-1,2025
1603,1808,408853456,CN120816514A,8,2025
1604,1809,408855785,CN120817057A,45,2025
1605,1810,408856190,CN120817166A,0,2024
1606,1812,408809565,CN120821273A,6,2025
1607,1814,408829694,CN120825561A,26,2024
1608,1815,408843314,CN223456011U,39,2024
1609,1816,408849339,CN223457028U,0,2024
1610,1817,379795995,US12449822B2,-1,2023
1611,1818,369794662,CN116185015B,3,2023
1612,1819,371584511,CN116400103B,20,2023
1613,1820,377100799,CN117008592B,74,2022
1614,1821,397751819,CN119376424B,1,2024
1615,1822,399938137,CN119644704B,6,2024
1616,1823,401110831,CN119791151B,-1,2025
1617,1824,403671230,CN120141561B,-1,2025
1618,1825,405922865,CN120436934B,59,2025
1619,1826,407325639,CN120620231B,65,2025
1620,1827,408714380,CN120791279A,36,2025
1621,1828,408714756,CN120791716A,-1,2025
1622,1829,408715428,CN120791730A,10,2025
1623,1830,408715839,CN120791740A,1,2025
1624,1833,408715357,CN120791815A,5,2025
1625,1834,408720932,CN120793000A,9,2025
1626,1835,408637615,CN120802028A,16,2025
1627,1836,408640351,CN120803010A,6,2025
1628,1837,408640377,CN120803011A,3,2025
1629,1840,408623016,IN202541087768A,21,2025
1630,1841,408623628,IN202541088903A,2,2025
1631,1842,408623696,IN202541088952A,-1,2025
1632,1843,408597362,US20250322249A1,42,2024
1633,1844,408598211,US20250322831A1,2,2025
1634,1845,408598574,US20250322837A1,42,2024
1635,1846,408614889,WO2025216838A1,-1,2025
1636,1848,387487707,EP4631681A1,-1,2023
1637,1849,402044753,CN119937611B,3,2025
1638,1850,406519369,CN120524975B,5,2025
1639,1851,408499793,CN120771478A,60,2025
1640,1853,408504518,CN120773060A,10,2025
1641,1854,408504941,CN120773098A,0,2025
1642,1855,408506337,CN120773844A,-1,2025
1643,1856,408519369,CN120778438A,-1,2025
1644,1857,408553619,CN223432391U,52,2024
1645,1858,408566591,CN223436346U,-1,2024
1646,1859,395722478,US12440969B2,55,2023
1647,1860,346498841,CN114186496B,57,2021
1648,1861,373379021,CN116612148B,50,2023
1649,1862,392526169,CN118716006B,39,2024
1650,1863,397086479,CN119297485B,73,2024
1651,1864,399167144,CN119556723B,-1,2024
1652,1865,400769930,CN119761921B,1,2025
1653,1866,401668416,CN119885863B,5,2024
1654,1867,404684720,CN120275065B,-1,2025
1655,1868,405433540,CN120363216B,17,2025
1656,1869,408386241,CN120755870A,2,2025
1657,1872,408392155,CN120758012A,66,2025
1658,1873,408395435,CN120759103A,66,2025
1659,1874,408405158,CN120762406A,-1,2025
1660,1876,408411676,CN120764582A,21,2025
1661,1877,408375011,IN202441065689A,-1,2024
1662,1878,408374104,IN202511089396A,-1,2025
1663,1880,408337586,JP2025152428A,29,2024
1664,1881,408340206,US20250312911A1,-1,2025
1665,1882,408340743,US20250314458A1,-1,2025
1666,1883,408365356,WO2025213141A1,-1,2025
1667,1884,402339461,CN119974029B,17,2025
1668,1885,402580170,CN120002637B,-1,2025
1669,1886,402759874,CN120029227B,47,2025
1670,1887,403057001,CN120065751B,57,2025
1671,1888,406365832,CN120503210B,6,2025
1672,1889,408200542,CN120735012A,-1,2025
1673,1891,408200620,CN120735086A,13,2025
1674,1892,408209440,CN120737950A,24,2025
1675,1893,408219858,CN120740809A,-1,2025
1676,1894,408231859,CN120742874A,-1,2025
1677,1897,408264866,CN223406978U,4,2024
1678,1898,408286739,CN223410764U,18,2024
1679,1899,HK42024088022.920240229,HK40100935B,45,2024
1680,1900,368829309,DE212023000371U1,-1,2023
1681,1901,408137478,US20250303564A1,-1,2025
1682,1903,376950739,EP4390594B1,74,2023
1683,1904,408310133,TWM675624U,67,2025
1684,1905,347825374,CN114299549B,50,2021
1685,1906,371878040,CN116430882B,3,2023
1686,1907,386671006,CN118081207B,36,2024
1687,1908,393433879,CN118832576B,8,2024
1688,1909,394376576,CN118947757B,-1,2024
1689,1910,399189461,CN119559269B,-1,2024
1690,1918,408049700,CN120720974A,20,2025
1691,1921,408065095,CN120726081A,35,2025
1692,1922,408090356,CN223395267U,4,2024
1693,1924,366060300,US12427661B2,21,2021
1694,1926,373570074,CN116619436B,9,2023
1695,1927,388874250,CN118322212B,5,2024
1696,1928,399702094,CN119610112B,-1,2024
1697,1929,402354865,CN119975596B,9,2025
1698,1930,405839205,CN120422254B,1,2025
1699,1931,406268790,CN120492596B,2,2025
1700,1932,406758727,CN120558242B,-1,2025
1701,1935,407907252,CN120697080A,-1,2025
1702,1936,407907387,CN120697091A,12,2025
1703,1937,407907513,CN120697100A,13,2025
1704,1940,407910311,CN120697872A,0,2025
1705,1941,407920833,CN120701708A,12,2025
1706,1942,407928855,CN120704329A,3,2025
1707,1943,407970378,CN223386090U,18,2024
1708,1944,407894148,IN202511076121A,2,2025
1709,1945,407893500,IN202521040546A,69,2025
1710,1946,407737845,US20250296243A1,-1,2025
1711,1949,396050004,CN119159596B,-1,2024
1712,1950,397173837,CN119283031B,1,2024
1713,1951,398228278,CN119407746B,1,2024
1714,1952,398229797,CN119407787B,1,2024
1715,1953,406268242,CN120480955B,12,2025
1716,1954,406617211,CN120533719B,1,2025
1717,1955,407750846,CN120680489A,-1,2024
1718,1956,407768814,CN120686584A,5,2025
1719,1957,407769151,CN120686839A,-1,2025
1720,1959,407802820,CN223369420U,13,2024
1721,1960,407802579,CN223369456U,-1,2024
1722,1961,407807834,CN223371111U,-1,2024
1723,1964,375602438,CN116853382B,0,2023
1724,1965,399700854,CN119610090B,17,2024
1725,1966,400779911,CN119762680B,-1,2025
1726,1967,405428182,CN120363221B,-1,2025
1727,1968,407610847,CN120663302A,5,2025
1728,1969,407610914,CN120663348A,12,2025
1729,1970,407611276,CN120663356A,-1,2025
1730,1971,407623500,CN120664190A,-1,2025
1731,1972,407623370,CN120664422A,-1,2025
1732,1975,407609868,CN223354274U,44,2024
1733,1976,407610920,CN223354306U,-1,2024
1734,1977,407720104,IN202521083354A,-1,2025
1735,1978,407720959,IN202541081237A,-1,2025
1736,1979,407721401,IN202541082077A,2,2025
1737,1980,407572180,US20250289142A1,-1,2024
1738,1981,407576130,US20250291353A1,-1,2023
1739,1982,407575761,US20250292181A1,42,2024
1740,1984,406368178,CN120503253B,19,2025
1741,1985,407536975,CN120645209A,15,2025
1742,1988,407543696,CN120646117A,12,2025
1743,1989,407473386,CN120650397A,12,2025
1744,1991,407463448,CN223339481U,-1,2024
1745,1992,407471984,CN223340771U,0,2024
1746,1993,382006306,KR1020250136300A,-1,2023
1747,1995,402221788,CN119952715B,-1,2025
1748,1996,407310506,CN120617889A,0,2025
1749,1998,407325281,CN120620279A,-1,2025
1750,1999,407325309,CN120620280A,12,2025
1751,2000,407325335,CN120620281A,-1,2025
1752,2001,407335908,CN120621526A,-1,2025
1753,2002,407335950,CN120621529A,0,2025
1754,2004,407372739,CN120628103A,33,2025
1755,2005,407287579,CN120631031A,3,2025
1756,2006,407296493,CN120633755A,6,2025
1757,2007,407297750,CN120633976A,10,2025
1758,2008,407304765,CN120635140A,15,2025
1759,2009,407343149,CN120640670A,-1,2025
1760,2010,407284933,IN202411013420A,-1,2024
1761,2011,407285990,IN202441017292A,-1,2024
1762,2012,407284328,IN202541081371A,3,2025
1763,2013,385901368,EP4611710A1,48,2023
1764,2014,405261117,CN120347815B,48,2025
1765,2015,405689514,CN120401922B,-1,2025
1766,2016,405647295,CN120406161B,-1,2025
1767,2017,405803073,CN120428573B,5,2025
1768,2018,407224310,CN120606400A,2,2025
1769,2019,407167296,CN120609558A,16,2025
1770,2020,371714042,US12409550B2,22,2023
1771,2021,407158433,US12409570B1,-1,2024
1772,2022,331183654,US12411198B2,-1,2021
1773,2023,362873235,CN115546547B,6,2022
1774,2024,399880843,CN119635621B,1,2024
1775,2025,405839147,CN120422253B,17,2025
1776,2026,405943523,CN120447563B,27,2025
1777,2027,407074892,CN120588210A,-1,2025
1778,2028,407075064,CN120588225A,32,2025
1779,2029,407075074,CN120588226A,-1,2025
1780,2030,407074303,CN120588241A,5,2025
1781,2031,407074716,CN120588275A,13,2025
1782,2032,407074857,CN120588287A,36,2025
1783,2033,407074882,CN120588289A,0,2025
1784,2034,407078884,CN120589113A,30,2025
1785,2035,407097423,CN120593028A,12,2025
1786,2036,407099977,CN120593770A,-1,2025
1787,2037,407027104,CN120595629A,-1,2025
1788,2038,407027714,CN120595837A,1,2025
1789,2039,407076994,CN223302651U,0,2024
1790,2040,407116134,CN223307404U,18,2024
1791,2041,407120163,CN223308295U,16,2024
1792,2042,407122615,CN223308705U,-1,2024
1793,2043,407136707,IN202511014287A,2,2025
1794,2044,407137175,IN202541079723A,-1,2025
1795,2045,386539808,WO2025179628A1,-1,2024
1796,2046,353638304,CN114839878B,5,2022
1797,2047,370850546,CN116300954B,54,2023
1798,2048,400913521,CN119772940B,4,2025
1799,2049,406925521,CN120570760A,24,2025
1800,2050,406891061,CN120572534A,65,2025
1801,2051,406894687,CN120572877A,52,2025
1802,2052,406914965,CN120576225A,12,2025
1803,2054,406913790,CN223290972U,9,2024
1804,2055,374861155,US12403589B2,-1,2022
1805,2056,400666780,US12403605B2,-1,2023
1806,2057,405585172,TW202533929A,-1,2025
1807,2058,407141482,TWM674246U,43,2025
1808,2059,407142815,TWM674503U,43,2025
1809,2060,407146468,KR102851528B1,28,2025
1810,2061,386412803,KR102852523B1,8,2022
1811,2062,356020062,CN115082960B,26,2022
1812,2063,370834184,CN116300436B,5,2023
1813,2064,402940066,CN120047929B,-1,2024
1814,2065,404140848,CN120194820B,-1,2025
1815,2066,404350964,CN120228740B,-1,2025
1816,2067,404504913,CN120245010B,44,2025
1817,2068,405697689,CN120395955B,4,2025
1818,2069,405647160,CN120406159B,1,2025
1819,2070,406802566,CN120550359A,0,2025
1820,2071,406827286,CN120551670A,36,2025
1821,2072,406828686,CN120552017A,9,2025
1822,2073,406831403,CN120552060A,-1,2025
1823,2074,406832144,CN120552071A,17,2025
1824,2075,406834927,CN120552109A,13,2025
1825,2076,406838404,CN120552545A,7,2025
1826,2078,406815769,CN223274659U,39,2024
1827,2079,406835041,CN223284050U,16,2024
1828,2080,332254083,KR102852230B1,0,2019
1829,2081,SG10202400267Q20240130,SG10202400267QA,-1,2024
1830,2082,SG10202501938V20131112,SG10202501938VA,75,2013
1831,2085,383789845,US20250269537A1,28,2024
1832,2086,385069436,EP4607321A1,-1,2023
1833,2087,374588285,CN116750104B,0,2023
1834,2088,378840034,CN117182904B,3,2023
1835,2089,398430195,CN119442878B,7,2024
1836,2090,403222070,CN120080326B,17,2025
1837,2091,403443965,CN120116229B,60,2025
1838,2092,404660176,CN120269575B,70,2025
1839,2094,406617577,CN120533727A,-1,2025
1840,2095,406615061,CN120533752A,47,2025
1841,2096,406625335,CN120534120A,72,2025
1842,2097,406626319,CN120534449A,-1,2025
1843,2099,406640853,CN120540115A,6,2025
1844,2100,406670913,CN120542467A,17,2025
1845,2101,406617053,CN120542827A,28,2025
1846,2102,406659451,CN223266892U,0,2024
1847,2103,406659494,CN223266893U,13,2024
1848,2104,368208352,CN116021932B,0,2022
1849,2105,370893930,CN116293276B,-1,2023
1850,2106,399595977,CN119589694B,5,2024
1851,2107,402339246,CN119974024B,6,2025
1852,2108,406534862,CN120514572A,48,2025
1853,2109,406565937,CN120516701A,2,2025
1854,2110,406567216,CN120516723A,-1,2025
1855,2111,406567603,CN120516730A,2,2025
1856,2112,406567772,CN120516732A,-1,2025
1857,2114,406527189,CN120525659A,5,2025
1858,2115,406533947,CN120526168A,7,2025
1859,2116,406535087,CN120526185A,-1,2024
1860,2117,406522610,CN120529825A,20,2025
1861,2118,406575987,CN223251712U,-1,2024
1862,2119,406580941,CN223261577U,0,2024
1863,2120,406596457,IN202511070516A,-1,2025
1864,2121,406598095,IN202521074783A,8,2025
1865,2122,406598859,IN202541073877A,67,2025
1866,2123,388195914,KR1020250125963A,18,2023
1867,2124,406472981,US20250266039A1,8,2025
1868,2125,406873399,TWM673958U,75,2025
1869,2127,365262824,CN115718492B,30,2022
1870,2128,369378431,CN116136692B,6,2021
1871,2129,372834006,CN116534156B,0,2023
1872,2130,403078599,CN120056136B,1,2025
1873,2131,404083922,CN120215510B,3,2025
1874,2133,406366226,CN120503217A,57,2025
1875,2134,406366788,CN120503227A,32,2025
1876,2135,406366883,CN120503229A,1,2025
1877,2137,406386004,CN120504914A,66,2025
1878,2138,406407896,CN120506475A,12,2025
1879,2139,406407947,CN120506476A,12,2025
1880,2140,406408022,CN120506477A,12,2025
1881,2141,406349640,CN120506880A,35,2025
1882,2142,406367179,CN120508129A,5,2025
1883,2143,406432337,CN223246415U,13,2024
1884,2144,383357856,US12393787B2,2,2023
1885,2146,392016229,CN118664586B,5,2024
1886,2147,393213864,CN118809606B,5,2024
1887,2148,406267055,CN120480877A,-1,2025
1888,2149,406266740,CN120480938A,4,2025
1889,2151,406268684,CN120480961A,72,2025
1890,2152,406250551,CN120491432A,3,2025
1891,2154,406256784,CN223223404U,15,2024
1892,2155,406329057,IN202541073435A,68,2025
1893,2157,310384912,AU2019393830B2,-1,2019
1894,2160,305400118,EP3840714B1,-1,2019
1895,2163,384867555,CN117901099B,1,2024
1896,2164,406093585,CN120458438A,72,2025
1897,2165,406058904,CN120461432A,-1,2025
1898,2166,406060537,CN120461473A,9,2025
1899,2167,406060701,CN120461477A,37,2025
1900,2168,406060982,CN120461484A,12,2025
1901,2169,406070719,CN120462176A,0,2025
1902,2170,406078388,CN120467344A,-1,2025
1903,2171,406102060,CN120469192A,5,2025
1904,2172,406081205,CN120472059A,2,2025
1905,2173,406089548,CN120472577A,-1,2025
1906,2174,406118696,CN120474464A,-1,2025
1907,2175,406068406,CN120475375A,38,2025
1908,2176,406086967,CN223211413U,-1,2024
1909,2177,406122887,CN223217246U,16,2024
1910,2178,376853893,US12384038B2,-1,2023
1911,2179,MTPT483820250723,MTP4838B,-1,2025
1912,2180,348958895,CN114419660B,41,2021
1913,2181,350946356,CN114595797B,2,2022
1914,2182,372882884,CN116551669B,1,2023
1915,2184,405961040,CN120439281A,1,2025
1916,2185,405961929,CN120439294A,-1,2025
1917,2186,405962129,CN120439297A,6,2025
1918,2187,405957908,CN120439306A,1,2025
1919,2188,405960411,CN120439351A,19,2025
1920,2189,405973148,CN120440157A,9,2025
1921,2190,405990883,CN120445242A,33,2025
1922,2191,405991463,CN120445563A,16,2025
1923,2192,405942137,CN120447382A,3,2025
1924,2196,405836897,CN120422218A,2,2025
1925,2197,405838340,CN120422240A,6,2025
1926,2199,405838463,CN120422242A,-1,2025
1927,2202,405840463,CN120422275A,-1,2025
1928,2203,405786216,CN120422969A,0,2025
1929,2204,405790855,CN120423200A,61,2025
1930,2206,405784777,CN120431639A,-1,2025
1931,2207,405803523,CN223187568U,9,2024
1932,2209,356092341,CN115086593B,26,2022
1933,2210,396231643,CN119175719B,32,2024
1934,2211,402071160,CN119924090B,10,2025
1935,2212,404660384,CN120269578B,17,2025
1936,2213,405695106,CN120395840A,10,2025
1937,2214,405696497,CN120395861A,-1,2025
1938,2215,405697099,CN120395870A,1,2025
1939,2217,405699752,CN120395906A,49,2025
1940,2218,405696631,CN120395938A,5,2025
1941,2220,405700644,CN120396003A,-1,2025
1942,2223,405693889,CN120402457A,9,2025
1943,2224,405649029,CN120406108A,6,2025
1944,2227,405650623,CN120406206A,61,2025
1945,2229,405688923,CN120408517A,5,2025
1946,2230,405698560,CN120414989A,12,2025
1947,2231,405638932,CN120416181A,65,2025
1948,2234,405758301,IN202521069422A,28,2025
1949,2235,405759772,IN202541070456A,-1,2025
1950,2236,405759693,IN202541070479A,-1,2025
1951,2237,405605246,DE102024102749A1,0,2024
1952,2238,405605272,DE102024102751A1,2,2024
1953,2242,405586309,US20250245856A1,-1,2024
1954,2243,395295852,EP4470727B1,-1,2023
1955,2244,364506422,CN115676558B,18,2022
1956,2245,339891453,CN115803226B,-1,2021
1957,2246,383821008,CN117788820B,35,2023
1958,2247,404206768,CN120206542B,-1,2025
1959,2248,405555823,CN120381202A,-1,2025
1960,2249,405501487,CN120382498A,5,2025
1961,2250,405504580,CN120382888A,7,2025
1962,2251,405539003,CN120385338A,15,2025
1963,2252,405509537,CN120386181A,6,2025
1964,2254,405550210,CN223160940U,0,2024
1965,2255,405496069,US12372376B1,7,2025
1966,2256,339355703,CN113656135B,26,2021
1967,2257,351256098,CN114627552B,-1,2022
1968,2258,374852734,CN116749189B,1,2023
1969,2259,376928344,CN116985111B,40,2022
1970,2260,376928583,CN116985114B,40,2022
1971,2261,396732186,CN119238612B,17,2024
1972,2263,403312435,CN120095860B,4,2025
1973,2265,405432128,CN120363194A,1,2025
1974,2268,405429602,CN120363245A,13,2025
1975,2269,405356209,CN120363649A,-1,2025
1976,2271,405372648,CN120370769A,-1,2025
1977,2272,405372859,CN120370774A,3,2025
1978,2273,405375996,CN120370919A,1,2025
1979,2274,405375326,CN120370992A,6,2025
1980,2275,405375368,CN120370993A,52,2025
1981,2276,405400878,CN120372851A,48,2025
1982,2278,405391943,CN120377466A,49,2025
1983,2279,405417475,CN223148553U,-1,2024
1984,2280,405478898,IN202521064823A,-1,2025
1985,2281,405479185,IN202541066767A,2,2025
1986,2282,405481037,IN202541068117A,17,2025
1987,2283,404722518,JP2025109643A,60,2024
1988,2284,405032949,DE202025101731U1,-1,2025
1989,2285,403570280,EP4587228A1,-1,2023
1990,2286,360250627,CN115319764B,10,2022
1991,2287,401274129,CN119820602B,17,2025
1992,2288,402223798,CN119952744B,10,2025
1993,2289,402578435,CN120002686B,12,2025
1994,2290,402880164,CN120039279B,7,2025
1995,2291,405260473,CN120347732A,1,2025
1996,2292,405261238,CN120347741A,1,2025
1997,2293,405262132,CN120347750A,17,2025
1998,2295,405270471,CN120348375A,0,2025
1999,2296,405270666,CN120348378A,52,2025
2000,2297,405249701,CN120352145A,16,2025
2001,2298,405265125,CN120353156A,1,2024
2002,2299,405222303,CN120354879A,1,2025
2003,2300,405290488,CN223132209U,0,2024
2004,2301,405273370,CN223135963U,36,2024
2005,2302,364049391,CN115635477B,9,2022
2006,2303,372883150,CN116551679B,1,2023
2007,2304,394559394,CN118982847B,-1,2024
2008,2305,397468794,CN119328750B,52,2024
2009,2306,397699624,CN119359537B,41,2024
2010,2307,399701735,CN119610104B,-1,2024
2011,2308,403062623,CN120066054B,6,2025
2012,2309,405099206,CN120331783A,-1,2025
2013,2310,405097368,CN120337286A,-1,2025
2014,2311,405102050,CN120337521A,3,2025
2015,2313,388835686,CN120345225A,-1,2023
2016,2314,405114899,CN223116438U,0,2024
2017,2316,405186307,IN202541037846A,8,2025
2018,2317,385126491,US20250229427A1,-1,2024
2019,2318,372633759,CN116520352B,15,2023
2020,2319,402608177,CN120008587B,35,2025
2021,2320,403210103,CN120088258B,35,2025
2022,2321,404899431,CN120304959A,-1,2025
2023,2322,404941661,CN120307254A,-1,2024
2024,2324,404943185,CN120307288A,1,2025
2025,2325,404942062,CN120307290A,-1,2025
2026,2326,404942402,CN120307298A,5,2025
2027,2327,404943223,CN120307315A,20,2023
2028,2328,404943694,CN120307353A,-1,2025
2029,2329,404957431,CN120308238A,64,2025
2030,2330,404957449,CN120308239A,37,2025
2031,2331,404957514,CN120308244A,9,2025
2032,2332,404950289,CN120312731A,-1,2025
2033,2333,404934783,CN120316913A,1,2025
2034,2334,404943709,CN120317513A,38,2025
2035,2335,297547598,US12357898B2,48,2019
2036,2336,356518503,CN115122325B,-1,2022
2037,2337,362038697,CN115480482B,-1,2021
2038,2338,396732835,CN119238533B,5,2024
2039,2339,397297727,CN119309582B,33,2024
2040,2340,401682860,CN119886495B,7,2025
2041,2341,403065211,CN120066104B,3,2025
2042,2342,404811866,CN120287287A,5,2025
2043,2344,404814887,CN120287323A,4,2025
2044,2345,404817037,CN120287347A,48,2025
2045,2346,404817392,CN120287351A,-1,2025
2046,2347,404830884,CN120288152A,-1,2024
2047,2348,404820969,CN120293119A,15,2025
2048,2349,404769721,CN120294746A,8,2025
2049,2350,404772707,CN120295110A,6,2025
2050,2351,404778978,CN120295284A,3,2023
2051,2352,404799281,CN120296919A,-1,2025
2052,2353,404809001,CN120297459A,30,2025
2053,2354,404766290,CN120299002A,27,2025
2054,2356,404755096,IN202341054700A,2,2023
2055,2357,404753115,IN202541062615A,-1,2025
2056,2358,405189140,TWM672773U,-1,2025
2057,2361,370415252,CN116250422B,52,2022
2058,2362,399186963,CN119550364B,-1,2025
2059,2363,402599686,CN120003614B,9,2025
2060,2364,404618065,CN120267413A,-1,2025
2061,2365,404658134,CN120269545A,-1,2025
2062,2366,404658967,CN120269557A,32,2025
2063,2367,404660030,CN120269573A,5,2025
2064,2370,404662260,CN120269607A,13,2025
2065,2371,404436767,CN120270229A,7,2023
2066,2373,404635226,CN120276261A,-1,2025
2067,2375,404665144,CN120278360A,-1,2025
2068,2376,381624483,US12350837B2,-1,2023
2069,2377,404880966,KR1020250104155A,-1,2023
2070,2378,348011242,CN114326736B,-1,2021
2071,2379,351135591,CN114610017B,-1,2022
2072,2380,394909243,CN119024875B,40,2023
2073,2381,403084930,CN120067092B,17,2025
2074,2382,404504317,CN120245001A,5,2025
2075,2384,404503728,CN120245063A,0,2025
2076,2385,404509304,CN120245286A,-1,2025
2077,2387,404528602,CN120246120A,0,2025
2078,2389,404515579,CN120251682A,12,2025
2079,2390,404527630,CN120252836A,-1,2025
2080,2391,404530255,CN120253020A,20,2025
2081,2392,404482597,CN120255326A,-1,2025
2082,2393,404483741,CN120255522A,27,2025
2083,2394,404482118,CN120255559A,3,2025
2084,2395,404512338,CN120257756A,20,2025
2085,2396,404512520,CN120262837A,13,2025
2086,2397,404539081,CN223059129U,0,2024
2087,2398,404486039,CN223063078U,12,2024
2088,2399,404451399,IN202521035882A,2,2025
2089,2400,404451725,IN202541059497A,0,2025
2090,2401,404451452,IN202541061451A,2,2025
2091,2403,393386917,US20250219277A1,62,2025
2092,2404,404448135,WO2025145228A1,-1,2025
2093,2405,404604225,KR1020250100419A,2,2023
2094,2406,373636564,US12347089B2,-1,2023
2095,2407,372276282,CN116486650B,-1,2022
2096,2408,399700532,CN119610085B,32,2024
2097,2410,404351488,CN120228749A,-1,2025
2098,2411,404354951,CN120236578A,2,2025
2099,2412,404381518,CN223044555U,2,2024
2100,2413,403869282,TW202525532A,-1,2024
2101,2415,RU202412321820240813,RU2842579C1,56,2024
2102,2416,388594954,CN118288333B,16,2024
2103,2417,389987699,CN118447574B,50,2024
2104,2418,400747247,CN119748429B,32,2024
2105,2419,402222967,CN119952732B,32,2025
2106,2420,402263878,CN119958572B,21,2025
2107,2421,404200567,CN120206474A,36,2025
2108,2423,404284839,CN120207468A,-1,2025
2109,2424,404284842,CN120207469A,12,2025
2110,2425,404284845,CN120207470A,0,2025
2111,2426,404199904,CN120213071A,33,2025
2112,2427,404076677,CN120215301A,6,2025
2113,2428,404078894,CN120215366A,32,2025
2114,2430,404085120,CN120215543A,3,2025
2115,2431,404151941,CN223026567U,16,2024
2116,2433,367008164,CN115901290B,7,2022
2117,2434,371559475,CN116395058B,0,2023
2118,2435,396643124,CN119229385B,51,2024
2119,2436,398593764,CN119459927B,9,2025
2120,2437,399595289,CN119589675B,10,2024
2121,2438,401430048,CN119850739B,35,2025
2122,2439,404114093,CN120194130A,12,2025
2123,2440,404191003,CN120196119A,5,2025
2124,2441,404122556,CN120198851A,-1,2025
2125,2442,404174414,CN223009778U,11,2024
2126,2443,393019498,US12337485B2,-1,2024
2127,2444,411620779,TR2025002363A2,2,2025
2128,2445,381548516,CN117508398B,12,2023
2129,2446,393701810,CN118848990B,10,2024
2130,2447,402579142,CN120002696B,4,2025
2131,2448,403939814,CN120170704A,13,2025
2132,2449,403937857,CN120170783A,12,2025
2133,2450,403937777,CN120170784A,13,2025
2134,2451,403940689,CN120171664A,0,2025
2135,2452,403968182,CN120178683A,6,2025
2136,2453,403963768,CN120178928A,-1,2025
2137,2454,403977833,CN120183139A,-1,2025
2138,2455,403880939,IN202541055964A,21,2025
2139,2456,383949110,JP7696032B2,11,2024
2140,2457,403851046,US20250199535A1,38,2024
2141,2458,403877121,WO2025128869A1,38,2024
2142,2460,373030598,CN116534055B,7,2023
2143,2461,398593975,CN119459931B,9,2025
2144,2462,400481458,CN119704205B,-1,2025
2145,2463,403737874,CN120154917A,11,2025
2146,2464,403771557,CN120156620A,0,2025
2147,2465,403789623,CN120160605A,-1,2023
2148,2467,403779857,CN120164278A,43,2025
2149,2468,403798952,CN120164296A,46,2025
2150,2469,316524613,CN111730622B,-1,2020
2151,2470,360980857,CN115384247B,0,2022
2152,2471,391557737,CN118628802B,35,2024
2153,2472,401722879,CN119882406B,6,2025
2154,2473,403668791,CN120130999A,48,2025
2155,2474,403630060,CN120135171A,7,2025
2156,2476,403629247,CN120135320A,9,2025
2157,2478,307318366,CN120143813A,-1,2019
2158,2479,403688347,CN120147648A,-1,2025
2159,2480,403697517,CN120147923A,-1,2025
2160,2481,403592743,CN120148112A,-1,2025
