bertopic_id,bertopic_name,proposed_safety,subsystem_id,proposed_role,supporting_patent_numbers,evidence_patent_number,evidence_location,exact_evidence_excerpt,evidence_status,human_subsystem_decision,human_role_judgment,reviewer_confidence,reviewer_note
22,22_force_external force_human robot_robot,PARTIAL,SAFETY_MONITORING,SECONDARY,CN105690383A;CN107765686A;CN108297056A;CN108297056B;CN108789408A;DE102016001643B4;KR1020090056699A;KR1020260100240A;US12552034B2;WO2025005980A1,CN108297056A,CLAIM,"[CLAIM 1] A human coordination robot system, the robot and the human shared work space and to coordinate work, wherein the human coordination robot system comprising : a first force detecting part for detecting the acting on the robot external force, a second force detecting. it only detects the person manually operating said robot acting to the robot operation force and ensures the safety action instruction by the first force detecting section detects that an external force with a predetermined threshold value, when the external force is large than the predetermined threshold value. to make the robot move to the direction of reducing the external force or to make the robot stop ensures the safety action instruction, when the person manually operating said robot in a stop state, and",FOUND,,,,
22,22_force_external force_human robot_robot,PARTIAL,EMERGENCY_FAILSAFE,SECONDARY,CN105690383A;CN107765686A;CN108297056A;CN108297056B;CN108789408A;DE102016001643B4;KR1020090056699A;KR1020260100240A;US12552034B2;WO2025005980A1,KR1020260100240A,ABSTRACT,"When an unscheduled human physical intervention (contact, grabbing, blocking, or occupying a path) occurs to a robot autonomously working in a shared space, a human-robot task coordination system and method are disclosed that interprets this as a semantic signal rather than a uniform emergency stop target. The present invention detects unscheduled physical interventions, identifies intervention subjects, assigns authority grades, and assigns the lowest base grade to unidentified subjects. Based on the intervention force profile, contact location, duration, direction of action, path occupancy, and work context, the invention classifies interventions into intent categories such as accidental contact, trajectory correction, partial concession, demand for substitute performance",FOUND,,,,
22,22_force_external force_human robot_robot,PARTIAL,HRI_INTERFACE,PRIMARY,CN105690383A;CN107765686A;CN108297056A;CN108297056B;CN108789408A;DE102016001643B4;KR1020090056699A;KR1020260100240A;US12552034B2;WO2025005980A1,CN105690383A,CLAIM,"[CLAIM 1] A human-robot interactive system, robot and human shared work space to coordinate work, wherein it comprises a force sensor that measures force applied to the robot from the outside output measurements, force detection value calculating part; the force detection value is calculated by subtracting a corrected value from the measurement value, and a correction value updating unit, wherein the force detection value updated when predetermined condition is satisfied is the correction value, and the predetermined condition is that the robot is stopped or operates at a constant speed and the predetermined unit time of the force detecting change amplitude value below the threshold value for the fluctuation range.",FOUND,,,,
22,22_force_external force_human robot_robot,PARTIAL,SYSTEM_INTEGRATION,SECONDARY,CN105690383A;CN107765686A;CN108297056A;CN108297056B;CN108789408A;DE102016001643B4;KR1020090056699A;KR1020260100240A;US12552034B2;WO2025005980A1,,,,INSUFFICIENT,,,,
25,25_industrial robot_industrial_tool_work,PARTIAL,STATE_ESTIMATION,CONTEXT_ONLY,CN105555490A;CN105555490B;DE102012006180A1;DE102017124713B3;DE202013104264U1;IN202517091964A;JP2008022023A;US20190105779A1;WO2018219744A1,US20190105779A1,ABSTRACT,"Robotic systems for simultaneous human-performed and robotic operations within a collaborative workspace are described. In some embodiments, the collaborative workspace is defined by a reconfigurable workbench, to which robotic members are optionally added and/or removed according to task need. Tasks themselves are optionally defined within a production system, potentially reducing computational complexity of predicting and/or interpreting human operator actions, while retaining flexibility in how the assembly process itself is carried out. In some embodiments, robotic systems comprise a motion tracking system for motions of individual body members of the human operator. Optionally, the robotic system plans and/or adjusts robotic motions based on motions which have been previously ob",FOUND,,,,
25,25_industrial robot_industrial_tool_work,PARTIAL,EMERGENCY_FAILSAFE,CONTEXT_ONLY,CN105555490A;CN105555490B;DE102012006180A1;DE102017124713B3;DE202013104264U1;IN202517091964A;JP2008022023A;US20190105779A1;WO2018219744A1,,,,NO_DIRECT_EVIDENCE,,,,
25,25_industrial robot_industrial_tool_work,PARTIAL,HRI_INTERFACE,SECONDARY,CN105555490A;CN105555490B;DE102012006180A1;DE102017124713B3;DE202013104264U1;IN202517091964A;JP2008022023A;US20190105779A1;WO2018219744A1,CN105555490B,CLAIM,"[CLAIM 1] 1. A work station having a programmable industrial robot (4), wherein said work station (1) of the industrial robot (4) has a manual station near the worker (5), wherein said work station (1) is designed for human collaboration, MRK, wherein the industrial robot (4) and the working space of the worker (5) crossing the working space, and can have physical contact between the said industrial robot (4) and said worker (5). wherein said work station (1) is divided into a plurality of different areas (17, 18, 19, 20), the regions with different degree, from dangerous degree of the industrial robot (4), and wherein the industrial robot (4) is designed to be suitable to the MRK, wherein said work station (1) on different areas (17, 18, 19, 20) are provided with different",FOUND,,,,
25,25_industrial robot_industrial_tool_work,PARTIAL,SYSTEM_INTEGRATION,CONTEXT_ONLY,CN105555490A;CN105555490B;DE102012006180A1;DE102017124713B3;DE202013104264U1;IN202517091964A;JP2008022023A;US20190105779A1;WO2018219744A1,,,,NO_DIRECT_EVIDENCE,,,,
27,27_path_navigation_obstacle_point,DIRECT,PERCEPTION,PRIMARY,CN117841002A;CN120447563B;CN120886273A;CN120886273B;CN120928375B;CN120991885A;CN121677735B;KR1020160032608A,CN120928375B,CLAIM,"1. A humanoid robot navigation method based on visual semantic segmentation and radar obstacle detection, wherein the specific steps comprise : Step 1 : the environment sensing data collection uses the visual sensor to synchronously obtain the RGB image and depth image of the current environment of the humanoid robot, and uses the laser radar to collect the point cloud data; Step 2 : Data pre-processing and feature extraction 1) visual data pre-processing and feature extraction to the RGB image distortion correction and de-noising; performing cavity filling and scale conversion on the depth map, converting the pixel distance into the actual physical distance; extracting the nearest barrier point of each line in the depth map, keeping the height characteristic of the barrier; 2)",FOUND,,,,
27,27_path_navigation_obstacle_point,DIRECT,STATE_ESTIMATION,SECONDARY,CN117841002A;CN120447563B;CN120886273A;CN120886273B;CN120928375B;CN120991885A;CN121677735B;KR1020160032608A,CN120886273B,CLAIM,"1. A humanoid robot fusion system with autonomous navigation, wherein it comprises a human-computer interaction module, a data collecting module, a data fusion processing module, a navigation module and a motion control module, the human-computer interaction module is used for receiving the user instruction, the data collecting module is used for collecting the environment data near the human-shaped robot according to the user instruction, the data fusion processing module is used for performing fusion and processing on the collected data of the data collecting module, the navigation module is used for obtaining the risk index of each obstacle in the environment and generating the moving path of the humanoid robot according to the risk index and the user instruction, the motion co",FOUND,,,,
27,27_path_navigation_obstacle_point,DIRECT,PLANNING_DECISION,PRIMARY,CN117841002A;CN120447563B;CN120886273A;CN120886273B;CN120928375B;CN120991885A;CN121677735B;KR1020160032608A,CN117841002A,CLAIM,"1. A humanoid robot real-time grabbing path planning method based on multimodal model, wherein it comprises the following steps : S1, using a multi-modal deep learning model to perform zero sample instance division on the environment scene, the input parameter of the model has original point cloud, BEV and post-processed point cloud and two-dimensional picture, and semantic characteristic from the word embedding model; four modal characteristics are interacted and combined with the example centre of the two-dimensional division result to generate the final three-dimensional example division; S2, calculating the coordinate and rotation pose of the object by the example after the three-dimensional example is divided, inputting the semantic and the example of the object to generate",FOUND,,,,
27,27_path_navigation_obstacle_point,DIRECT,MOTION_CONTROL,CONTEXT_ONLY,CN117841002A;CN120447563B;CN120886273A;CN120886273B;CN120928375B;CN120991885A;CN121677735B;KR1020160032608A,CN120886273B,CLAIM,"1. A humanoid robot fusion system with autonomous navigation, wherein it comprises a human-computer interaction module, a data collecting module, a data fusion processing module, a navigation module and a motion control module, the human-computer interaction module is used for receiving the user instruction, the data collecting module is used for collecting the environment data near the human-shaped robot according to the user instruction, the data fusion processing module is used for performing fusion and processing on the collected data of the data collecting module, the navigation module is used for obtaining the risk index of each obstacle in the environment and generating the moving path of the humanoid robot according to the risk index and the user instruction, the motion co",FOUND,,,,
27,27_path_navigation_obstacle_point,DIRECT,ACTUATION_MECHANICS,CONTEXT_ONLY,CN117841002A;CN120447563B;CN120886273A;CN120886273B;CN120928375B;CN120991885A;CN121677735B;KR1020160032608A,CN120447563B,CLAIM,"1. A planning method of autonomous navigation path of humanoid robot in complex environment, wherein it comprises : obtaining the current position of the robot as the initial position, receiving the path requirement request of the navigation task of the humanoid robot, and determining the target position according to the path requirement request; constructing a robot feasible motion space based on the body size constraint, joint motion constraint and dynamic balance constraint of the human-shaped robot, generating a constraint preposed map, comprising : analyzing the body width, height and gravity centre position parameter of the human-shaped robot, determining the body size boundary; determining the joint motion boundary based on the joint angle range and motion speed limit of",FOUND,,,,
27,27_path_navigation_obstacle_point,DIRECT,SAFETY_MONITORING,CONTEXT_ONLY,CN117841002A;CN120447563B;CN120886273A;CN120886273B;CN120928375B;CN120991885A;CN121677735B;KR1020160032608A,CN120991885A,CLAIM,"1. A three-dimensional complex environment navigation method of humanoid robot, wherein it comprises : S1, obtaining a random path node; S2, constructing a collision detection model according to the gait period of the robot; using the collision detection model to detect whether the random path node passes the collision detection; if not, deleting the random path node and returning to the S1; if so, adding the random path node to the random tree; for each node added to the random tree, performing the collision detection at the node, if the collision detection is passed, taking the node as the candidate node, otherwise, returning to the S1; detecting the plane size of each candidate node, if the detection is passed, adding the candidate node to the global path point sequen",FOUND,,,,
27,27_path_navigation_obstacle_point,DIRECT,EMERGENCY_FAILSAFE,CONTEXT_ONLY,CN117841002A;CN120447563B;CN120886273A;CN120886273B;CN120928375B;CN120991885A;CN121677735B;KR1020160032608A,,,,NO_DIRECT_EVIDENCE,,,,
27,27_path_navigation_obstacle_point,DIRECT,SYSTEM_INTEGRATION,SECONDARY,CN117841002A;CN120447563B;CN120886273A;CN120886273B;CN120928375B;CN120991885A;CN121677735B;KR1020160032608A,,,,INSUFFICIENT,,,,
28,28_tobacco_robotic_operation_shelf,PARTIAL,PERCEPTION,PRIMARY,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A;CN202794402U;EP4025394A1;IN202311074144A;IN202511040243A;US10668623B2,CN118544362B,CLAIM,"1. A human-guided visual-force fusion mechanical arm impedance iterative learning control method, wherein the method comprises the following steps : S100 : obtaining the coordinate conversion relation between the camera carried on the actuator at the tail end of the mechanical arm and the tail end of the mechanical arm by hand-eye calibration, solving the coordinate relation between the six-dimensional force sensor and the tail end of the mechanical arm by geometric relation; S200 : according to the coordinate conversion relation between the camera and the mechanical arm end, deducing the visual servo acceleration model, combining the human-mechanical arm interactive dynamic equation and the coordinate conversion relation between the mechanical arm end and the six-dimensional force",FOUND,,,,
28,28_tobacco_robotic_operation_shelf,PARTIAL,STATE_ESTIMATION,SECONDARY,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A;CN202794402U;EP4025394A1;IN202311074144A;IN202511040243A;US10668623B2,CN118544362B,CLAIM,"1. A human-guided visual-force fusion mechanical arm impedance iterative learning control method, wherein the method comprises the following steps : S100 : obtaining the coordinate conversion relation between the camera carried on the actuator at the tail end of the mechanical arm and the tail end of the mechanical arm by hand-eye calibration, solving the coordinate relation between the six-dimensional force sensor and the tail end of the mechanical arm by geometric relation; S200 : according to the coordinate conversion relation between the camera and the mechanical arm end, deducing the visual servo acceleration model, combining the human-mechanical arm interactive dynamic equation and the coordinate conversion relation between the mechanical arm end and the six-dimensional force",FOUND,,,,
28,28_tobacco_robotic_operation_shelf,PARTIAL,PLANNING_DECISION,CONTEXT_ONLY,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A;CN202794402U;EP4025394A1;IN202311074144A;IN202511040243A;US10668623B2,IN202511040243A,ABSTRACT,"The present invention discloses an AI-driven adaptive control mechanism designed to facilitate seamless collaboration between human workers and robots in Industry 5.0 manufacturing environments. By integrating advanced artificial intelligence techniques such as deep learning, reinforcement learning, and real-time sensor fusion, the system enables dynamic interaction, where robotic operations are continually adjusted based on human behavior, emotional states, and environmental factors. This allows for a safer, more efficient, and context-aware manufacturing process that goes beyond traditional automation. The invention includes a multi-layered architecture comprising a central AI engine, human physiological monitoring modules, collaborative robots with adaptive control capabilitie",FOUND,,,,
28,28_tobacco_robotic_operation_shelf,PARTIAL,MOTION_CONTROL,CONTEXT_ONLY,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A;CN202794402U;EP4025394A1;IN202311074144A;IN202511040243A;US10668623B2,CN118544362B,CLAIM,"1. A human-guided visual-force fusion mechanical arm impedance iterative learning control method, wherein the method comprises the following steps : S100 : obtaining the coordinate conversion relation between the camera carried on the actuator at the tail end of the mechanical arm and the tail end of the mechanical arm by hand-eye calibration, solving the coordinate relation between the six-dimensional force sensor and the tail end of the mechanical arm by geometric relation; S200 : according to the coordinate conversion relation between the camera and the mechanical arm end, deducing the visual servo acceleration model, combining the human-mechanical arm interactive dynamic equation and the coordinate conversion relation between the mechanical arm end and the six-dimensional force",FOUND,,,,
28,28_tobacco_robotic_operation_shelf,PARTIAL,ACTUATION_MECHANICS,SECONDARY,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A;CN202794402U;EP4025394A1;IN202311074144A;IN202511040243A;US10668623B2,CN118544362B,CLAIM,"1. A human-guided visual-force fusion mechanical arm impedance iterative learning control method, wherein the method comprises the following steps : S100 : obtaining the coordinate conversion relation between the camera carried on the actuator at the tail end of the mechanical arm and the tail end of the mechanical arm by hand-eye calibration, solving the coordinate relation between the six-dimensional force sensor and the tail end of the mechanical arm by geometric relation; S200 : according to the coordinate conversion relation between the camera and the mechanical arm end, deducing the visual servo acceleration model, combining the human-mechanical arm interactive dynamic equation and the coordinate conversion relation between the mechanical arm end and the six-dimensional force",FOUND,,,,
28,28_tobacco_robotic_operation_shelf,PARTIAL,SAFETY_MONITORING,CONTEXT_ONLY,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A;CN202794402U;EP4025394A1;IN202311074144A;IN202511040243A;US10668623B2,CN120717223B,ABSTRACT,"The invention discloses a method and a system for transferring and feeding raw tobacco of formula threshing. The method comprises the steps of system initialization, raw tobacco formula information acquisition, raw tobacco transferring scheme formulation, material taking and transferring, material feeding, tobacco material summary, tobacco frame recovery and state monitoring The invention realizes the intelligent operation of transferring the raw tobacco from the formula library to the handle preparation area, and solves the problems of the traditional production scheduling mode such as large cigarette frame transfer volume, chaotic field operations, potential safety hazards in personnel and vehicles, chaotic formula data information, and large manual demand for handle placement",FOUND,,,,
28,28_tobacco_robotic_operation_shelf,PARTIAL,EMERGENCY_FAILSAFE,CONTEXT_ONLY,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A;CN202794402U;EP4025394A1;IN202311074144A;IN202511040243A;US10668623B2,,,,NO_DIRECT_EVIDENCE,,,,
28,28_tobacco_robotic_operation_shelf,PARTIAL,HRI_INTERFACE,SECONDARY,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A;CN202794402U;EP4025394A1;IN202311074144A;IN202511040243A;US10668623B2,CN202794402U,CLAIM,"1. A touch screen painting screen function testing apparatus, characterized in, includes an operator station (1), fixed on the stage of the detection frame (2), provided in the detection frame (2) of the detecting means, provided in the worktop (1) movement of the assembly, provided in the mobile assembly provided in the worktop and fixed on the touch screen assembly (1) of the powered device (3).",FOUND,,,,
28,28_tobacco_robotic_operation_shelf,PARTIAL,SYSTEM_INTEGRATION,SECONDARY,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A;CN202794402U;EP4025394A1;IN202311074144A;IN202511040243A;US10668623B2,,,,INSUFFICIENT,,,,
29,29_module_intelligent_service_display,DIRECT,PERCEPTION,PRIMARY,CN103759734A;CN104375417B;CN106891338A;CN112578716B;CN113858158A;CN122260507A;CN215252430U;KR200435980Y1;TW201634200A,CN112578716B,CLAIM,"1. A humanoid robot control system for shoes and clothes display, comprising a power supply module, a chassis control module, a network control module, a model motion control module and a visual voice module, further comprising a PC end software system; the power supply module comprises a power supply and a power supply electric quantity display device; the chassis control module comprises an industrial computer, a chassis control plate, a laser radar, a lamp belt controller, a coulometer, an anti-collision switch, an emergency stop switch, an ultrasonic wave, an IR receiver, a motor driver and a motor; the network control module comprises a switch and a router; the visual voice module comprises a camera, a core plate, a microphone bottom plate, a microphone array, a",FOUND,,,,
29,29_module_intelligent_service_display,DIRECT,PLANNING_DECISION,SECONDARY,CN103759734A;CN104375417B;CN106891338A;CN112578716B;CN113858158A;CN122260507A;CN215252430U;KR200435980Y1;TW201634200A,CN122260507A,CLAIM,"1. An intelligent security inspection system based on edge computing and humanoid robot, wherein it comprises a hardware layer, a sensing layer, a decision layer and an interaction layer; the hardware layer comprises a human-shaped robot main body, an X-ray security inspection machine, a metal detection door and a server; wherein the humanoid robot is used as the edge computing node to process the real-time task; the server is used as the non-real-time data centre of the system and is connected with the edge computing node through the TCP/IP protocol for storing the history security check log, the long-period data analysis and the cluster management of multiple humanoid robots; the sensing layer is used for completely digitizing the environment, personnel and articles; the deci",FOUND,,,,
29,29_module_intelligent_service_display,DIRECT,MOTION_CONTROL,CONTEXT_ONLY,CN103759734A;CN104375417B;CN106891338A;CN112578716B;CN113858158A;CN122260507A;CN215252430U;KR200435980Y1;TW201634200A,CN112578716B,CLAIM,"1. A humanoid robot control system for shoes and clothes display, comprising a power supply module, a chassis control module, a network control module, a model motion control module and a visual voice module, further comprising a PC end software system; the power supply module comprises a power supply and a power supply electric quantity display device; the chassis control module comprises an industrial computer, a chassis control plate, a laser radar, a lamp belt controller, a coulometer, an anti-collision switch, an emergency stop switch, an ultrasonic wave, an IR receiver, a motor driver and a motor; the network control module comprises a switch and a router; the visual voice module comprises a camera, a core plate, a microphone bottom plate, a microphone array, a",FOUND,,,,
29,29_module_intelligent_service_display,DIRECT,ACTUATION_MECHANICS,PRIMARY,CN103759734A;CN104375417B;CN106891338A;CN112578716B;CN113858158A;CN122260507A;CN215252430U;KR200435980Y1;TW201634200A,CN112578716B,CLAIM,"1. A humanoid robot control system for shoes and clothes display, comprising a power supply module, a chassis control module, a network control module, a model motion control module and a visual voice module, further comprising a PC end software system; the power supply module comprises a power supply and a power supply electric quantity display device; the chassis control module comprises an industrial computer, a chassis control plate, a laser radar, a lamp belt controller, a coulometer, an anti-collision switch, an emergency stop switch, an ultrasonic wave, an IR receiver, a motor driver and a motor; the network control module comprises a switch and a router; the visual voice module comprises a camera, a core plate, a microphone bottom plate, a microphone array, a",FOUND,,,,
29,29_module_intelligent_service_display,DIRECT,SAFETY_MONITORING,CONTEXT_ONLY,CN103759734A;CN104375417B;CN106891338A;CN112578716B;CN113858158A;CN122260507A;CN215252430U;KR200435980Y1;TW201634200A,TW201634200A,CLAIM,"A solar-powered intelligent voice industrial safety roadblock robot, which includes : a humanoid body; a control module, which is arranged on the humanoid body; two swing arms, which are movably arranged on the humanoid body, and the two pendulums A warning flag is arranged at the end of the arm; a power transmission mechanism is arranged on the humanoid body, which can be driven by the control module to drive the two swing arms to swing back and forth; a construction display module is arranged on At a position where the humanoid body can be viewed, it can be controlled by the control module to display construction warning information; and a power supply module for supplying power to the control module, the power transmission mechanism, and the construction The display module",FOUND,,,,
29,29_module_intelligent_service_display,DIRECT,EMERGENCY_FAILSAFE,SECONDARY,CN103759734A;CN104375417B;CN106891338A;CN112578716B;CN113858158A;CN122260507A;CN215252430U;KR200435980Y1;TW201634200A,CN112578716B,CLAIM,"1. A humanoid robot control system for shoes and clothes display, comprising a power supply module, a chassis control module, a network control module, a model motion control module and a visual voice module, further comprising a PC end software system; the power supply module comprises a power supply and a power supply electric quantity display device; the chassis control module comprises an industrial computer, a chassis control plate, a laser radar, a lamp belt controller, a coulometer, an anti-collision switch, an emergency stop switch, an ultrasonic wave, an IR receiver, a motor driver and a motor; the network control module comprises a switch and a router; the visual voice module comprises a camera, a core plate, a microphone bottom plate, a microphone array, a",FOUND,,,,
29,29_module_intelligent_service_display,DIRECT,HRI_INTERFACE,SECONDARY,CN103759734A;CN104375417B;CN106891338A;CN112578716B;CN113858158A;CN122260507A;CN215252430U;KR200435980Y1;TW201634200A,CN113858158A,CLAIM,"1. A network robot, using the intelligent mobile phone microcomputer as the brain and the software control of the robot, using the high-speed mobile internet to match with multiple remote intelligent network devices, a mobile walking mechanism, a function expansion component combined into a new multiple use intelligent product, composed of an intelligent mobile phone (1), a three-shaft holder stabilizer (2), a replaceable expansion cover plate (3), a network camera (4), an intelligent sound box (5), a display screen (6), a mechanical arm (7), a bearing shell (8), a walking mechanism (9), a driving motor (10), a speed reducer (11), a remote control and driving module (12), a function expansion component (13), an expansion vehicle frame (14), a mechanical telescopic transm",FOUND,,,,
29,29_module_intelligent_service_display,DIRECT,SYSTEM_INTEGRATION,SECONDARY,CN103759734A;CN104375417B;CN106891338A;CN112578716B;CN113858158A;CN122260507A;CN215252430U;KR200435980Y1;TW201634200A,,,,INSUFFICIENT,,,,
32,32_action_data_sequence_motion,PARTIAL,PERCEPTION,PRIMARY,CN106078752B;CN119610085A;CN121132640B;CN121552445B;CN121704883B;CN122008250A;CN122353572A;KR101460140B1,CN106078752B,CLAIM,"[CLAIM 1] 1. A humanoid robot based on human behaviour simulating method of Kinect, based on the collected from the Kinect RGB-D image extracted from the human framework information, constructing the motion model of human movement chain, and mapping the operation to the robot motion model in real time, the real-time action imitate the continuous image sequence, starting and ending time point of the human-action are contained in the image sequence is unknown, by mapping model and a balance control mechanism the feature is that it includes the following step : 1) establishing collecting motion data, the motion data processing and joint configuration of three modules, the action data collecting module is responsible for constructing human body action of the abstract model, the motio",FOUND,,,,
32,32_action_data_sequence_motion,PARTIAL,STATE_ESTIMATION,SECONDARY,CN106078752B;CN119610085A;CN121132640B;CN121552445B;CN121704883B;CN122008250A;CN122353572A;KR101460140B1,CN106078752B,CLAIM,"[CLAIM 1] 1. A humanoid robot based on human behaviour simulating method of Kinect, based on the collected from the Kinect RGB-D image extracted from the human framework information, constructing the motion model of human movement chain, and mapping the operation to the robot motion model in real time, the real-time action imitate the continuous image sequence, starting and ending time point of the human-action are contained in the image sequence is unknown, by mapping model and a balance control mechanism the feature is that it includes the following step : 1) establishing collecting motion data, the motion data processing and joint configuration of three modules, the action data collecting module is responsible for constructing human body action of the abstract model, the motio",FOUND,,,,
32,32_action_data_sequence_motion,PARTIAL,PLANNING_DECISION,SECONDARY,CN106078752B;CN119610085A;CN121132640B;CN121552445B;CN121704883B;CN122008250A;CN122353572A;KR101460140B1,CN106078752B,ABSTRACT,"The invention discloses a Kinect-based human behavior imitation method of a humanoid robot. The method comprises the following step : 1) extracting human skeleton information from an RGB-D image acquired by Kinect, and building a motion model of a human body; 2) building a motion model of the humanoid robot according to structural features of the limbs of the humanoid robot; 3) converting acquired human motion into motion of the motion model of the humanoid robot by means of model mapping; 4) adjusting the joint angles of the humanoid robot by a balance control technology to keep the humanoid robot stale during an imitation process; and 5) after self-collision avoidance treatment of the state of the humanoid robot, sending final joint configuration data to the humanoid robot so that",FOUND,,,,
32,32_action_data_sequence_motion,PARTIAL,MOTION_CONTROL,SECONDARY,CN106078752B;CN119610085A;CN121132640B;CN121552445B;CN121704883B;CN122008250A;CN122353572A;KR101460140B1,CN106078752B,CLAIM,"[CLAIM 1] 1. A humanoid robot based on human behaviour simulating method of Kinect, based on the collected from the Kinect RGB-D image extracted from the human framework information, constructing the motion model of human movement chain, and mapping the operation to the robot motion model in real time, the real-time action imitate the continuous image sequence, starting and ending time point of the human-action are contained in the image sequence is unknown, by mapping model and a balance control mechanism the feature is that it includes the following step : 1) establishing collecting motion data, the motion data processing and joint configuration of three modules, the action data collecting module is responsible for constructing human body action of the abstract model, the motio",FOUND,,,,
32,32_action_data_sequence_motion,PARTIAL,ACTUATION_MECHANICS,PRIMARY,CN106078752B;CN119610085A;CN121132640B;CN121552445B;CN121704883B;CN122008250A;CN122353572A;KR101460140B1,CN106078752B,CLAIM,"[CLAIM 1] 1. A humanoid robot based on human behaviour simulating method of Kinect, based on the collected from the Kinect RGB-D image extracted from the human framework information, constructing the motion model of human movement chain, and mapping the operation to the robot motion model in real time, the real-time action imitate the continuous image sequence, starting and ending time point of the human-action are contained in the image sequence is unknown, by mapping model and a balance control mechanism the feature is that it includes the following step : 1) establishing collecting motion data, the motion data processing and joint configuration of three modules, the action data collecting module is responsible for constructing human body action of the abstract model, the motio",FOUND,,,,
32,32_action_data_sequence_motion,PARTIAL,SAFETY_MONITORING,CONTEXT_ONLY,CN106078752B;CN119610085A;CN121132640B;CN121552445B;CN121704883B;CN122008250A;CN122353572A;KR101460140B1,CN121704883B,CLAIM,"1. A humanoid robot OTA automatic upgrading method, wherein it comprises : collecting the robot state information; determining a target robot set based on the robot state information; controlling the preset cloud management platform to send batch upgrading task to the target robot set, and controlling the robot to collect OTA upgrading packet through the safety channel, and performing installation upgrading by the preset silent installation method; in the process of executing silent installation, collecting the current battery electric quantity of the robot; judging whether it is lower than the pre-set upgrading maintaining threshold value according to the current battery electric quantity; if the electric quantity of the current battery is lower than the upgrading maintaining th",FOUND,,,,
32,32_action_data_sequence_motion,PARTIAL,EMERGENCY_FAILSAFE,CONTEXT_ONLY,CN106078752B;CN119610085A;CN121132640B;CN121552445B;CN121704883B;CN122008250A;CN122353572A;KR101460140B1,,,,NO_DIRECT_EVIDENCE,,,,
33,33_path_grid_map_point,PARTIAL,PERCEPTION,PRIMARY,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A;CN120742904B;CN120909299A;CN121783173A;CN122258922A,CN120742904B,CLAIM,"1. A four-foot robot obstacle avoidance control method based on path planning, wherein The method comprises the following steps : obtaining environmental point cloud data, image data and motion speed data of a four-foot robot, generating semantic point cloud data by performing terrain semantic segmentation and semantic pixel back projection on the image data, and combining the semantic point cloud data with the motion compensated environmental point cloud data to construct a semantic marking grid map; performing global path search on the semantic annotation grid map to generate a global smooth path; when the four-foot robot travels along the global smooth path, the path node on the global smooth path is extracted with a fixed step distance, and the terrain type and the grid occupi",FOUND,,,,
33,33_path_grid_map_point,PARTIAL,STATE_ESTIMATION,SECONDARY,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A;CN120742904B;CN120909299A;CN121783173A;CN122258922A,CN119309582A,CLAIM,"1. A four-foot robot navigation system under semi-dynamic environment based on hierarchical positioning strategy, wherein it comprises : a data obtaining module, a first map constructing module, a second map constructing module, a first navigation control module, a relocation module and an obstacle sensing module; the data obtaining module is used for obtaining the first original point cloud data and the first inertia measuring unit data in the target area, performing the first pre-processing to the first original point cloud data, and obtaining the first point cloud data; the first map constructing module, based on the first point cloud data and the first inertia measuring unit data, adopts graph optimization SLAM algorithm to construct the first map of the target area; the s",FOUND,,,,
33,33_path_grid_map_point,PARTIAL,PLANNING_DECISION,PRIMARY,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A;CN120742904B;CN120909299A;CN121783173A;CN122258922A,CN120742904B,CLAIM,"1. A four-foot robot obstacle avoidance control method based on path planning, wherein The method comprises the following steps : obtaining environmental point cloud data, image data and motion speed data of a four-foot robot, generating semantic point cloud data by performing terrain semantic segmentation and semantic pixel back projection on the image data, and combining the semantic point cloud data with the motion compensated environmental point cloud data to construct a semantic marking grid map; performing global path search on the semantic annotation grid map to generate a global smooth path; when the four-foot robot travels along the global smooth path, the path node on the global smooth path is extracted with a fixed step distance, and the terrain type and the grid occupi",FOUND,,,,
33,33_path_grid_map_point,PARTIAL,EMERGENCY_FAILSAFE,CONTEXT_ONLY,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A;CN120742904B;CN120909299A;CN121783173A;CN122258922A,,,,NO_DIRECT_EVIDENCE,,,,
