review_priority,bertopic_id,bertopic_name,source_subsystem,target_subsystem,evidence_type_proposal,evidence_strength_proposal,evidence_patent_number,evidence_location,source_mention,target_mention,exact_evidence_excerpt,evidence_status,evidence_selection_reason,evidence_source_file,supporting_patent_numbers,standard_clauses,rationale,human_coimplementation_decision,reviewer_confidence,reviewer_note
3,32,32_action_data_sequence_motion,ACTUATION_MECHANICS,STATE_ESTIMATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN106078752B;CN119610085A;CN121132640B;CN121552445B;CN121704883B,ISO 10218-1:2025 5.2.8;ISO 10218-1:2025 5.7;ISO 13482:2014 5.10,"STATE_ESTIMATION <-> ACTUATION_MECHANICS: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,32,32_action_data_sequence_motion,ACTUATION_MECHANICS,PLANNING_DECISION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN106078752B;CN119610085A;CN121132640B;CN121552445B;CN121704883B,ISO 10218-1:2025 5.2.8;ISO 10218-1:2025 5.7;ISO 13482:2014 5.10,"PLANNING_DECISION <-> ACTUATION_MECHANICS: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,33,33_path_grid_map_point,PERCEPTION,STATE_ESTIMATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A,ISO 13482:2014 5.16;ISO 13482:2014 6.5;ISO 13482:2014 6.3,"PERCEPTION <-> STATE_ESTIMATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,33,33_path_grid_map_point,HRI_INTERFACE,PERCEPTION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A,ISO 13482:2014 5.16;ISO 13482:2014 6.5;ISO 13482:2014 6.3,"PERCEPTION <-> HRI_INTERFACE: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,33,33_path_grid_map_point,PERCEPTION,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A,ISO 13482:2014 5.16;ISO 13482:2014 6.5;ISO 13482:2014 6.3,"PERCEPTION <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,33,33_path_grid_map_point,PLANNING_DECISION,STATE_ESTIMATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A,ISO 13482:2014 5.16;ISO 13482:2014 6.5;ISO 13482:2014 6.3,"STATE_ESTIMATION <-> PLANNING_DECISION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,33,33_path_grid_map_point,HRI_INTERFACE,PLANNING_DECISION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A,ISO 13482:2014 5.16;ISO 13482:2014 6.5;ISO 13482:2014 6.3,"PLANNING_DECISION <-> HRI_INTERFACE: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,33,33_path_grid_map_point,PLANNING_DECISION,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A,ISO 13482:2014 5.16;ISO 13482:2014 6.5;ISO 13482:2014 6.3,"PLANNING_DECISION <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,37,37_foot_sole_heel_arch,ACTUATION_MECHANICS,PERCEPTION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN113349762A;CN118928586B;CN120461477A;CN120621535B;CN120697869B,ISO 10218-1:2025 5.1.5;ISO 13482:2014 6.6;ISO 10218-1:2025 5.1.2,"PERCEPTION <-> ACTUATION_MECHANICS: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,65,65_social_reasoning_instruction_remote,ACTUATION_MECHANICS,PERCEPTION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A,ISO 10218-2:2025 5.3.5;ISO 10218-2:2025 5.7.6;ISO 10218-1:2025 5.5.1,"PERCEPTION <-> ACTUATION_MECHANICS: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,65,65_social_reasoning_instruction_remote,HRI_INTERFACE,PERCEPTION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A,ISO 10218-2:2025 5.3.5;ISO 10218-2:2025 5.7.6;ISO 10218-1:2025 5.5.1,"PERCEPTION <-> HRI_INTERFACE: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,65,65_social_reasoning_instruction_remote,PERCEPTION,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A,ISO 10218-2:2025 5.3.5;ISO 10218-2:2025 5.7.6;ISO 10218-1:2025 5.5.1,"PERCEPTION <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,65,65_social_reasoning_instruction_remote,ACTUATION_MECHANICS,PLANNING_DECISION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A,ISO 10218-2:2025 5.3.5;ISO 10218-2:2025 5.7.6;ISO 10218-1:2025 5.5.1,"PLANNING_DECISION <-> ACTUATION_MECHANICS: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,65,65_social_reasoning_instruction_remote,HRI_INTERFACE,PLANNING_DECISION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A,ISO 10218-2:2025 5.3.5;ISO 10218-2:2025 5.7.6;ISO 10218-1:2025 5.5.1,"PLANNING_DECISION <-> HRI_INTERFACE: CO_IMPLEMENTATION (undirected, same topic patents)",,,
3,65,65_social_reasoning_instruction_remote,PLANNING_DECISION,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A,ISO 10218-2:2025 5.3.5;ISO 10218-2:2025 5.7.6;ISO 10218-1:2025 5.5.1,"PLANNING_DECISION <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,0,0_leg_end_wheel_connected,PERCEPTION,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN109733500A;CN112429112A;CN115609629B;CN116142349A;CN116215692B,ISO 10218-1:2025 5.1.5;ISO 13482:2014 6.6;ISO 10218-2:2025 5.2.5,"PERCEPTION <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,1,1_humanoid robot_humanoid_joint_robot,MOTION_CONTROL,PLANNING_DECISION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN106737671B;CN111055285A;CN112859901B;CN115616898B;CN116520869A,ISO 10218-1:2025 5.2.8;ISO 10218-1:2025 5.3;ISO 13482:2014 6,"PLANNING_DECISION <-> MOTION_CONTROL: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,1,1_humanoid robot_humanoid_joint_robot,PLANNING_DECISION,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN106737671B;CN111055285A;CN112859901B;CN115616898B;CN116520869A,ISO 10218-1:2025 5.2.8;ISO 10218-1:2025 5.3;ISO 13482:2014 6,"PLANNING_DECISION <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,1,1_humanoid robot_humanoid_joint_robot,MOTION_CONTROL,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN106737671B;CN111055285A;CN112859901B;CN115616898B;CN116520869A,ISO 10218-1:2025 5.2.8;ISO 10218-1:2025 5.3;ISO 13482:2014 6,"MOTION_CONTROL <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,3,3_foot_robot_foot robot_leg,PERCEPTION,STATE_ESTIMATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN107045552B;CN116339362B;CN117182904B;CN118061197B;CN119328772B,ISO 10218-1:2025 5.1.5;ISO 13482:2014 6.6;ISO 13482:2014 5.9,"PERCEPTION <-> STATE_ESTIMATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,3,3_foot_robot_foot robot_leg,MOTION_CONTROL,PERCEPTION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN107045552B;CN116339362B;CN117182904B;CN118061197B;CN119328772B,ISO 10218-1:2025 5.1.5;ISO 13482:2014 6.6;ISO 13482:2014 5.9,"PERCEPTION <-> MOTION_CONTROL: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,3,3_foot_robot_foot robot_leg,MOTION_CONTROL,STATE_ESTIMATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN107045552B;CN116339362B;CN117182904B;CN118061197B;CN119328772B,ISO 10218-1:2025 5.1.5;ISO 13482:2014 6.6;ISO 13482:2014 5.9,"STATE_ESTIMATION <-> MOTION_CONTROL: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,7,7_vehicle_lane_driving_lane changing,ACTUATION_MECHANICS,STATE_ESTIMATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN101439733B;CN115871700A;CN116424368B;CN116534055B;CN117133096A,ISO 13482:2014 5.12;ISO 13482:2014 5.16;ISO 13482:2014 6.5,"STATE_ESTIMATION <-> ACTUATION_MECHANICS: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,12,12_bearing_shaft_motor_output,MOTION_CONTROL,PERCEPTION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN110666836A;CN111086022A;CN112888534B;CN112888535B;CN118636189A,ISO 10218-1:2025 5.3.4;IEC 61508-2:2010 Annex A;ISO 10218-1:2025 5.1.2,"PERCEPTION <-> MOTION_CONTROL: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,22,22_force_external force_human robot_robot,ACTUATION_MECHANICS,PERCEPTION,CO_IMPLEMENTATION,WEAK,CN108789408A,CLAIM,motor,torque sensor,"[CLAIM 1] 1. A cooperative robot based on driving control integrated control system of torque sensor, wherein it comprises a central control unit and are respectively connected with the driving module, a sensing module, a communication module, a power supply module and an external equipment module; wherein the driving module is connected with the electric motor and transmitting the current information sensing module is connected with the central control unit and transmitting the analogue quantity information, communication module connected with the server and central control unit and transmitting the control instruction information, a power supply module and driving module. sensing module, and transmitting the voltage information, a central control unit connected with the drive mo",FOUND,random_seed_sample,humanoid_safety_patents_v5_clean.xlsx,CN105690383A;CN107765686A;CN108297056A;CN108297056B;CN108789408A,ISO 10218-1:2025 5.10.4;ISO 10218-2:2025 5.14.6;ISO/TS 15066:2016 5.5.5,"PERCEPTION <-> ACTUATION_MECHANICS: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,22,22_force_external force_human robot_robot,PERCEPTION,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN105690383A;CN107765686A;CN108297056A;CN108297056B;CN108789408A,ISO 10218-1:2025 5.10.4;ISO 10218-2:2025 5.14.6;ISO/TS 15066:2016 5.5.5,"PERCEPTION <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,22,22_force_external force_human robot_robot,ACTUATION_MECHANICS,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN105690383A;CN107765686A;CN108297056A;CN108297056B;CN108789408A,ISO 10218-1:2025 5.10.4;ISO 10218-2:2025 5.14.6;ISO/TS 15066:2016 5.5.5,"ACTUATION_MECHANICS <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,27,27_path_navigation_obstacle_point,STATE_ESTIMATION,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN117841002A;CN120447563B;CN120886273A;CN120886273B;CN120928375B,ISO 13482:2014 5.16;ISO 13482:2014 6.5;ISO 10218-1:2025 5.10.3,"STATE_ESTIMATION <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,28,28_tobacco_robotic_operation_shelf,ACTUATION_MECHANICS,STATE_ESTIMATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A,ISO 10218-2:2025 5.12.1;ISO 10218-2:2025 5.12.3,"STATE_ESTIMATION <-> ACTUATION_MECHANICS: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,28,28_tobacco_robotic_operation_shelf,HRI_INTERFACE,STATE_ESTIMATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A,ISO 10218-2:2025 5.12.1;ISO 10218-2:2025 5.12.3,"STATE_ESTIMATION <-> HRI_INTERFACE: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,28,28_tobacco_robotic_operation_shelf,STATE_ESTIMATION,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A,ISO 10218-2:2025 5.12.1;ISO 10218-2:2025 5.12.3,"STATE_ESTIMATION <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,28,28_tobacco_robotic_operation_shelf,ACTUATION_MECHANICS,HRI_INTERFACE,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A,ISO 10218-2:2025 5.12.1;ISO 10218-2:2025 5.12.3,"ACTUATION_MECHANICS <-> HRI_INTERFACE: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,28,28_tobacco_robotic_operation_shelf,ACTUATION_MECHANICS,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A,ISO 10218-2:2025 5.12.1;ISO 10218-2:2025 5.12.3,"ACTUATION_MECHANICS <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,28,28_tobacco_robotic_operation_shelf,HRI_INTERFACE,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN118544362B;CN120717223A;CN120717223B;CN121403406A;CN121973246A,ISO 10218-2:2025 5.12.1;ISO 10218-2:2025 5.12.3,"HRI_INTERFACE <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,29,29_module_intelligent_service_display,HRI_INTERFACE,PLANNING_DECISION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN103759734A;CN104375417B;CN106891338A;CN112578716B;CN113858158A,ISO 13482:2014 5.14;ISO 10218-2:2025 5.7.8;ISO 13482:2014 6.11,"PLANNING_DECISION <-> HRI_INTERFACE: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,32,32_action_data_sequence_motion,PLANNING_DECISION,STATE_ESTIMATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN106078752B;CN119610085A;CN121132640B;CN121552445B;CN121704883B,ISO 10218-1:2025 5.2.8;ISO 10218-1:2025 5.7;ISO 13482:2014 5.10,"STATE_ESTIMATION <-> PLANNING_DECISION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,33,33_path_grid_map_point,HRI_INTERFACE,STATE_ESTIMATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A,ISO 13482:2014 5.16;ISO 13482:2014 6.5;ISO 13482:2014 6.3,"STATE_ESTIMATION <-> HRI_INTERFACE: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,33,33_path_grid_map_point,STATE_ESTIMATION,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A,ISO 13482:2014 5.16;ISO 13482:2014 6.5;ISO 13482:2014 6.3,"STATE_ESTIMATION <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,33,33_path_grid_map_point,HRI_INTERFACE,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A,ISO 13482:2014 5.16;ISO 13482:2014 6.5;ISO 13482:2014 6.3,"HRI_INTERFACE <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,40,40_wheel_leg_wheel leg_wheel legged,MOTION_CONTROL,PERCEPTION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN101982809B;CN112975978B;CN116774713A;CN118056744A;CN119024875B,ISO 13482:2014 6.6;ISO 10218-1:2025 5.1.5;ISO 13482:2014 5.9,"PERCEPTION <-> MOTION_CONTROL: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,40,40_wheel_leg_wheel leg_wheel legged,ACTUATION_MECHANICS,PERCEPTION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN101982809B;CN112975978B;CN116774713A;CN118056744A;CN119024875B,ISO 13482:2014 6.6;ISO 10218-1:2025 5.1.5;ISO 13482:2014 5.9,"PERCEPTION <-> ACTUATION_MECHANICS: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,40,40_wheel_leg_wheel leg_wheel legged,ACTUATION_MECHANICS,MOTION_CONTROL,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN101982809B;CN112975978B;CN116774713A;CN118056744A;CN119024875B,ISO 13482:2014 6.6;ISO 10218-1:2025 5.1.5;ISO 13482:2014 5.9,"MOTION_CONTROL <-> ACTUATION_MECHANICS: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,62,62_electrode_measurement electrode_108_elements,ACTUATION_MECHANICS,PERCEPTION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CA3134287A1;DE102019107851B4;FR3083728A1;FR3084002A1;FR3084002B1,ISO 10218-1:2025 5.10.3;ISO 10218-2:2025 5.14.5;ISO/TS 15066:2016 5.5.4,"PERCEPTION <-> ACTUATION_MECHANICS: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,65,65_social_reasoning_instruction_remote,ACTUATION_MECHANICS,HRI_INTERFACE,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A,ISO 10218-2:2025 5.3.5;ISO 10218-2:2025 5.7.6;ISO 10218-1:2025 5.5.1,"ACTUATION_MECHANICS <-> HRI_INTERFACE: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,65,65_social_reasoning_instruction_remote,ACTUATION_MECHANICS,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A,ISO 10218-2:2025 5.3.5;ISO 10218-2:2025 5.7.6;ISO 10218-1:2025 5.5.1,"ACTUATION_MECHANICS <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
4,65,65_social_reasoning_instruction_remote,HRI_INTERFACE,SYSTEM_INTEGRATION,CO_IMPLEMENTATION,WEAK,,,,,,INSUFFICIENT,,,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A,ISO 10218-2:2025 5.3.5;ISO 10218-2:2025 5.7.6;ISO 10218-1:2025 5.5.1,"HRI_INTERFACE <-> SYSTEM_INTEGRATION: CO_IMPLEMENTATION (undirected, same topic patents)",,,
