trial_id,condition,speed,delay_ms,offset_m,seed,rescue_c1,rescue_c2,c3_fault,exec_order
T0452,C1,0.3,25.0,0.0,2002,False,False,False,1765
T0453,C1,0.3,25.0,0.0,2003,False,False,False,1091
T0454,C1,0.3,25.0,0.0,2004,False,False,False,3196
T0455,C1,0.3,25.0,0.0,2005,False,False,False,563
T0456,C1,0.3,25.0,0.0,2006,False,False,False,2783
T0457,C1,0.3,25.0,0.0,2007,False,False,False,71
T0458,C1,0.3,25.0,0.0,2008,False,False,False,157
T0459,C1,0.3,25.0,0.0,2009,False,False,False,756
T0460,C1,0.3,25.0,0.0,2010,False,False,False,1840
T0461,C1,0.3,25.0,0.0,2011,False,False,False,3175
T0462,C1,0.3,25.0,0.0,2012,False,False,False,106
T0463,C1,0.3,25.0,0.0,2013,False,False,False,833
T0464,C1,0.3,25.0,0.0,2014,False,False,False,3265
T0465,C1,0.3,25.0,0.0,2015,False,False,False,989
T0466,C1,0.3,25.0,0.0,2016,False,False,False,937
T0467,C1,0.3,25.0,0.0,2017,False,False,False,2599
T0468,C1,0.3,25.0,0.0,2018,False,False,False,1440
T0469,C1,0.3,25.0,0.0,2019,False,False,False,461
T0470,C1,0.3,25.0,0.0,2020,False,False,False,1072
T0471,C1,0.3,25.0,0.0,2021,False,False,False,2254
T0472,C1,0.3,25.0,0.0,2022,False,False,False,1867
T0473,C1,0.3,25.0,0.0,2023,False,False,False,3158
T0474,C1,0.3,25.0,0.0,2024,False,False,False,2903
T0475,C1,0.3,25.0,0.0,2025,False,False,False,414
T0476,C1,0.3,25.0,0.0,2026,False,False,False,813
T0477,C1,0.3,25.0,0.0,2027,False,False,False,2353
T0478,C1,0.3,25.0,0.0,2028,False,False,False,2404
T0479,C1,0.3,25.0,0.0,2029,False,False,False,2402
T0480,C1,0.3,25.0,0.0,2030,False,False,False,3111
T0481,C1,0.3,25.0,0.0,2031,False,False,False,455
T0482,C1,0.3,25.0,0.0,2032,False,False,False,1265
T0483,C1,0.3,25.0,0.0,2033,False,False,False,804
T0484,C1,0.3,25.0,0.0,2034,False,False,False,2236
T0485,C1,0.3,25.0,0.0,2035,False,False,False,2292
T0486,C1,0.3,25.0,0.0,2036,False,False,False,285
T0487,C1,0.3,25.0,0.0,2037,False,False,False,2434
T0488,C1,0.3,25.0,0.0,2038,False,False,False,2205
T0489,C1,0.3,25.0,0.0,2039,False,False,False,1860
T0490,C1,0.3,25.0,0.0,2040,False,False,False,3178
T0491,C1,0.3,25.0,0.0,2041,False,False,False,1571
T0492,C1,0.3,25.0,0.0,2042,False,False,False,625
T0493,C1,0.3,25.0,0.0,2043,False,False,False,2487
T0494,C1,0.3,25.0,0.0,2044,False,False,False,835
T0495,C1,0.3,25.0,0.0,2045,False,False,False,2897
T0496,C1,0.3,25.0,0.0,2046,False,False,False,1525
T0497,C1,0.3,25.0,0.0,2047,False,False,False,1662
T0498,C1,0.3,25.0,0.0,2048,False,False,False,2009
T0499,C1,0.3,25.0,0.0,2049,False,False,False,2364
T0500,C1,0.3,50.0,0.0,2000,False,False,False,1276
T0501,C1,0.3,50.0,0.0,2001,False,False,False,2784
T0502,C1,0.3,50.0,0.0,2002,False,False,False,2481
T0503,C1,0.3,50.0,0.0,2003,False,False,False,2604
T0504,C1,0.3,50.0,0.0,2004,False,False,False,1747
T0505,C1,0.3,50.0,0.0,2005,False,False,False,2201
T0506,C1,0.3,50.0,0.0,2006,False,False,False,213
T0507,C1,0.3,50.0,0.0,2007,False,False,False,2250
T0508,C1,0.3,50.0,0.0,2008,False,False,False,85
T0509,C1,0.3,50.0,0.0,2009,False,False,False,1208
T0510,C1,0.3,50.0,0.0,2010,False,False,False,875
T0511,C1,0.3,50.0,0.0,2011,False,False,False,1194
T0512,C1,0.3,50.0,0.0,2012,False,False,False,2437
T0513,C1,0.3,50.0,0.0,2013,False,False,False,2170
T0514,C1,0.3,50.0,0.0,2014,False,False,False,2648
T0515,C1,0.3,50.0,0.0,2015,False,False,False,117
T0516,C1,0.3,50.0,0.0,2016,False,False,False,1078
T0517,C1,0.3,50.0,0.0,2017,False,False,False,1790
T0518,C1,0.3,50.0,0.0,2018,False,False,False,1661
T0519,C1,0.3,50.0,0.0,2019,False,False,False,1530
T0520,C1,0.3,50.0,0.0,2020,False,False,False,1290
T0521,C1,0.3,50.0,0.0,2021,False,False,False,1337
T0522,C1,0.3,50.0,0.0,2022,False,False,False,3256
T0523,C1,0.3,50.0,0.0,2023,False,False,False,2086
T0524,C1,0.3,50.0,0.0,2024,False,False,False,1856
T0525,C1,0.3,50.0,0.0,2025,False,False,False,769
T0526,C1,0.3,50.0,0.0,2026,False,False,False,1649
T0527,C1,0.3,50.0,0.0,2027,False,False,False,2242
T0528,C1,0.3,50.0,0.0,2028,False,False,False,3205
T0529,C1,0.3,50.0,0.0,2029,False,False,False,1958
T0530,C1,0.3,50.0,0.0,2030,False,False,False,571
T0531,C1,0.3,50.0,0.0,2031,False,False,False,2889
T0532,C1,0.3,50.0,0.0,2032,False,False,False,1574
T0533,C1,0.3,50.0,0.0,2033,False,False,False,649
T0534,C1,0.3,50.0,0.0,2034,False,False,False,2814
T0535,C1,0.3,50.0,0.0,2035,False,False,False,1537
T0536,C1,0.3,50.0,0.0,2036,False,False,False,3288
T0537,C1,0.3,50.0,0.0,2037,False,False,False,1304
T0538,C1,0.3,50.0,0.0,2038,False,False,False,1996
T0539,C1,0.3,50.0,0.0,2039,False,False,False,1317
T0540,C1,0.3,50.0,0.0,2040,False,False,False,1301
T0541,C1,0.3,50.0,0.0,2041,False,False,False,3162
T0542,C1,0.3,50.0,0.0,2042,False,False,False,666
T0543,C1,0.3,50.0,0.0,2043,False,False,False,2576
T0544,C1,0.3,50.0,0.0,2044,False,False,False,1185
T0545,C1,0.3,50.0,0.0,2045,False,False,False,2676
T0546,C1,0.3,50.0,0.0,2046,False,False,False,2245
T0547,C1,0.3,50.0,0.0,2047,False,False,False,317
T0548,C1,0.3,50.0,0.0,2048,False,False,False,1838
T0549,C1,0.3,50.0,0.0,2049,False,False,False,1645
T0550,C1,0.3,75.0,0.0,2000,False,False,False,1727
T0551,C1,0.3,75.0,0.0,2001,False,False,False,1983
T0552,C1,0.3,75.0,0.0,2002,False,False,False,627
T0553,C1,0.3,75.0,0.0,2003,False,False,False,2558
T0554,C1,0.3,75.0,0.0,2004,False,False,False,1933
T0555,C1,0.3,75.0,0.0,2005,False,False,False,231
T0556,C1,0.3,75.0,0.0,2006,False,False,False,3177
T0557,C1,0.3,75.0,0.0,2007,False,False,False,2114
T0558,C1,0.3,75.0,0.0,2008,False,False,False,1638
T0559,C1,0.3,75.0,0.0,2009,False,False,False,1527
T0560,C1,0.3,75.0,0.0,2010,False,False,False,1248
T0561,C1,0.3,75.0,0.0,2011,False,False,False,2898
T0562,C1,0.3,75.0,0.0,2012,False,False,False,131
T0563,C1,0.3,75.0,0.0,2013,False,False,False,1323
T0564,C1,0.3,75.0,0.0,2014,False,False,False,2311
T0565,C1,0.3,75.0,0.0,2015,False,False,False,1556
T0566,C1,0.3,75.0,0.0,2016,False,False,False,3080
T0567,C1,0.3,75.0,0.0,2017,False,False,False,2305
T0568,C1,0.3,75.0,0.0,2018,False,False,False,2568
T0569,C1,0.3,75.0,0.0,2019,False,False,False,1042
T0570,C1,0.3,75.0,0.0,2020,False,False,False,1073
T0571,C1,0.3,75.0,0.0,2021,False,False,False,1452
T0572,C1,0.3,75.0,0.0,2022,False,False,False,2789
T0573,C1,0.3,75.0,0.0,2023,False,False,False,2758
T0574,C1,0.3,75.0,0.0,2024,False,False,False,2389
T0575,C1,0.3,75.0,0.0,2025,False,False,False,1436
T0576,C1,0.3,75.0,0.0,2026,False,False,False,630
T0577,C1,0.3,75.0,0.0,2027,False,False,False,552
T0578,C1,0.3,75.0,0.0,2028,False,False,False,598
T0579,C1,0.3,75.0,0.0,2029,False,False,False,2312
T0580,C1,0.3,75.0,0.0,2030,False,False,False,1657
T0581,C1,0.3,75.0,0.0,2031,False,False,False,344
T0582,C1,0.3,75.0,0.0,2032,False,False,False,1441
T0583,C1,0.3,75.0,0.0,2033,False,False,False,1479
T0584,C1,0.3,75.0,0.0,2034,False,False,False,1554
T0585,C1,0.3,75.0,0.0,2035,False,False,False,44
T0586,C1,0.3,75.0,0.0,2036,False,False,False,2160
T0587,C1,0.3,75.0,0.0,2037,False,False,False,350
T0588,C1,0.3,75.0,0.0,2038,False,False,False,2761
T0589,C1,0.3,75.0,0.0,2039,False,False,False,3261
T0590,C1,0.3,75.0,0.0,2040,False,False,False,2078
T0591,C1,0.3,75.0,0.0,2041,False,False,False,1104
T0592,C1,0.3,75.0,0.0,2042,False,False,False,567
T0593,C1,0.3,75.0,0.0,2043,False,False,False,2156
T0594,C1,0.3,75.0,0.0,2044,False,False,False,2850
T0595,C1,0.3,75.0,0.0,2045,False,False,False,2322
T0596,C1,0.3,75.0,0.0,2046,False,False,False,958
T0597,C1,0.3,75.0,0.0,2047,False,False,False,3267
T0598,C1,0.3,75.0,0.0,2048,False,False,False,2703
T0599,C1,0.3,75.0,0.0,2049,False,False,False,2194
T0600,C1,0.3,100.0,0.0,2000,False,False,False,3103
T0601,C1,0.3,100.0,0.0,2001,False,False,False,2658
T0602,C1,0.3,100.0,0.0,2002,False,False,False,1783
T0603,C1,0.3,100.0,0.0,2003,False,False,False,394
T0604,C1,0.3,100.0,0.0,2004,False,False,False,3040
T0605,C1,0.3,100.0,0.0,2005,False,False,False,250
T0606,C1,0.3,100.0,0.0,2006,False,False,False,3244
T0607,C1,0.3,100.0,0.0,2007,False,False,False,994
T0608,C1,0.3,100.0,0.0,2008,False,False,False,2530
T0609,C1,0.3,100.0,0.0,2009,False,False,False,1630
T0610,C1,0.3,100.0,0.0,2010,False,False,False,3280
T0611,C1,0.3,100.0,0.0,2011,False,False,False,446
T0612,C1,0.3,100.0,0.0,2012,False,False,False,1466
T0613,C1,0.3,100.0,0.0,2013,False,False,False,645
T0614,C1,0.3,100.0,0.0,2014,False,False,False,2712
T0615,C1,0.3,100.0,0.0,2015,False,False,False,729
T0616,C1,0.3,100.0,0.0,2016,False,False,False,3255
T0617,C1,0.3,100.0,0.0,2017,False,False,False,924
T0618,C1,0.3,100.0,0.0,2018,False,False,False,22
T0619,C1,0.3,100.0,0.0,2019,False,False,False,365
T0620,C1,0.3,100.0,0.0,2020,False,False,False,2438
T0621,C1,0.3,100.0,0.0,2021,False,False,False,3264
T0622,C1,0.3,100.0,0.0,2022,False,False,False,866
T0623,C1,0.3,100.0,0.0,2023,False,False,False,2906
T0624,C1,0.3,100.0,0.0,2024,False,False,False,2752
T0625,C1,0.3,100.0,0.0,2025,False,False,False,2138
T0626,C1,0.3,100.0,0.0,2026,False,False,False,2780
T0627,C1,0.3,100.0,0.0,2027,False,False,False,1544
T0628,C1,0.3,100.0,0.0,2028,False,False,False,693
T0629,C1,0.3,100.0,0.0,2029,False,False,False,1081
T0630,C1,0.3,100.0,0.0,2030,False,False,False,1100
T0631,C1,0.3,100.0,0.0,2031,False,False,False,642
T0632,C1,0.3,100.0,0.0,2032,False,False,False,3050
T0633,C1,0.3,100.0,0.0,2033,False,False,False,3242
T0634,C1,0.3,100.0,0.0,2034,False,False,False,312
T0635,C1,0.3,100.0,0.0,2035,False,False,False,1421
T0636,C1,0.3,100.0,0.0,2036,False,False,False,2061
T0637,C1,0.3,100.0,0.0,2037,False,False,False,2781
T0638,C1,0.3,100.0,0.0,2038,False,False,False,2017
T0639,C1,0.3,100.0,0.0,2039,False,False,False,3138
T0640,C1,0.3,100.0,0.0,2040,False,False,False,665
T0641,C1,0.3,100.0,0.0,2041,False,False,False,253
T0642,C1,0.3,100.0,0.0,2042,False,False,False,355
T0643,C1,0.3,100.0,0.0,2043,False,False,False,426
T0644,C1,0.3,100.0,0.0,2044,False,False,False,3095
T0645,C1,0.3,100.0,0.0,2045,False,False,False,983
T0646,C1,0.3,100.0,0.0,2046,False,False,False,2102
T0647,C1,0.3,100.0,0.0,2047,False,False,False,2747
T0648,C1,0.3,100.0,0.0,2048,False,False,False,798
T0649,C1,0.3,100.0,0.0,2049,False,False,False,3281
T0650,C1,0.3,150.0,0.0,2000,False,False,False,2174
T0651,C1,0.3,150.0,0.0,2001,False,False,False,1272
T0652,C1,0.3,150.0,0.0,2002,False,False,False,2790
T0653,C1,0.3,150.0,0.0,2003,False,False,False,326
T0654,C1,0.3,150.0,0.0,2004,False,False,False,1932
T0655,C1,0.3,150.0,0.0,2005,False,False,False,1428
T0656,C1,0.3,150.0,0.0,2006,False,False,False,2433
T0657,C1,0.3,150.0,0.0,2007,False,False,False,2135
T0658,C1,0.3,150.0,0.0,2008,False,False,False,1460
T0659,C1,0.3,150.0,0.0,2009,False,False,False,2387
T0660,C1,0.3,150.0,0.0,2010,False,False,False,103
T0661,C1,0.3,150.0,0.0,2011,False,False,False,2230
T0662,C1,0.3,150.0,0.0,2012,False,False,False,1713
T0663,C1,0.3,150.0,0.0,2013,False,False,False,2908
T0664,C1,0.3,150.0,0.0,2014,False,False,False,1697
T0665,C1,0.3,150.0,0.0,2015,False,False,False,2663
T0666,C1,0.3,150.0,0.0,2016,False,False,False,724
T0667,C1,0.3,150.0,0.0,2017,False,False,False,1542
T0668,C1,0.3,150.0,0.0,2018,False,False,False,3126
T0669,C1,0.3,150.0,0.0,2019,False,False,False,2980
T0670,C1,0.3,150.0,0.0,2020,False,False,False,252
T0671,C1,0.3,150.0,0.0,2021,False,False,False,2994
T0672,C1,0.3,150.0,0.0,2022,False,False,False,1327
T0673,C1,0.3,150.0,0.0,2023,False,False,False,2181
T0674,C1,0.3,150.0,0.0,2024,False,False,False,2623
T0675,C1,0.3,150.0,0.0,2025,False,False,False,1154
T0676,C1,0.3,150.0,0.0,2026,False,False,False,1646
T0677,C1,0.3,150.0,0.0,2027,False,False,False,1975
T0678,C1,0.3,150.0,0.0,2028,False,False,False,947
T0679,C1,0.3,150.0,0.0,2029,False,False,False,72
T0680,C1,0.3,150.0,0.0,2030,False,False,False,1165
T0681,C1,0.3,150.0,0.0,2031,False,False,False,496
T0682,C1,0.3,150.0,0.0,2032,False,False,False,3194
T0683,C1,0.3,150.0,0.0,2033,False,False,False,1453
T0684,C1,0.3,150.0,0.0,2034,False,False,False,908
T0685,C1,0.3,150.0,0.0,2035,False,False,False,50
T0686,C1,0.3,150.0,0.0,2036,False,False,False,363
T0687,C1,0.3,150.0,0.0,2037,False,False,False,2842
T0688,C1,0.3,150.0,0.0,2038,False,False,False,1060
T0689,C1,0.3,150.0,0.0,2039,False,False,False,3008
T0690,C1,0.3,150.0,0.0,2040,False,False,False,1334
T0691,C1,0.3,150.0,0.0,2041,False,False,False,2032
T0692,C1,0.3,150.0,0.0,2042,False,False,False,1418
T0693,C1,0.3,150.0,0.0,2043,False,False,False,168
T0694,C1,0.3,150.0,0.0,2044,False,False,False,2178
T0695,C1,0.3,150.0,0.0,2045,False,False,False,1742
T0696,C1,0.3,150.0,0.0,2046,False,False,False,2751
T0697,C1,0.3,150.0,0.0,2047,False,False,False,2155
T0698,C1,0.3,150.0,0.0,2048,False,False,False,3203
T0699,C1,0.3,150.0,0.0,2049,False,False,False,2039
T0700,C1,0.3,200.0,0.0,2000,False,False,False,2405
T0701,C1,0.3,200.0,0.0,2001,False,False,False,2961
T0702,C1,0.3,200.0,0.0,2002,False,False,False,2525
T0703,C1,0.3,200.0,0.0,2003,False,False,False,1969
T0704,C1,0.3,200.0,0.0,2004,False,False,False,1262
T0705,C1,0.3,200.0,0.0,2005,False,False,False,1312
T0706,C1,0.3,200.0,0.0,2006,False,False,False,1414
T0707,C1,0.3,200.0,0.0,2007,False,False,False,110
T0708,C1,0.3,200.0,0.0,2008,False,False,False,2124
T0709,C1,0.3,200.0,0.0,2009,False,False,False,2587
T0710,C1,0.3,200.0,0.0,2010,False,False,False,1306
T0711,C1,0.3,200.0,0.0,2011,False,False,False,2736
T0712,C1,0.3,200.0,0.0,2012,False,False,False,2622
T0713,C1,0.3,200.0,0.0,2013,False,False,False,402
T0714,C1,0.3,200.0,0.0,2014,False,False,False,3087
T0715,C1,0.3,200.0,0.0,2015,False,False,False,1937
T0716,C1,0.3,200.0,0.0,2016,False,False,False,2863
T0717,C1,0.3,200.0,0.0,2017,False,False,False,1782
T0718,C1,0.3,200.0,0.0,2018,False,False,False,2551
T0719,C1,0.3,200.0,0.0,2019,False,False,False,2536
T0720,C1,0.3,200.0,0.0,2020,False,False,False,2075
T0721,C1,0.3,200.0,0.0,2021,False,False,False,2730
T0722,C1,0.3,200.0,0.0,2022,False,False,False,3117
T0723,C1,0.3,200.0,0.0,2023,False,False,False,876
T0724,C1,0.3,200.0,0.0,2024,False,False,False,1561
T0725,C1,0.3,200.0,0.0,2025,False,False,False,3137
T0726,C1,0.3,200.0,0.0,2026,False,False,False,1777
T0727,C1,0.3,200.0,0.0,2027,False,False,False,2649
T0728,C1,0.3,200.0,0.0,2028,False,False,False,2895
T0729,C1,0.3,200.0,0.0,2029,False,False,False,1615
T0730,C1,0.3,200.0,0.0,2030,False,False,False,2928
T0731,C1,0.3,200.0,0.0,2031,False,False,False,1978
T0732,C1,0.3,200.0,0.0,2032,False,False,False,2817
T0733,C1,0.3,200.0,0.0,2033,False,False,False,824
T0734,C1,0.3,200.0,0.0,2034,False,False,False,254
T0735,C1,0.3,200.0,0.0,2035,False,False,False,1715
T0736,C1,0.3,200.0,0.0,2036,False,False,False,1132
T0737,C1,0.3,200.0,0.0,2037,False,False,False,35
T0738,C1,0.3,200.0,0.0,2038,False,False,False,1879
T0739,C1,0.3,200.0,0.0,2039,False,False,False,484
T0740,C1,0.3,200.0,0.0,2040,False,False,False,1870
T0741,C1,0.3,200.0,0.0,2041,False,False,False,407
T0742,C1,0.3,200.0,0.0,2042,False,False,False,92
T0743,C1,0.3,200.0,0.0,2043,False,False,False,1068
T0744,C1,0.3,200.0,0.0,2044,False,False,False,2218
T0745,C1,0.3,200.0,0.0,2045,False,False,False,604
T0746,C1,0.3,200.0,0.0,2046,False,False,False,2106
T0747,C1,0.3,200.0,0.0,2047,False,False,False,2732
T0748,C1,0.3,200.0,0.0,2048,False,False,False,1763
T0749,C1,0.3,200.0,0.0,2049,False,False,False,2021
T0750,C1,0.45,25.0,0.0,2000,False,False,False,2902
T0751,C1,0.45,25.0,0.0,2001,False,False,False,1387
T0752,C1,0.45,25.0,0.0,2002,False,False,False,2034
T0753,C1,0.45,25.0,0.0,2003,False,False,False,67
T0754,C1,0.45,25.0,0.0,2004,False,False,False,2197
T0755,C1,0.45,25.0,0.0,2005,False,False,False,2370
T0756,C1,0.45,25.0,0.0,2006,False,False,False,751
T0757,C1,0.45,25.0,0.0,2007,False,False,False,2692
T0758,C1,0.45,25.0,0.0,2008,False,False,False,1115
T0759,C1,0.45,25.0,0.0,2009,False,False,False,3190
T0760,C1,0.45,25.0,0.0,2010,False,False,False,1707
T0761,C1,0.45,25.0,0.0,2011,False,False,False,3181
T0762,C1,0.45,25.0,0.0,2012,False,False,False,858
T0763,C1,0.45,25.0,0.0,2013,False,False,False,2083
T0764,C1,0.45,25.0,0.0,2014,False,False,False,2607
T0765,C1,0.45,25.0,0.0,2015,False,False,False,2362
T0766,C1,0.45,25.0,0.0,2016,False,False,False,941
T0767,C1,0.45,25.0,0.0,2017,False,False,False,1943
T0768,C1,0.45,25.0,0.0,2018,False,False,False,677
T0769,C1,0.45,25.0,0.0,2019,False,False,False,199
T0770,C1,0.45,25.0,0.0,2020,False,False,False,3235
T0771,C1,0.45,25.0,0.0,2021,False,False,False,2566
T0772,C1,0.45,25.0,0.0,2022,False,False,False,1576
T0773,C1,0.45,25.0,0.0,2023,False,False,False,2946
T0774,C1,0.45,25.0,0.0,2024,False,False,False,934
T0775,C1,0.45,25.0,0.0,2025,False,False,False,1794
T0776,C1,0.45,25.0,0.0,2026,False,False,False,1335
T0777,C1,0.45,25.0,0.0,2027,False,False,False,3090
T0778,C1,0.45,25.0,0.0,2028,False,False,False,995
T0779,C1,0.45,25.0,0.0,2029,False,False,False,1209
T0780,C1,0.45,25.0,0.0,2030,False,False,False,1682
T0781,C1,0.45,25.0,0.0,2031,False,False,False,1594
T0782,C1,0.45,25.0,0.0,2032,False,False,False,2096
T0783,C1,0.45,25.0,0.0,2033,False,False,False,1196
T0784,C1,0.45,25.0,0.0,2034,False,False,False,392
T0785,C1,0.45,25.0,0.0,2035,False,False,False,2046
T0786,C1,0.45,25.0,0.0,2036,False,False,False,869
T0787,C1,0.45,25.0,0.0,2037,False,False,False,2007
T0788,C1,0.45,25.0,0.0,2038,False,False,False,1857
T0789,C1,0.45,25.0,0.0,2039,False,False,False,2209
T0790,C1,0.45,25.0,0.0,2040,False,False,False,826
T0791,C1,0.45,25.0,0.0,2041,False,False,False,481
T0792,C1,0.45,25.0,0.0,2042,False,False,False,1694
T0793,C1,0.45,25.0,0.0,2043,False,False,False,2152
T0794,C1,0.45,25.0,0.0,2044,False,False,False,2187
T0795,C1,0.45,25.0,0.0,2045,False,False,False,2511
T0796,C1,0.45,25.0,0.0,2046,False,False,False,1887
T0797,C1,0.45,25.0,0.0,2047,False,False,False,1582
T0798,C1,0.45,25.0,0.0,2048,False,False,False,945
T0799,C1,0.45,25.0,0.0,2049,False,False,False,661
T0800,C1,0.45,50.0,0.0,2000,False,False,False,2596
T0801,C1,0.45,50.0,0.0,2001,False,False,False,1203
T0802,C1,0.45,50.0,0.0,2002,False,False,False,2210
T0803,C1,0.45,50.0,0.0,2003,False,False,False,307
T0804,C1,0.45,50.0,0.0,2004,False,False,False,1109
T0805,C1,0.45,50.0,0.0,2005,False,False,False,2136
T0806,C1,0.45,50.0,0.0,2006,False,False,False,186
T0807,C1,0.45,50.0,0.0,2007,False,False,False,1260
T0808,C1,0.45,50.0,0.0,2008,False,False,False,2632
T0809,C1,0.45,50.0,0.0,2009,False,False,False,190
T0810,C1,0.45,50.0,0.0,2010,False,False,False,1891
T0811,C1,0.45,50.0,0.0,2011,False,False,False,2733
T0812,C1,0.45,50.0,0.0,2012,False,False,False,2451
T0813,C1,0.45,50.0,0.0,2013,False,False,False,540
T0814,C1,0.45,50.0,0.0,2014,False,False,False,2635
T0815,C1,0.45,50.0,0.0,2015,False,False,False,1786
T0816,C1,0.45,50.0,0.0,2016,False,False,False,969
T0817,C1,0.45,50.0,0.0,2017,False,False,False,2151
T0818,C1,0.45,50.0,0.0,2018,False,False,False,2988
T0819,C1,0.45,50.0,0.0,2019,False,False,False,58
T0820,C1,0.45,50.0,0.0,2020,False,False,False,2328
T0821,C1,0.45,50.0,0.0,2021,False,False,False,3047
T0822,C1,0.45,50.0,0.0,2022,False,False,False,1664
T0823,C1,0.45,50.0,0.0,2023,False,False,False,338
T0824,C1,0.45,50.0,0.0,2024,False,False,False,2974
T0825,C1,0.45,50.0,0.0,2025,False,False,False,415
T0826,C1,0.45,50.0,0.0,2026,False,False,False,1616
T0827,C1,0.45,50.0,0.0,2027,False,False,False,801
T0828,C1,0.45,50.0,0.0,2028,False,False,False,2686
T0829,C1,0.45,50.0,0.0,2029,False,False,False,2422
T0830,C1,0.45,50.0,0.0,2030,False,False,False,2260
T0831,C1,0.45,50.0,0.0,2031,False,False,False,172
T0832,C1,0.45,50.0,0.0,2032,False,False,False,2629
T0833,C1,0.45,50.0,0.0,2033,False,False,False,2510
T0834,C1,0.45,50.0,0.0,2034,False,False,False,2711
T0835,C1,0.45,50.0,0.0,2035,False,False,False,366
T0836,C1,0.45,50.0,0.0,2036,False,False,False,2995
T0837,C1,0.45,50.0,0.0,2037,False,False,False,2374
T0838,C1,0.45,50.0,0.0,2038,False,False,False,454
T0839,C1,0.45,50.0,0.0,2039,False,False,False,1564
T0840,C1,0.45,50.0,0.0,2040,False,False,False,1886
T0841,C1,0.45,50.0,0.0,2041,False,False,False,1286
T0842,C1,0.45,50.0,0.0,2042,False,False,False,2
T0843,C1,0.45,50.0,0.0,2043,False,False,False,1500
T0844,C1,0.45,50.0,0.0,2044,False,False,False,390
T0845,C1,0.45,50.0,0.0,2045,False,False,False,2263
T0846,C1,0.45,50.0,0.0,2046,False,False,False,2890
T0847,C1,0.45,50.0,0.0,2047,False,False,False,281
T0848,C1,0.45,50.0,0.0,2048,False,False,False,3161
T0849,C1,0.45,50.0,0.0,2049,False,False,False,539
T0850,C1,0.45,75.0,0.0,2000,False,False,False,3237
T0851,C1,0.45,75.0,0.0,2001,False,False,False,1493
T0852,C1,0.45,75.0,0.0,2002,False,False,False,2200
T0853,C1,0.45,75.0,0.0,2003,False,False,False,2808
T0854,C1,0.45,75.0,0.0,2004,False,False,False,3202
T0855,C1,0.45,75.0,0.0,2005,False,False,False,2175
T0856,C1,0.45,75.0,0.0,2006,False,False,False,26
T0857,C1,0.45,75.0,0.0,2007,False,False,False,2115
T0858,C1,0.45,75.0,0.0,2008,False,False,False,2226
T0859,C1,0.45,75.0,0.0,2009,False,False,False,2744
T0860,C1,0.45,75.0,0.0,2010,False,False,False,3034
T0861,C1,0.45,75.0,0.0,2011,False,False,False,2762
T0862,C1,0.45,75.0,0.0,2012,False,False,False,2653
T0863,C1,0.45,75.0,0.0,2013,False,False,False,1118
T0864,C1,0.45,75.0,0.0,2014,False,False,False,1892
T0865,C1,0.45,75.0,0.0,2015,False,False,False,2506
T0866,C1,0.45,75.0,0.0,2016,False,False,False,419
T0867,C1,0.45,75.0,0.0,2017,False,False,False,1071
T0868,C1,0.45,75.0,0.0,2018,False,False,False,489
T0869,C1,0.45,75.0,0.0,2019,False,False,False,2237
T0870,C1,0.45,75.0,0.0,2020,False,False,False,2715
T0871,C1,0.45,75.0,0.0,2021,False,False,False,668
T0872,C1,0.45,75.0,0.0,2022,False,False,False,3007
T0873,C1,0.45,75.0,0.0,2023,False,False,False,1656
T0874,C1,0.45,75.0,0.0,2024,False,False,False,690
T0875,C1,0.45,75.0,0.0,2025,False,False,False,2597
T0876,C1,0.45,75.0,0.0,2026,False,False,False,1938
T0877,C1,0.45,75.0,0.0,2027,False,False,False,1089
T0878,C1,0.45,75.0,0.0,2028,False,False,False,1379
T0879,C1,0.45,75.0,0.0,2029,False,False,False,3109
T0880,C1,0.45,75.0,0.0,2030,False,False,False,2128
T0881,C1,0.45,75.0,0.0,2031,False,False,False,1020
T0882,C1,0.45,75.0,0.0,2032,False,False,False,90
T0883,C1,0.45,75.0,0.0,2033,False,False,False,1092
T0884,C1,0.45,75.0,0.0,2034,False,False,False,337
T0885,C1,0.45,75.0,0.0,2035,False,False,False,2000
T0886,C1,0.45,75.0,0.0,2036,False,False,False,2281
T0887,C1,0.45,75.0,0.0,2037,False,False,False,214
T0888,C1,0.45,75.0,0.0,2038,False,False,False,948
T0889,C1,0.45,75.0,0.0,2039,False,False,False,2919
T0890,C1,0.45,75.0,0.0,2040,False,False,False,887
T0891,C1,0.45,75.0,0.0,2041,False,False,False,2480
T0892,C1,0.45,75.0,0.0,2042,False,False,False,1948
T0893,C1,0.45,75.0,0.0,2043,False,False,False,171
T0894,C1,0.45,75.0,0.0,2044,False,False,False,1519
T0895,C1,0.45,75.0,0.0,2045,False,False,False,1220
T0896,C1,0.45,75.0,0.0,2046,False,False,False,1322
T0897,C1,0.45,75.0,0.0,2047,False,False,False,98
T0898,C1,0.45,75.0,0.0,2048,False,False,False,359
T0899,C1,0.45,75.0,0.0,2049,False,False,False,2976
T0900,C1,0.45,100.0,0.0,2000,False,False,False,692
T0901,C1,0.45,100.0,0.0,2001,False,False,False,2998
T0902,C1,0.45,100.0,0.0,2002,False,False,False,791
T0903,C1,0.45,100.0,0.0,2003,False,False,False,2248
T0904,C1,0.45,100.0,0.0,2004,False,False,False,1553
