doc_id,source_doc_id,text,year,ipc_section,authority,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,simple_family_id,bertopic_topic,publication_number
282,288,"The invention discloses a humanoid robot chassis with high rigidity,  low gravity center and anti-overturning capability,  which comprises an AGV (automatic guided vehicle) trolley,  wherein a lifting upright post is fixed on the AGV trolley; the AGV trolley and the lifting upright post are combined to form a static platform; a lifting branch chain is arranged on the side wall of the lifting upright post; a front branch chain and a rear branch chain are arranged at the upper end of the AGV trolley; and the movable ends of the lifting branch chain and the front branch chain and the rear branch chain are movably connected with the movable platform Through the concave AGV trolley structure and the design of the liftable moving platform,  the present invention enables the moving platform to sink to an extremely low position from the ground,  solving the risk of overturning of the traditional mobile chassis during high-load operations. According to the invention,  a three-degree-of-freedom parallel mechanism configuration is adopted,  and through the coaxial design of a triangular supporting structure formed by the lifting branch chain,  the front branch chain,  the rear branch chain and the static platform and a tail end rotating pair,  the rigidity and the bearing capacity of the system are improved; the moving platform is continuously adjustable,  which cooperates with the omnidirectional movement capability of the AGV car to expand the robot's working space and movement flexibility. 1. A humanoid robot chassis with high rigidity and low gravity centre anti-overturning capability,  comprising an AGV trolley (10),  wherein the AGV trolley (10) is fixed with a lifting upright post (20),  the AGV trolley (10),  the lifting upright post (20) is combined into a static platform,  the side wall of the lifting upright post (20) is provided with a lifting branched chain (40),  the upper end of the AGV trolley (10) is provided with a front and back branched chain (50),  the lifting branched chain (40) comprises a second moving pair (41) lifting along the lifting upright post (20),  the outer convex lug plate of the second moving pair (41) is combined with the groove plate of the lifting connecting rod (43) to form a third rotating pair (42);  the other end of the lifting connecting rod (43) is movably connected with the movable platform (30) through the main shaft (70) to form a fourth rotating pair (44);  the lifting branched chain (40) is provided with a pitching branched chain (60),  the pitching branched chain (60) performs pitching adjustment on the movable platform (30);  the front and back branch chains (50) are two,  arranged on the AGV trolley (10) at two sides of the lifting upright post (20),  the first moving pair moving unit (532) in the front and back branch chains (50) is movably connected with the supporting connecting rod (55) to form a first rotating pair (54),  the movable platform (30) is located between two supporting connecting rods (55),  the movable platform (30) is movably connected with the supporting connecting rod (55) through the main shaft (70),  forming a second rotating pair (56);  the AGV trolley (10) is formed in the movable platform (30) low enter into the containing cavity (11).",2026,B,China,2.135348226018397,0.8869908015768725,1.445466491458607,0.1779603011635865,19.822039698836413,20.0,0.676923076923077,0.0088980150581793,0.4153846153846154,1.0,1.0,0.4153846153846153,0.0088980150581793,0.7,0.6769230769230768,3.0223390275952693,0.8869908015768725,0.0,0.6898817345597897,,0.0,0.7,6.937713894592744,0.2,418697939,72,CN122165364A
283,289,"This application provides a dual-scene adaptive humanoid robot collaborative control method and related equipment,  belonging to the technical field of humanoid robot motion collaborative control. The method comprises the following steps of :  judging a target scene according to environment sensing data and a user instruction,  and acquiring action requirements and joint load characteristics of the robot in the target scene; allocate dynamic computing power to each edge joint control unit according to the action complexity of the action requirements,  the scene weight of the target scene and the joint load characteristics; based on dynamic computing power,  according to semantic alignment and physical constraints of the world model,  joint collaborative control instructions adapted to the target scene are generated; based on joint collaborative control instructions,  control the corresponding joints to perform action tasks to obtain joint motion data and multi-modal sensing data; the joint motion data and multi-modal perception data are fused to complete the closed-loop optimization of control instructions. This application can improve the cross-scene versatility,  high degree of freedom collaboration and data utilization efficiency of humanoid robots. 1. A double-scene self-adaptive humanoid robot cooperative control method,  wherein the method comprises the following steps :  according to the environment sensing data and the user instruction,  judging the target scene,  and obtaining the action requirement and joint load characteristic of the robot under the target scene;  according to the action complexity of the action requirement,  the scene weight of the target scene and the joint load characteristic,  distributing dynamic calculation force to each edge end joint control unit;  based on the dynamic calculation force,  according to the semantic alignment and the world model physical constraint,  generating a joint cooperative control instruction adapted to the target scene;  based on the joint cooperative control instruction,  controlling the corresponding joint to execute the action task,  obtaining the joint motion data and multi-mode sensing data;  and fusing the joint motion data and the multi-mode sensing data to finish the closed loop optimization of the control instruction.",2026,B,China,,2.0367936925098555,2.59526938239159,,,20.0,,,,1.0,0.4909677419354838,2.0367936925098555,0.0,0.2454838709677419,1.0,2.0367936925098555,2.0367936925098555,0.0,,,0.0,0.5,26.67214236824093,0.2,418701411,32,CN122165414A
284,290,"Embodiments of the present disclosure disclose assisted exercise methods,  apparatus,  devices,  computer-readable media,  and program products. A specific implementation of the method includes :  in response to obtaining a movement instruction corresponding to a target user,  moving to a user position corresponding to the target user,  wherein the target user is an object to be assisted in movement; in response to the target wheel-legged robot moving to the user position,  adaptively adjusting the height of the corresponding device of the target wheel-legged robot to adapt to the user height corresponding to the target user; in response to detecting that the target user exerts pressure in a target direction on the target wheel-legged robot,  assisting the target user in moving This implementation is related to intelligent robots. The target wheel-legged robot can adaptively adjust its shape according to the height and movement needs of the target user. In the case of higher balance control,  it can effectively and intelligently assist the target user in movement. 1. An auxiliary movement method,  applied to a target wheel-leg robot,  comprising :  in response to obtaining the motion indication corresponding to the target user,  moving to the user position corresponding to the target user,  wherein the target user is the object to be assisted;  in response to the movement of the target wheel-leg robot to the user position,  adaptively adjusting the height of the corresponding device of the target wheel-leg robot to adapt the height of the user corresponding to the target user;  In response to detecting that the target user applies a pressure in a target direction to the target wheel-legged robot,  the target user is assisted to move.",2026,B,China,,1.6425755584756898,2.2010512483574245,,,20.0,,,,1.0,0.6088,1.6425755584756898,0.0,0.36528,1.0,1.6425755584756898,1.6425755584756898,0.0,,,0.0,0.6,7.156741957563312,0.2,418701870,6,CN122165420A
285,291,"This application belongs to the field of robot control technology and discloses a hierarchical control method and system for humanoid robots based on reinforcement learning. By obtaining characteristic information of different ground areas and matching corresponding control strategy parameters accordingly,  the robot's motion state can be refined. adjust; at the junction of ground areas,  by determining transition state parameters and calculating fusion weights,  the control strategy parameters of different areas are weighted and fused to generate transition control instructions,  thereby ensuring the stability of the robot's movement when crossing different ground areas; in addition,  combined with the reinforcement learning algorithm,  the behavioral strategy library and fusion weight calculation logic are iteratively updated according to the actual performance parameters of the robot,  thereby continuously optimizing the robot's motion stability and energy consumption,  and significantly improving its adaptability and robustness in complex environments. 1. A hierarchical control method of humanoid robot based on intensive learning,  for controlling the humanoid robot to move between different ground areas,  wherein the method comprises :  A1. obtaining the first ground feature information of the area where the humanoid robot is currently located and the second ground feature information of the area to be entered;  A2,  matching the corresponding first control strategy parameter from the preset action strategy base according to the first ground characteristic information,  and matching the corresponding second control strategy parameter from the action strategy base according to the second ground characteristic information;  A3,  determining the transition state parameter of the human-shaped robot relative to the boundary of the first ground area and the second ground area;  A4,  calculating fusion weight based on the transition state parameter,  and performing weighting calculation to the first control strategy parameter and the second control strategy parameter by the fusion weight to generate a transition control instruction;  A5,  sending the transition control instruction to the executing mechanism of the humanoid robot so as to adjust the movement state of the humanoid robot in the crossing process;  A6,  based on the actual expression parameter of the humanoid robot in the crossing process,  using the reinforced learning algorithm to optimize the motion stability and energy consumption as the target,  iteratively updating the strategy parameter in the behaviour strategy base and the calculation logic of the fusion weight.",2026,B,China,,1.609724047306176,2.1681997371879107,,,20.0,,,,1.0,0.6212244897959184,1.609724047306176,0.0,0.3106122448979592,1.0,1.609724047306176,1.609724047306176,0.0,,,0.0,0.5,,0.2,418701938,5,CN122165421A
286,292,"The construction method of VEM ‑ robot emotional right brain model decomposes the robot's brain into emotional right brain,  intellectual left brain and dynamic cerebellum to form a embodied or humanoid robot operating system VEM ‑ ROS to realize the emotion between the robot and real people or other robots. Communication,  in which the real person output is used as the perception spectrum and the robot output is used as the deduction spectrum. Both the perception spectrum and the deduction spectrum are based on the emotional beat mode of the emotional multimodal VEM ‑ Token Segmentation synthesis and alignment,  the lexical logical perception is calculated by LLM ‑ Token decomposition of large language models,  and the emotional perceived micro-expressions of multi-modal emotional components are calculated by VEM ‑ Token decomposition. VEM ‑ ROS also includes priorities and interrupts,  VEM memory mechanisms,  dialogue relationships,  craniofacial and limb sensors and actuators and interfaces,  robotic cloning,  and operating system encapsulation. The right brain model supports the emotional micro-expression communication between the robot and the real person,  just like the Turing test,  which is expected to distinguish whether the emotional tester is a robot or a real person. 1. A method for constructing VEM-robot emotional right brain model,  wherein The robot for simulating the emulator performs emotional communication with more than one communication person comprising a real person or a robot,  the emotional characteristics of the emulator and the communication person are recorded and distinguished by an emotional characteristic library,  the robot comprises an emotional right brain,  wherein :  the emotion right brain model divides the perception spectrum sent by the communication person and sensed by the robot into emotion perception and logic perception,  including logic expression;  the emotion right brain model according to emotion perception,  an emotion characteristic library,  using emotion operation to generate emotion expression,  aligning with the logic expression through rhythm synthesis,  generating an evolutionary spectrum,  the evolutionary spectrum is output to the cranial surface of the robot to form emotion communication of facial expression and voice expression,  and/or the score is output to the limbs of the robot to form the emotion communication of the action.",2026,B,China,,1.0840998685939554,1.6425755584756898,,,20.0,,,,1.0,0.9224242424242424,1.0840998685939554,0.0,0.5534545454545454,1.0,1.0840998685939554,1.0840998685939554,0.0,,,0.0,0.6,5.708418891170431,0.2,418697853,2,CN122165432A
287,293,"A multifunctional humanoid joint motor drive control system and a control method thereof belong to the technical field of robots In order to solve the problems in the prior art that the humanoid joint motor drive control system has low integration level and insufficient torque control bandwidth,  resulting in poor compliant interaction ability and lack of multi-modal perception fusion,  the humanoid joint motor drive control system includes :  a frameless torque motor module for generating joint driving torque; the transmission module is arranged between the output end of the frameless torque motor module and the joint load,  and includes a precision reducer and a controllable damper; a multi-modal sensing fusion module,  including :  an encoder system for position feedback; force/torque sensor for directly measuring joint output torque; temperature sensors for temperature monitoring; a power drive module for driving the frameless torque motor module; embedded intelligent control module,  used to perform hierarchical control of current inner loop,  torque middle loop,  speed outer loop,  and position outer loop,  and run collision detection and thermal management strategies. The utility model is used for humanoid robots. 1. A multifunctional human-shaped joint motor driving and controlling system,  wherein it comprises :  The invention Claims a frameless torque motor module,  which uses an outer rotor inner stator topology,  wherein the stator is a fractional slot concentrated winding structure for generating a joint driving torque;  a transmission module,  set between the output end of the frameless torque motor module and the joint load,  comprising a precise speed reducer and a controllable damper,  the controllable damper is a magnetorheological fluid damper,  for dynamically adjusting the equivalent damping coefficient of the transmission link;  a multi-modal sensor fusion module,  at least comprising :  an encoder system for position feedback;  a force/moment sensor for directly measuring the joint output moment;  and a temperature sensor for monitoring the temperature;  a power driving module for driving the frameless torque motor module;  the embedded intelligent control module is used for executing the layered control of the current inner ring,  the moment middle ring,  the speed outer ring and the position outer ring,  and running the collision detection and thermal management strategy.",2026,B,China,,1.0183968462549278,1.5768725361366622,,,20.0,,,,1.0,0.9819354838709676,1.0183968462549278,0.0,0.5891612903225807,1.0,1.0183968462549278,1.0183968462549278,0.0,,,0.0,0.6,2.8281998631074607,0.2,418698231,1,CN122165437A
288,294,"The invention discloses a real-time speed estimation method and system for a humanoid robot based on time sequence feature fusion,  which relates to the field of robot technology and includes :  collecting the ontological sensory data of the robot's random walk; construct LSTM + MLP tandem hybrid neural network architecture,  and obtain the hybrid neural network model after training and optimization; collect the original data stream of ontology sensory through sensors to obtain standardized characteristic data; deploy the hybrid neural network model to the embedded main control platform for reasoning operation and output the three-dimensional linear velocity prediction value; the three-dimensional linear velocity prediction value is processed by trapezoidal numerical integration,  and the displacement odometer information is generated and distributed to the robot system bus The present invention is equipped with an LSTM + MLP tandem hybrid neural network architecture,  which enables rapid capture of motion physical characteristics. Experimental data shows that the model can achieve rapid reduction of mean square error and achieve stable convergence in a short training period,  reducing The migration cost and data dependence of the algorithm between different robot platforms. 1. A real-time speed estimation method of humanoid robot based on time sequence characteristic fusion,  wherein it specifically comprises the following steps :  step S1,  constructing a human-shaped robot digital twinning model in the physical simulation environment,  collecting the main body sensory data in the random walking movement process of the robot,  and extracting the world system linear speed true value,  generating a movement data set;  step S2,  constructing LSTM + MLP serial mixed neural network framework,  taking the filtered 49-dimensional main body sensory data as input,  the world system linear speed true value as label,  training and optimizing the LSTM + MLP serial mixed neural network framework,  obtaining the mixed neural network model;  step S3,  in the human-shaped robot real machine operation stage,  through human-shaped robot inside several sensors real-time collecting main body sensory original data stream,  and according to 49 dimensional main body sensory data of the characteristic format of the main body sensory original data stream proceed synchronous arrangement and time sequence alignment,  to obtain standardized characteristic data;  step S4,  deploying the optimized mixed neural network model to the embedded main control platform,  inputting the standard characteristic data to the pre-training model for reasoning operation,  outputting the three-dimensional linear speed predicted value of the humanoid robot under the world coordinate system;  step S5,  performing trapezoidal numerical integral processing on the output three-dimensional linear speed predicted value,  generating continuous robot displacement odometer information and distributing to the human-shaped robot system bus.",2026,B,China,,0.9198423127463864,1.4783180026281209,,,20.0,,,,1.0,1.0,0.9198423127463864,0.0,0.5,1.0,0.9198423127463864,0.9198423127463864,0.0,,,0.0,0.5,,0.2,418699058,-1,CN122165448A
289,295,"This application provides a performance platform construction method,  device and related systems Belongs to the field of robot technology,  control the middle platform equipment by obtaining the equipment parameters of multiple robots and the construction requirement information of the target performance platform And control the UAV to obtain the site image information of the target performance platform,  then determine the collaborative operation strategy including multiple robots based on the equipment parameters,  construction demand information and site image information,  and finally control multiple robots to execute the target performance platform according to the collaborative operation strategy. The construction task In this way,  the consistency of multi-robot collaborative operations can be improved and the accuracy of building a performance platform can be achieved. 1. A performance platform building method,  wherein it is applied to the control platform device in the performance platform building system,  the performance platform building system further comprises a plurality of robots and unmanned aerial vehicles in communication with the control platform device,  the method comprises :  obtaining the device parameters of the multiple robots and the building requirement information of the target performance platform;  controlling the unmanned aerial vehicle to obtain the field image information of the target performance platform;  according to the device parameter,  the building requirement information and the field image information,  determining the cooperative operation strategy including the multiple robots;  controlling the multiple robots to execute the building task of the target performance platform according to the cooperative operation strategy.",2026,B,China,,0.9526938239159,1.5111695137976346,,,20.0,,,,1.0,1.0,0.9526938239159,0.0,0.5,1.0,0.9526938239159,0.9526938239159,0.0,,,0.0,0.5,10.781656399726216,0.2,418702376,-1,CN122165491A
290,296,"The invention discloses a flexible three-dimensional force capacitance sensor for a humanoid robot force feedback scene,  mainly relates to a tactile sensing technology,  and aims to solve the problems of low sensitivity,  non-linear output and the like of a tactile sensor The sensor includes an elastomeric bump contact on the top layer,  an air cavity layer and an elastomeric layer on the middle layer,  a printed circuit board on the bottom layer,  and a cell capacitor Through the electrode layout and multi-layer elastomer design,  the detection and decoupling of normal force and shear force are realized. The sensor fabrication adopts 3D printing manufacturing technology and rapid prototyping technology,  which has high sensitivity,  low hysteresis and good repeatability,  and can be applied to the force feedback scenario of robots. 1. A flexible three-dimensional force capacitance sensor for human-shaped robot manpower feedback scene,  wherein it comprises a top layer structure,  a middle layer structure and a bottom layer structure which are orderly arranged from top to bottom;  the top layer structure comprises an elastic body bump contact;  the middle layer structure comprises an air chamber layer and an elastic body layer;  the elastic body layer is located above the air chamber layer;  the bottom structure comprises a printed circuit board,  the printed circuit board is provided with multiple unit capacitors;  wherein,  the air cavity layer and the elastic body layer are used as the dielectric medium of a plurality of unit capacitors together,  when under the action of an external force,  the thickness change of the air cavity layer causes the dielectric constant to change,  so as to make the capacitance of the unit capacitor to change,  the normal force is realized by detecting the capacitance change,  The shearing force is measured and decoupled.",2026,G,China,,2.693823915900132,3.252299605781866,,,20.0,,,,1.0,0.3712195121951219,2.693823915900132,0.0,0.1856097560975609,1.0,2.693823915900132,2.693823915900132,0.0,,,0.0,0.5,7.364818617385352,0.2,418725109,20,CN122171087A
291,297,"This application provides a humanoid robot sound perception and positioning method Involving the field of robot technology,  construct a basic three-dimensional sampling array through scientific layout of 4 microphones Select high-precision omnidirectional capacitor microphones Realize distortion-free collection of environmental sound signals And synchronously output original sound signal data,  accurate sound pressure amplitude data and related identification information The A weighted sound level that conforms to the auditory characteristics of the human ear is used to preprocess the original sound signal At the same time,  it filters out DC components and high-frequency interference noise Output humanoid acoustic signals,  then,  based on the theory of the radiation sound field of the pulsating ball source and the approximate model of the point sound source,  combining the humanization sound pressure data collected by the microphone array and the preset coordinates,  the three-dimensional spatial coordinates of the sound source are accurately calculated,  and multiple sound source coordinate results are obtained through the combined calculation of multiple microphone arrays,  thereby achieving environmental sound sources and sound source locations. Accurate judgment and high-precision positioning 1. A sound sensing and locating method of humanoid robot,  wherein the sound sensing and locating method of humanoid robot comprises the following steps :  S1,  scientific layout of microphone array and sound basic collection design;  S2,  pre-processing the humanoid acoustic signal based on A weighted sound level;  S3,  calculating the sound source three-dimensional position of the point sound source radiation sound field algorithm;  S4,  multi-dimensional sound source positioning precision optimization strategy.",2026,G,China,,1.8068331143232588,2.365308804204993,,,20.0,,,,1.0,0.5534545454545455,1.8068331143232588,0.0,0.2767272727272727,1.0,1.8068331143232588,1.8068331143232588,0.0,,,0.0,0.5,0.054757015742642,0.2,418745386,2,CN122172122A
292,298,"This application discloses a motion control method,  device,  equipment and storage medium for a quadruped and legged wheeled robot,  which relates to the technical field of robot motion control and includes :  obtaining navigation instructions,  environmental image information and camera internal parameter information; constructing a corresponding local depth map based on the environment image information and the camera internal parameter information; analyze the corresponding obstacle position and landing position based on the local depth map to determine the obstacle position analysis result and the landing position analysis result; updating the navigation instruction based on the obstacle position analysis result and the landing position analysis result to generate a robot movement instruction; control the robot's travel,  obstacle avoidance or gait adjustment based on the robot motion instructions. This application constructs a local depth map to synchronously analyze obstacles and landing areas,  thereby generating motion instructions with both obstacle avoidance and gait adjustment,  so that the robot can independently select efficient and stable movement strategies in various terrains. 1. A motion control method of four-foot and leg wheel type robot,  wherein the method comprises :  obtaining navigation instruction,  environment image information and camera internal reference information;  constructing a corresponding local depth map based on the environment image information and the camera internal reference information;  based on the local depth map,  analyzing the corresponding obstacle position and foot position,  determining the obstacle position analysis result and foot position analysis result;  updating the navigation instruction based on the obstacle position analysis result and the foot position analysis result,  generating a robot motion instruction;  controlling the robot to travel,  avoid obstacle or adjust gait based on the robot movement instruction.",2026,G,China,,4.50065703022339,5.059132720105125,,,20.0,,,,1.0,0.2221897810218978,4.50065703022339,0.0,0.1333138686131386,1.0,4.50065703022339,4.50065703022339,0.0,,,0.0,0.6,1.6016427104722792,0.2,418664651,33,CN122172777A
293,299,"The invention discloses a quadruped robot reinforcement learning control method for migration from simulation to reality,  and belongs to the technical field of intelligent control The invention constructs the time series observation of the historical sliding window,  and only adopts the non-privileged state information of the robot body sensor as the strategy network input; dynamically adjust the complexity of the simulated terrain based on the evaluation results of the robot's horizontal traveling ability,  and inject seven types of multi-source uncertainties into the parallel simulation environment; calculate discount cumulative returns and advantage estimates using state transition data from parallel environments,  and iteratively update strategies and value network parameters through deep reinforcement learning; during the deployment phase,  the convergence network is loaded to generate control instructions,  and the operating data is recorded for subsequent optimization. The invention integrates non-privileged observation modeling,  course learning and multi-source disturbance injection,  significantly improves the stability,  robustness and simulation-to-reality migration performance of the quadruped robot in non-ideal environments,  reduces deployment costs,  and enhances long-term operation feasibility. 1. A four-foot robot reinforcement learning control method for simulating to real migration,  wherein it comprises the following steps :  S1,  obtaining the non-privileged observation information output by the four-foot robot main body sensor,  the non-privileged observation information comprises a machine body linear speed,  a machine body angular speed,  each joint position,  caching and splicing the non-privileged observation quantity of each joint speed and the joint control instruction of the last control period according to the preset history sliding window to form the time sequence state input;  S2,  in the simulation environment,  based on the displacement of the four-foot robot body on the horizontal plane in the preset evaluation time window,  calculating the horizontal travelling ability evaluation result,  and adjusting the terrain complexity level of the simulation environment according to this,  generating course terrain parameter;  S3,  in the simulation environment,  synchronously injecting the multi-source disturbance according to the preset random rule,  so as to construct the multi-source uncertainty model covering the control link,  the dynamic parameter and the external interference;  S4,  constructing a plurality of parallel simulation environments,  using the time sequence state input in each parallel simulation environment,  the course terrain parameter and the multi-source disturbance are interactively sampled,  the state and control related data are collected,  and based on the data,  the strategy network is iterated and updated by the depth strengthening learning algorithm,  so as to obtain the strategy network for four-foot robot control;  S5,  in the actual operation stage of the four-foot robot,  loading the strategy network of training convergence,  using the non-privileged time sequence state input consistent with the training stage as the network input to generate the joint control instruction,  at the same time,  recording the non-privileged observation information,  the control instruction and the key feedback data in the operation process.",2026,G,China,,0.8869908015768725,1.445466491458607,,,20.0,,,,1.0,1.0,0.8869908015768725,0.0,0.7,1.0,0.8869908015768725,0.8869908015768725,0.0,,,0.0,0.7,9.4072553045859,0.2,418665416,6,CN122172830A
294,300,"The invention provides a posture self-adaptive method and a posture self-adaptive device for a humanoid robot in a loading state. The posture self-adaptive method comprises the following steps of :  acquiring actual landing center point coordinates of a left foot and a right foot,  a hip joint side swing angle and a load eccentric distance as input data,  filtering the input data,  and determining a geometric boundary of a supporting polygon; combining the obtained current angle of each joint and the load eccentric distance after filtering to calculate the comprehensive center of gravity coordinate of the robot; comparing the current boundary margin with a preset safety threshold to evaluate the risk level of roll instability and determine the corresponding adjustment amount of the lateral distance between the feet; calculate the hip joint side swing angle change according to the adjustment amount of the lateral distance between the two feet,  and drive the leg movements to adjust the lateral distance between the two feet based on the hip joint side swing angle change; obtain the width of the support polygon based on the adjusted lateral distance between the feet,  accommodate the coordinates of the center of gravity projection point through the width of the support polygon,  and output the robot posture adaptive balance result. 1. A posture self-adaptive method under loading state of humanoid robot,  wherein the method comprises :  obtaining the actual landing centre point coordinate of the left and right feet,  the hip joint side swinging angle and the load eccentric distance as the input data,  filtering the input data,  determining the geometric boundary of the supporting polygon;  combining the obtained current angle of each joint and the filtered load eccentric distance,  calculating the comprehensive gravity centre coordinate of the robot;  projecting the comprehensive gravity centre coordinate to the ground support surface along the gravity direction to obtain the gravity centre projection point coordinate,  and calculating the distance from the gravity centre projection point coordinate to the geometric boundary of the support polygon,  determining the current boundary margin;  according to the current boundary margin and the preset safety threshold value,  evaluating the risk level of side-tipping instability,  determining the corresponding double-foot transverse distance adjusting amount;  calculating the lateral swinging angle variation of the hip joint according to the lateral distance adjusting amount of the two feet,  driving the leg part to act to adjust the lateral distance of the two feet based on the lateral swinging angle variation of the hip joint;  obtaining the width of the supporting polygon based on the adjusted transverse distance of the two feet,  and outputting the self-adaptive balance result of the robot posture by containing the gravity centre projection point coordinate through the width of the supporting polygon.",2026,G,China,,4.303547963206308,4.862023653088042,,,20.0,,,,1.0,0.2323664122137404,4.303547963206308,0.0,0.1394198473282442,1.0,4.303547963206308,4.303547963206308,0.0,,,0.0,0.6,,0.2,418706880,1,CN122174868A
295,302,"A linear actuator for humanoid robot The invention relates to the field of robot parts,  in particular to a linear actuating mechanism applied to a humanoid robot. The linear actuating mechanism comprises a driving structure,  a spiral spring structure and an accessory structure,  wherein the driving structure comprises a linear motor; a driver is arranged at the bottom of the linear motor; a sensor group is arranged at the end part of the linear motor; and a tension and pressure sensor is arranged at one end of the linear motor far away from the sensor group The spiral spring structure comprises a spiral spring,  two ends of the spiral spring are respectively provided with a spring supporting seat and a spring supporting seat II,  and the spring supporting seat is provided with a fixed barrel The accessory structure includes a connecting rod and a connecting rod II. Compared with the prior art,  the utility model has the advantages that the planetary roller lead screw transmission component is reduced,  the efficiency is high,  the weight is light and the cost is saved; reduce mechanical resistance and noise,  making linear actuators run more silky. Undertake the functions of shock absorption,  energy storage and limit. Provides active stroke,  stiffness,  damping adjustment functions. 1. A linear executing mechanism applied to humanoid robot,  comprising a driving structure (1),  a spiral spring structure (2) and an accessory structure (3),  wherein the driving structure (1) comprises a linear motor (11),  the bottom of the linear motor (11) is provided with a driver (12),  the end part of the linear motor (11) is provided with a sensor group (13),  one end of the linear motor (11) far away from the sensor group (13) is provided with a pull pressure sensor (14);  the spiral spring structure (2) comprises a spiral spring (21),  two ends of the spiral spring (21) are respectively provided with a spring supporting seat (22) and a spring supporting seat two (23),  the spring supporting seat (22) is provided with a fixing cylinder (24);  the accessory structure (3) comprises a connecting rod (31) and a second connecting rod (32).",2025,B,China,11.202365308804204,11.202365308804204,,0.9336071184120466,9.065023956194388,9.998631074606434,,0.0933734939759036,1.0,1.0,0.0892668621700879,1.0,0.0933734939759036,0.0624868035190615,0.0,22.404730617608408,11.202365308804204,0.0,,,0.0,0.7,2.31895961670089,0.2,418751255,12,CN224334489U
296,303,"The utility model discloses a leg component of a quadruped robot and the quadruped robot Belongs to the field of quadruped robots,  it solves the problem of low assembly efficiency and easy loosening of leg components The technical solution to solve this problem mainly includes a first motor,  a second motor,  a thigh mechanism,  a calf mechanism and a foot end connected in sequence The second motor is fixedly installed on the thigh mechanism and is drivingly connected to the calf mechanism The first motor is used to drive the thigh mechanism to swing The second motor is used to drive the calf mechanism to swing The output end of the first motor is connected to an adapter that outputs torque to the second motor to drive the thigh mechanism to swing. The second motor includes a shell. The adapter and the shell are anti-rotation matched through a connecting component. The connecting component is set on the outside of the adapter and the housing,  and applies pressure inward to limit the adapter and the housing from being separated from each other. The utility model is mainly used for improving the assembly efficiency of the leg assembly. 1. A leg assembly of four-foot robot,  comprising a first motor,  a second motor,  a thigh mechanism,  a calf mechanism and a foot end,  wherein the second motor is fixedly installed on the thigh mechanism and in transmission connection with the calf mechanism,  the first motor is used for driving the thigh mechanism to swing,  the second motor is used for driving the calf mechanism to swing,  wherein the output end of the first motor is connected with an adapter for outputting torque to the second motor to drive the thigh mechanism to swing,  the second motor comprises a shell,  the adapter and the shell are in rotation-stopping cooperation through a connecting component,  the connecting component is sleeved on the outer sides of the adapter and the shell,  the connecting component comprises a first anchor ear and a second anchor ear which are spliced with each other.",2025,B,China,10.085413929040737,10.085413929040737,,0.840520191649555,9.158110882956878,9.998631074606434,,0.0840635268346111,1.0,1.0,0.0991530944625407,1.0,0.0840635268346111,0.0694071661237785,0.0,20.17082785808147,10.085413929040737,0.0,,,0.0,0.7,1.2375085557837098,0.2,418689688,0,CN224335732U
297,304,"The utility model discloses a quadruped robot Belongs to the field of quadruped robots,  it solves the problem that the assembly of quadruped robots is cumbersome and inefficient The technical solution to this problem mainly includes a trunk,  four leg modules and a control box that controls the operation of the quadruped robot The leg module includes a first motor,  a second motor,  a third motor,  a thigh mechanism,  a calf mechanism and a foot end piece,  the first motor is installed on the trunk,  the adapter of the first motor is connected to the connecting component The connecting component of the first motor is set on the outside of the second motor The connecting component of the second motor is sleeved on the outside of the adapter and the third motor. The third motor is fixedly connected to the thigh mechanism through the connecting component. The adapter of the third motor is connected to the calf mechanism through the connecting rod. The control box is installed on the trunk. Inside,  the first motor,  the second motor and the third motor are all electrically connected to the control box The utility model is mainly used for improving the assembly efficiency and maintenance efficiency of the quadruped robot. 1. A four-foot robot,  wherein it comprises a trunk,  four leg modules and a control box for controlling the operation of the four-foot robot,  the leg module comprises a first motor,  a second motor,  a third motor,  a thigh mechanism,  a shank mechanism and a foot end piece,  the first motor,  the second motor and the third motor are connected with a detachable connecting component and an adaptor for outputting torque,  the first motor is installed on the trunk,  the adaptor of the first motor is connected with the connecting component,  the connecting component of the first motor is sleeved on the outer side of the second motor and is matched with the second motor,  the connecting component of the second motor is sleeved on the outer side of the switching component and the third motor,  so as to realize the rotation-stopping matching of the switching component of the second motor and the third motor,  the third motor is fixedly connected with the thigh mechanism through the connecting component,  the switching component of the third motor is connected with the shank mechanism through the connecting rod,  the first motor,  the second motor and the third motor are electrically connected with the control box.",2025,B,China,10.085413929040737,10.085413929040737,,0.840520191649555,9.158110882956878,9.998631074606434,,0.0840635268346111,1.0,1.0,0.0991530944625407,1.0,0.0840635268346111,0.0793224755700325,0.0,20.17082785808147,10.085413929040737,0.0,,,0.0,0.8,1.2375085557837098,0.2,418689981,0,CN224335736U
