"doc_id","split"
2140,"train"
2141,"train"
2142,"test"
2143,"test"
2144,"test"
2145,"train"
2146,"test"
2147,"train"
2148,"train"
2149,"test"
2150,"test"
2151,"train"
2152,"train"
2153,"train"
2154,"train"
2155,"test"
2156,"train"
2157,"test"
2158,"train"
2159,"train"
2160,"train"
2161,"test"
2162,"train"
2163,"train"
2164,"train"
2165,"test"
2166,"train"
2167,"train"
2168,"test"
2169,"train"
2170,"train"
2171,"train"
2172,"train"
2173,"train"
2174,"test"
2175,"train"
2176,"train"
2177,"train"
2178,"test"
2179,"train"
2180,"test"
2181,"train"
2182,"train"
2183,"train"
2184,"test"
2185,"test"
2186,"train"
2187,"train"
2188,"train"
2189,"test"
2190,"test"
2191,"train"
2192,"train"
2193,"train"
2194,"train"
2195,"train"
2196,"train"
2197,"test"
2198,"train"
2199,"test"
2200,"train"
2201,"train"
2202,"train"
2203,"train"
2204,"test"
2205,"test"
2206,"train"
2207,"train"
2208,"test"
2209,"train"
2210,"train"
2211,"train"
2212,"train"
2213,"test"
2214,"test"
2215,"test"
2216,"train"
2217,"train"
2218,"train"
2219,"train"
2220,"train"
2221,"test"
2222,"train"
2223,"train"
2224,"train"
2225,"test"
2226,"test"
2227,"train"
2228,"test"
2229,"train"
2230,"train"
2231,"test"
2232,"test"
2233,"train"
2234,"test"
2235,"train"
2236,"train"
2237,"test"
2238,"test"
2239,"test"
2240,"train"
2241,"train"
2242,"train"
2243,"train"
2244,"test"
2245,"train"
2246,"test"
2247,"train"
2248,"train"
2249,"train"
2250,"train"
2251,"train"
2252,"train"
2253,"train"
2254,"train"
2255,"train"
2256,"train"
2257,"train"
2258,"test"
2259,"test"
2260,"test"
2261,"train"
2262,"train"
2263,"train"
2264,"train"
2265,"train"
2266,"train"
2267,"train"
2268,"train"
2269,"train"
2270,"train"
2271,"test"
2272,"train"
2273,"train"
2274,"train"
2275,"train"
2276,"train"
2277,"train"
2278,"train"
2279,"train"
2280,"train"
2281,"train"
2282,"test"
2283,"test"
2284,"test"
2285,"test"
2286,"train"
2287,"train"
2288,"train"
2289,"train"
2290,"test"
2291,"train"
2292,"train"
2293,"test"
2294,"train"
2295,"train"
2296,"train"
2297,"train"
2298,"train"
2299,"train"
2300,"train"
2301,"train"
2302,"test"
2303,"train"
2304,"train"
2305,"test"
2306,"train"
2307,"train"
2308,"train"
2309,"train"
2310,"train"
2311,"test"
2312,"train"
2313,"test"
2314,"test"
2315,"test"
2316,"train"
2317,"train"
2318,"train"
2319,"train"
2320,"train"
2321,"test"
2322,"train"
2323,"train"
2324,"test"
2325,"test"
2326,"train"
2327,"train"
2328,"test"
2329,"test"
2330,"test"
2331,"train"
2332,"train"
2333,"test"
2334,"train"
2335,"test"
2336,"train"
2337,"train"
2338,"train"
2339,"train"
2340,"test"
2341,"train"
2342,"train"
2343,"train"
2344,"train"
2345,"train"
2346,"test"
2347,"test"
2348,"train"
2349,"train"
2350,"train"
2351,"train"
2352,"train"
2353,"test"
2354,"train"
2355,"test"
2356,"train"
2357,"test"
2358,"train"
2359,"train"
2360,"train"
2361,"test"
2362,"test"
2363,"train"
2364,"test"
2365,"train"
2366,"test"
2367,"train"
2368,"train"
2369,"train"
2370,"test"
2371,"train"
2372,"test"
2373,"train"
2374,"train"
2375,"train"
2376,"train"
2377,"train"
2378,"train"
2379,"train"
2380,"train"
2381,"test"
2382,"test"
2383,"train"
2384,"train"
2385,"train"
2386,"train"
2387,"train"
2388,"test"
2389,"train"
2390,"train"
2391,"test"
2392,"test"
2393,"train"
2394,"test"
2395,"train"
2396,"train"
2397,"test"
2398,"train"
2399,"train"
2400,"test"
2401,"train"
2402,"train"
2403,"train"
2404,"train"
2405,"train"
2406,"test"
2407,"test"
2408,"train"
2409,"train"
2410,"train"
2411,"train"
2412,"train"
2413,"test"
2414,"train"
2415,"train"
2416,"train"
2417,"test"
2418,"train"
2419,"train"
2420,"train"
2421,"train"
2422,"test"
2423,"test"
2424,"test"
2425,"train"
2426,"train"
2427,"test"
2428,"train"
2429,"test"
2430,"test"
2431,"test"
2432,"train"
2433,"test"
2434,"test"
2435,"test"
2436,"train"
2437,"train"
2438,"test"
2439,"train"
2440,"train"
2441,"train"
2442,"train"
2443,"train"
2444,"test"
2445,"train"
2446,"test"
2447,"train"
2448,"train"
2449,"train"
2450,"train"
2451,"train"
2452,"test"
2453,"train"
2454,"train"
2455,"train"
2456,"test"
2457,"test"
2458,"test"
2459,"train"
2460,"train"
2461,"train"
2462,"train"
2463,"train"
2464,"test"
2465,"train"
2466,"train"
2467,"train"
2468,"train"
2469,"train"
2470,"train"
2471,"train"
2472,"test"
2473,"test"
2474,"train"
2475,"train"
2476,"test"
2477,"train"
2478,"train"
2479,"train"
2480,"test"
2481,"train"
2482,"train"
2483,"train"
2484,"train"
2485,"train"
2486,"train"
2487,"train"
2488,"train"
2489,"test"
2490,"train"
2491,"train"
2492,"train"
2493,"train"
2494,"test"
2495,"train"
2496,"train"
2497,"train"
2498,"train"
2499,"train"
2500,"train"
2501,"test"
2502,"train"
2503,"train"
2504,"train"
2505,"train"
2506,"test"
2507,"train"
2508,"train"
2509,"train"
2510,"train"
2511,"train"
2512,"test"
2513,"train"
2514,"train"
2515,"test"
2516,"train"
2517,"train"
2518,"train"
2519,"test"
2520,"train"
2521,"train"
2522,"train"
2523,"test"
2524,"train"
2525,"train"
2526,"train"
2527,"test"
2528,"test"
2529,"test"
2530,"train"
2531,"test"
2532,"train"
2533,"train"
2534,"train"
2535,"test"
2536,"train"
2537,"train"
2538,"train"
2539,"test"
2540,"train"
2541,"train"
2542,"train"
2543,"train"
2544,"train"
2545,"train"
2546,"train"
2547,"train"
2548,"train"
2549,"train"
2550,"test"
2551,"train"
2552,"train"
2553,"train"
2554,"train"
2555,"train"
2556,"train"
2557,"train"
2558,"train"
2559,"train"
2560,"test"
2561,"test"
2562,"train"
2563,"train"
2564,"test"
2565,"test"
2566,"test"
2567,"train"
2568,"train"
2569,"train"
2570,"test"
2571,"test"
2572,"test"
2573,"train"
2574,"test"
2575,"train"
2576,"train"
2577,"train"
2578,"test"
2579,"train"
2580,"train"
2581,"train"
2582,"train"
2583,"test"
2584,"train"
2585,"train"
2586,"test"
2587,"train"
2588,"test"
2589,"train"
2590,"train"
2591,"train"
2592,"train"
2593,"train"
2594,"test"
2595,"train"
2596,"train"
2597,"train"
2598,"test"
2599,"train"
2600,"test"
2601,"train"
2602,"train"
2603,"train"
2604,"train"
2605,"train"
2606,"test"
2607,"train"
2608,"train"
2609,"test"
2610,"test"
2611,"train"
2612,"test"
2613,"test"
2614,"train"
2615,"train"
2616,"test"
2617,"train"
2618,"train"
2619,"test"
2620,"train"
2621,"train"
2622,"train"
2623,"test"
2624,"train"
2625,"test"
2626,"train"
2627,"train"
2628,"train"
2629,"train"
2630,"train"
2631,"train"
2632,"test"
2633,"train"
2634,"train"
2635,"train"
2636,"test"
2637,"train"
2638,"train"
2639,"train"
2640,"train"
2641,"test"
2642,"train"
2643,"test"
2644,"test"
2645,"train"
2646,"train"
2647,"train"
2648,"test"
2649,"train"
2650,"test"
2651,"test"
2652,"test"
2653,"test"
2654,"train"
2655,"train"
2656,"test"
2657,"train"
2658,"train"
2659,"test"
2660,"train"
2661,"train"
2662,"train"
2663,"train"
2664,"test"
2665,"train"
2666,"train"
2667,"train"
2668,"train"
2669,"test"
2670,"test"
2671,"test"
2672,"train"
2673,"train"
2674,"train"
2675,"train"
2676,"train"
2677,"train"
2678,"train"
2679,"train"
2680,"test"
2681,"test"
2682,"train"
2683,"test"
2684,"train"
2685,"test"
2686,"train"
2687,"train"
2688,"train"
2689,"train"
2690,"train"
2691,"train"
2692,"train"
2693,"train"
2694,"train"
2695,"train"
2696,"train"
2697,"train"
2698,"train"
2699,"test"
2700,"train"
2701,"train"
2702,"test"
2703,"train"
2704,"train"
2705,"train"
2706,"test"
2707,"train"
2708,"train"
2709,"test"
2710,"train"
2711,"train"
2712,"train"
2713,"train"
2714,"train"
2715,"train"
2716,"train"
2717,"test"
2718,"train"
2719,"train"
2720,"train"
2721,"test"
2722,"train"
2723,"test"
2724,"train"
2725,"train"
2726,"test"
2727,"train"
2728,"train"
2729,"test"
2730,"test"
2731,"train"
2732,"train"
2733,"train"
2734,"train"
2735,"train"
2736,"test"
2737,"test"
2738,"test"
2739,"train"
2740,"train"
2741,"train"
2742,"train"
2743,"test"
2744,"train"
2745,"train"
2746,"test"
2747,"train"
2748,"train"
2749,"test"
2750,"train"
2751,"test"
2752,"train"
2753,"train"
2754,"train"
2755,"test"
2756,"train"
2757,"test"
2758,"train"
2759,"train"
2760,"train"
2761,"train"
2762,"train"
2763,"train"
2764,"train"
2765,"test"
2766,"train"
2767,"train"
2768,"train"
2769,"train"
2770,"test"
2771,"train"
2772,"train"
2773,"train"
2774,"train"
2775,"test"
2776,"train"
2777,"test"
2778,"train"
2779,"train"
2780,"train"
2781,"train"
2782,"train"
2783,"train"
2784,"test"
2785,"test"
2786,"train"
2787,"test"
2788,"train"
2789,"test"
2790,"train"
2791,"train"
2792,"train"
2793,"train"
2794,"train"
2795,"train"
2796,"test"
2797,"train"
2798,"train"
2799,"test"
2800,"test"
2801,"train"
2802,"test"
2803,"train"
2804,"test"
2805,"train"
2806,"test"
2807,"train"
2808,"train"
2809,"test"
2810,"test"
2811,"train"
2812,"test"
2813,"train"
2814,"train"
2815,"test"
2816,"test"
2817,"test"
2818,"train"
2819,"test"
2820,"train"
2821,"train"
2822,"test"
2823,"train"
2824,"train"
2825,"train"
2826,"train"
2827,"train"
2828,"train"
2829,"test"
2830,"test"
2831,"train"
2832,"train"
2833,"train"
2834,"train"
2835,"train"
2836,"train"
2837,"test"
2838,"test"
2839,"train"
2840,"train"
2841,"train"
2842,"train"
2843,"train"
2844,"train"
2845,"train"
2846,"train"
2847,"train"
2848,"test"
2849,"train"
2850,"train"
2851,"train"
2852,"train"
2853,"train"
2854,"train"
2855,"train"
2856,"train"
2857,"train"
2858,"train"
2859,"train"
2860,"train"
2861,"train"
2862,"train"
2863,"train"
2864,"test"
2865,"train"
2866,"train"
2867,"test"
2868,"train"
2869,"train"
2870,"test"
2871,"train"
2872,"test"
2873,"test"
2874,"train"
2875,"train"
2876,"test"
2877,"train"
2878,"train"
2879,"train"
2880,"train"
2881,"train"
2882,"train"
2883,"train"
2884,"train"
2885,"test"
2886,"test"
2887,"train"
2888,"train"
2889,"train"
2890,"train"
2891,"test"
2892,"test"
2893,"train"
2894,"test"
2895,"train"
2896,"test"
2897,"test"
2898,"train"
2899,"train"
2900,"train"
2901,"test"
2902,"train"
2903,"train"
2904,"train"
2905,"train"
2906,"train"
2907,"test"
2908,"train"
2909,"test"
2910,"train"
2911,"train"
2912,"train"
2913,"train"
2914,"train"
2915,"train"
2916,"train"
2917,"train"
2918,"train"
2919,"test"
2920,"train"
2921,"test"
2922,"test"
2923,"train"
2924,"test"
2925,"train"
2926,"train"
2927,"train"
2928,"train"
2929,"train"
2930,"train"
2931,"train"
2932,"test"
2933,"train"
2934,"test"
2935,"train"
2936,"train"
2937,"test"
2938,"train"
2939,"train"
2940,"test"
2941,"train"
2942,"test"
2943,"train"
2944,"train"
2945,"test"
2946,"train"
2947,"train"
2948,"test"
2949,"train"
2950,"train"
2951,"train"
2952,"test"
2953,"test"
2954,"test"
2955,"train"
2956,"test"
2957,"test"
2958,"train"
2959,"test"
2960,"train"
2961,"train"
2962,"train"
2963,"test"
2964,"test"
2965,"train"
2966,"train"
2967,"train"
2968,"train"
2969,"test"
2970,"test"
2971,"train"
2972,"train"
2973,"train"
2974,"test"
2975,"test"
2976,"test"
2977,"train"
2978,"test"
2979,"test"
2980,"train"
2981,"test"
2982,"test"
2983,"train"
2984,"train"
2985,"train"
2986,"train"
2987,"test"
2988,"train"
2989,"train"
2990,"train"
2991,"test"
2992,"test"
2993,"train"
2994,"train"
2995,"train"
2996,"test"
2997,"test"
2998,"train"
2999,"test"
3000,"train"
3001,"test"
3002,"test"
3003,"train"
3004,"train"
3005,"train"
3006,"test"
3007,"train"
3008,"train"
3009,"train"
3010,"train"
3011,"train"
3012,"train"
3013,"train"
3014,"train"
3015,"test"
3016,"test"
3017,"train"
3018,"train"
3019,"train"
3020,"train"
3021,"test"
3022,"train"
3023,"test"
3024,"train"
3025,"train"
3026,"train"
3027,"test"
3028,"test"
3029,"train"
3030,"train"
3031,"test"
3032,"train"
3033,"test"
3034,"train"
3035,"train"
3036,"test"
3037,"train"
3038,"test"
3039,"train"
3040,"test"
3041,"test"
3042,"train"
3043,"train"
3044,"test"
3045,"train"
3046,"test"
3047,"test"
3048,"test"
3049,"train"
3050,"train"
3051,"test"
3052,"test"
3053,"test"
3054,"test"
3055,"train"
3056,"train"
3057,"train"
3058,"train"
3059,"test"
3060,"train"
3061,"test"
3062,"train"
3063,"train"
3064,"train"
3065,"train"
3066,"train"
3067,"train"
3068,"train"
3069,"test"
3070,"test"
3071,"test"
3072,"train"
3073,"test"
3074,"train"
3075,"test"
3076,"train"
3077,"train"
3078,"train"
3079,"test"
3080,"test"
3081,"train"
3082,"train"
3083,"test"
3084,"train"
3085,"train"
3086,"test"
3087,"train"
3088,"test"
3089,"train"
3090,"train"
3091,"train"
3092,"train"
3093,"train"
3094,"train"
3095,"train"
3096,"test"
3097,"train"
3098,"train"
3099,"test"
3100,"test"
3101,"train"
3102,"test"
3103,"test"
3104,"train"
3105,"train"
3106,"train"
3107,"test"
3108,"train"
3109,"train"
3110,"train"
3111,"train"
3112,"test"
3113,"train"
3114,"test"
3115,"train"
3116,"test"
3117,"test"
3118,"train"
3119,"test"
3120,"test"
3121,"train"
3122,"test"
3123,"train"
3124,"train"
3125,"train"
3126,"train"
3127,"test"
3128,"train"
3129,"train"
3130,"test"
3131,"train"
3132,"train"
3133,"train"
3134,"train"
3135,"train"
3136,"test"
3137,"test"
3138,"test"
3139,"train"
3140,"train"
3141,"train"
3142,"train"
3143,"train"
3144,"train"
3145,"test"
3146,"train"
3147,"train"
3148,"train"
3149,"train"
3150,"train"
3151,"test"
3152,"train"
3153,"train"
3154,"train"
3155,"train"
3156,"test"
3157,"train"
3158,"train"
3159,"train"
3160,"train"
3161,"train"
3162,"train"
3163,"train"
3164,"test"
3165,"train"
3166,"train"
3167,"train"
3168,"train"
3169,"test"
3170,"train"
3171,"test"
3172,"train"
3173,"train"
3174,"train"
3175,"train"
3176,"train"
3177,"test"
3178,"test"
3179,"train"
3180,"train"
3181,"train"
3182,"test"
3183,"train"
3184,"test"
3185,"train"
3186,"train"
3187,"train"
3188,"test"
3189,"train"
3190,"train"
3191,"train"
3192,"test"
3193,"train"
3194,"train"
3195,"train"
3196,"test"
3197,"train"
3198,"test"
3199,"train"
3200,"test"
3201,"train"
3202,"train"
3203,"test"
3204,"train"
3205,"train"
3206,"train"
3207,"train"
3208,"train"
3209,"train"
3210,"train"
3211,"train"
3212,"test"
3213,"train"
3214,"train"
3215,"test"
3216,"train"
3217,"train"
3218,"train"
3219,"train"
3220,"test"
3221,"train"
3222,"test"
3223,"train"
3224,"train"
3225,"train"
3226,"train"
3227,"test"
3228,"train"
3229,"test"
3230,"train"
3231,"train"
3232,"test"
3233,"train"
3234,"train"
3235,"test"
3236,"train"
3237,"train"
3238,"train"
3239,"test"
3240,"test"
3241,"train"
3242,"train"
3243,"test"
3244,"test"
3245,"train"
3246,"test"
3247,"test"
3248,"train"
3249,"train"
3250,"test"
3251,"train"
3252,"train"
3253,"train"
3254,"train"
3255,"train"
3256,"train"
3257,"test"
3258,"train"
3259,"train"
3260,"train"
3261,"train"
3262,"train"
3263,"test"
3264,"train"
3265,"train"
3266,"test"
3267,"train"
3268,"test"
3269,"train"
3270,"train"
3271,"test"
3272,"test"
3273,"test"
3274,"test"
3275,"train"
3276,"train"
3277,"train"
3278,"train"
3279,"train"
3280,"test"
3281,"train"
3282,"train"
3283,"train"
3284,"train"
3285,"train"
3286,"train"
3287,"train"
3288,"test"
3289,"train"
3290,"train"
3291,"train"
3292,"train"
3293,"test"
3294,"train"
3295,"test"
3296,"train"
3297,"train"
3298,"train"
3299,"train"
3300,"train"
3301,"test"
3302,"train"
3303,"train"
3304,"train"
3305,"train"
3306,"train"
3307,"train"
3308,"train"
3309,"train"
3310,"train"
3311,"train"
3312,"train"
3313,"train"
3314,"test"
3315,"test"
3316,"test"
3317,"train"
3318,"train"
3319,"train"
3320,"train"
3321,"train"
3322,"train"
3323,"test"
3324,"train"
3325,"train"
3326,"train"
3327,"train"
3328,"train"
3329,"train"
3330,"train"
3331,"train"
3332,"train"
3333,"test"
3334,"train"
3335,"train"
3336,"train"
3337,"train"
3338,"train"
3339,"test"
3340,"train"
3341,"train"
3342,"train"
3343,"train"
3344,"train"
3345,"test"
3346,"train"
3347,"train"
3348,"train"
3349,"test"
3350,"test"
3351,"test"
3352,"train"
3353,"test"
3354,"train"
3355,"test"
3356,"train"
3357,"test"
3358,"train"
3359,"train"
3360,"train"
3361,"test"
3362,"train"
3363,"train"
3364,"train"
3365,"test"
3366,"train"
3367,"train"
3368,"train"
3369,"train"
3370,"test"
3371,"train"
3372,"train"
3373,"train"
3374,"train"
3375,"train"
3376,"train"
3377,"test"
3378,"test"
3379,"test"
3380,"train"
3381,"train"
3382,"test"
3383,"test"
3384,"train"
3385,"train"
3386,"train"
3387,"train"
3388,"train"
3389,"train"
3390,"test"
3391,"test"
3392,"train"
3393,"test"
3394,"train"
3395,"test"
3396,"train"
3397,"train"
3398,"train"
3399,"test"
3400,"train"
3401,"test"
3402,"test"
3403,"test"
3404,"train"
3405,"train"
3406,"train"
3407,"test"
3408,"train"
3409,"test"
3410,"train"
3411,"test"
3412,"test"
3413,"train"
3414,"test"
3415,"test"
3416,"train"
3417,"test"
3418,"train"
3419,"train"
3420,"test"
3421,"train"
3422,"train"
3423,"train"
3424,"train"
3425,"train"
3426,"train"
3427,"train"
3428,"train"
3429,"train"
3430,"train"
3431,"test"
3432,"train"
3433,"train"
3434,"train"
3435,"train"
3436,"train"
3437,"train"
3438,"train"
3439,"test"
3440,"train"
3441,"train"
3442,"train"
3443,"train"
3444,"train"
3445,"train"
3446,"test"
3447,"train"
3448,"train"
3449,"train"
3450,"test"
3451,"train"
3452,"train"
3453,"train"
3454,"train"
3455,"train"
3456,"train"
3457,"test"
3458,"test"
3459,"test"
3460,"train"
3461,"test"
3462,"train"
3463,"train"
3464,"train"
3465,"train"
3466,"train"
3467,"train"
3468,"train"
3469,"train"
3470,"train"
3471,"train"
3472,"test"
3473,"train"
3474,"train"
3475,"train"
3476,"train"
3477,"train"
3478,"train"
3479,"test"
3480,"test"
3481,"train"
3482,"train"
3483,"train"
3484,"train"
3485,"train"
3486,"test"
3487,"train"
3488,"train"
3489,"train"
3490,"train"
3491,"train"
3492,"train"
3493,"test"
3494,"train"
3495,"train"
3496,"train"
3497,"test"
3498,"test"
3499,"train"
3500,"train"
3501,"train"
3502,"train"
3503,"train"
3504,"test"
3505,"test"
3506,"train"
3507,"train"
3508,"train"
3509,"train"
3510,"train"
3511,"train"
3512,"train"
3513,"train"
3514,"train"
3515,"train"
3516,"test"
3517,"train"
3518,"test"
3519,"train"
3520,"train"
3521,"train"
3522,"train"
3523,"train"
3524,"train"
3525,"test"
3526,"train"
3527,"train"
3528,"train"
3529,"train"
3530,"test"
3531,"train"
3532,"train"
3533,"test"
3534,"test"
3535,"train"
3536,"train"
3537,"test"
3538,"train"
3539,"train"
3540,"train"
3541,"test"
3542,"train"
3543,"test"
3544,"train"
3545,"train"
3546,"train"
3547,"train"
3548,"train"
3549,"train"
3550,"test"
3551,"train"
3552,"train"
3553,"train"
3554,"train"
3555,"train"
3556,"train"
3557,"train"
3558,"test"
3559,"test"
3560,"train"
3561,"test"
3562,"test"
3563,"train"
3564,"train"
3565,"test"
3566,"test"
3567,"train"
3568,"train"
3569,"test"
3570,"test"
3571,"test"
3572,"train"
3573,"test"
3574,"train"
3575,"test"
3576,"test"
3577,"test"
3578,"test"
3579,"test"
3580,"train"
3581,"test"
3582,"train"
3583,"train"
3584,"train"
3585,"train"
3586,"test"
3587,"test"
3588,"train"
3589,"test"
3590,"train"
3591,"test"
3592,"train"
3593,"train"
3594,"test"
3595,"test"
3596,"test"
3597,"train"
3598,"train"
3599,"train"
3600,"train"
3601,"train"
3602,"train"
3603,"train"
3604,"train"
3605,"test"
3606,"train"
3607,"test"
3608,"train"
3609,"train"
3610,"train"
3611,"train"
3612,"test"
3613,"train"
3614,"train"
3615,"train"
3616,"test"
3617,"train"
3618,"train"
3619,"train"
3620,"train"
3621,"test"
3622,"test"
3623,"train"
3624,"train"
3625,"test"
3626,"train"
3627,"train"
3628,"test"
3629,"test"
3630,"test"
3631,"test"
3632,"test"
3633,"train"
3634,"train"
3635,"train"
3636,"train"
3637,"train"
3638,"train"
3639,"test"
3640,"train"
3641,"train"
3642,"test"
3643,"test"
3644,"train"
3645,"train"
3646,"test"
3647,"train"
3648,"train"
3649,"train"
3650,"train"
3651,"train"
3652,"test"
3653,"test"
3654,"test"
3655,"train"
3656,"train"
3657,"train"
3658,"test"
3659,"train"
3660,"test"
3661,"train"
3662,"train"
3663,"train"
3664,"test"
3665,"test"
3666,"train"
3667,"train"
3668,"train"
3669,"train"
3670,"test"
3671,"train"
3672,"train"
3673,"test"
3674,"test"
3675,"train"
3676,"train"
3677,"test"
3678,"train"
3679,"train"
3680,"train"
3681,"train"
3682,"train"
3683,"train"
3684,"train"
3685,"train"
3686,"train"
3687,"train"
3688,"train"
3689,"train"
3690,"train"
3691,"test"
3692,"test"
3693,"test"
3694,"train"
3695,"test"
3696,"train"
3697,"train"
3698,"train"
3699,"train"
3700,"train"
3701,"train"
3702,"test"
3703,"train"
3704,"test"
3705,"test"
3706,"train"
3707,"train"
3708,"train"
3709,"train"
3710,"test"
3711,"train"
3712,"test"
3713,"train"
3714,"train"
3715,"test"
3716,"train"
3717,"test"
3718,"test"
3719,"train"
3720,"train"
3721,"test"
3722,"train"
3723,"train"
3724,"train"
3725,"train"
3726,"train"
3727,"train"
3728,"test"
3729,"train"
3730,"train"
3731,"train"
3732,"train"
3733,"train"
3734,"train"
3735,"train"
3736,"train"
3737,"test"
3738,"train"
3739,"train"
3740,"test"
3741,"test"
3742,"train"
3743,"train"
3744,"train"
3745,"test"
3746,"train"
3747,"test"
3748,"train"
3749,"train"
3750,"test"
3751,"train"
3752,"train"
3753,"train"
3754,"train"
3755,"train"
3756,"train"
3757,"train"
3758,"train"
3759,"train"
3760,"train"
3761,"train"
3762,"test"
3763,"train"
3764,"train"
3765,"test"
3766,"train"
3767,"train"
3768,"train"
3769,"train"
3770,"train"
3771,"train"
3772,"test"
3773,"train"
3774,"train"
3775,"train"
3776,"train"
3777,"test"
3778,"train"
3779,"train"
3780,"train"
3781,"train"
3782,"test"
3783,"train"
3784,"train"
3785,"train"
3786,"train"
3787,"train"
3788,"train"
3789,"train"
3790,"train"
3791,"train"
3792,"train"
3793,"train"
3794,"test"
3795,"train"
3796,"train"
3797,"train"
3798,"train"
3799,"train"
3800,"test"
3801,"train"
3802,"train"
3803,"train"
3804,"train"
3805,"train"
3806,"train"
3807,"test"
3808,"test"
3809,"train"
3810,"train"
3811,"test"
3812,"train"
3813,"train"
3814,"test"
3815,"train"
3816,"train"
3817,"test"
3818,"test"
3819,"test"
3820,"train"
3821,"train"
3822,"train"
3823,"train"
3824,"train"
3825,"train"
3826,"train"
3827,"test"
3828,"train"
3829,"test"
3830,"train"
3831,"train"
3832,"train"
3833,"train"
3834,"train"
3835,"test"
3836,"train"
3837,"train"
3838,"test"
3839,"test"
3840,"train"
3841,"test"
3842,"test"
3843,"train"
3844,"test"
3845,"train"
3846,"test"
3847,"train"
3848,"train"
3849,"test"
3850,"test"
3851,"train"
3852,"train"
3853,"test"
3854,"test"
3855,"test"
3856,"test"
3857,"train"
3858,"train"
3859,"train"
3860,"train"
3861,"test"
3862,"test"
3863,"train"
3864,"train"
3865,"test"
3866,"train"
3867,"train"
3868,"train"
3869,"train"
3870,"train"
3871,"train"
3872,"train"
3873,"train"
3874,"train"
3875,"train"
3876,"train"
3877,"train"
3878,"train"
3879,"test"
3880,"test"
3881,"test"
3882,"train"
3883,"train"
3884,"test"
3885,"test"
3886,"test"
3887,"train"
3888,"test"
3889,"train"
3890,"train"
3891,"train"
3892,"train"
3893,"train"
3894,"test"
3895,"train"
3896,"train"
3897,"test"
3898,"test"
3899,"test"
3900,"train"
3901,"test"
3902,"train"
3903,"train"
3904,"train"
3905,"train"
3906,"train"
3907,"train"
3908,"train"
3909,"test"
3910,"train"
3911,"train"
3912,"test"
3913,"train"
3914,"train"
3915,"test"
3916,"test"
3917,"train"
3918,"test"
3919,"train"
3920,"train"
3921,"train"
3922,"test"
3923,"train"
3924,"train"
3925,"test"
3926,"train"
3927,"test"
3928,"train"
3929,"train"
3930,"test"
3931,"test"
3932,"train"
3933,"train"
3934,"test"
3935,"test"
3936,"train"
3937,"test"
3938,"train"
3939,"train"
3940,"train"
3941,"train"
3942,"train"
3943,"train"
3944,"train"
3945,"train"
3946,"train"
3947,"test"
3948,"train"
3949,"train"
3950,"train"
3951,"train"
3952,"train"
3953,"train"
3954,"train"
3955,"train"
3956,"train"
3957,"train"
3958,"train"
3959,"train"
3960,"train"
3961,"test"
3962,"train"
3963,"train"
3964,"train"
3965,"train"
3966,"test"
3967,"train"
3968,"test"
3969,"test"
3970,"train"
3971,"test"
3972,"test"
3973,"train"
3974,"train"
3975,"test"
3976,"test"
3977,"train"
3978,"train"
3979,"train"
3980,"train"
3981,"train"
3982,"test"
3983,"train"
3984,"test"
3985,"test"
3986,"test"
3987,"train"
3988,"train"
3989,"test"
3990,"train"
3991,"train"
3992,"train"
3993,"train"
3994,"test"
3995,"train"
3996,"train"
3997,"train"
3998,"train"
3999,"train"
4000,"train"
4001,"test"
4002,"train"
4003,"train"
4004,"test"
4005,"test"
4006,"test"
4007,"train"
4008,"train"
4009,"test"
4010,"test"
4011,"test"
4012,"test"
4013,"train"
4014,"train"
4015,"test"
4016,"train"
4017,"train"
4018,"train"
4019,"test"
4020,"train"
4021,"train"
4022,"train"
4023,"train"
4024,"train"
4025,"test"
4026,"train"
4027,"train"
4028,"train"
4029,"test"
4030,"test"
4031,"train"
4032,"train"
4033,"train"
4034,"train"
4035,"test"
4036,"test"
4037,"train"
4038,"train"
4039,"train"
4040,"test"
4041,"train"
4042,"train"
4043,"train"
4044,"test"
4045,"test"
4046,"test"
4047,"test"
4048,"test"
4049,"train"
4050,"test"
4051,"train"
4052,"train"
4053,"test"
4054,"test"
4055,"train"
4056,"train"
4057,"train"
4058,"train"
4059,"train"
4060,"train"
4061,"test"
4062,"train"
4063,"train"
4064,"train"
4065,"train"
4066,"train"
4067,"train"
4068,"test"
4069,"train"
4070,"train"
4071,"train"
4072,"train"
4073,"train"
4074,"train"
4075,"train"
4076,"train"
4077,"test"
4078,"train"
4079,"test"
4080,"train"
4081,"train"
4082,"train"
4083,"train"
4084,"train"
4085,"train"
4086,"train"
4087,"train"
4088,"train"
4089,"test"
4090,"train"
4091,"test"
4092,"test"
4093,"train"
4094,"test"
4095,"train"
4096,"train"
4097,"test"
4098,"train"
4099,"train"
4100,"train"
4101,"train"
4102,"test"
4103,"train"
4104,"train"
4105,"train"
4106,"train"
4107,"train"
4108,"test"
4109,"train"
4110,"train"
4111,"train"
4112,"train"
4113,"train"
4114,"train"
4115,"test"
4116,"train"
4117,"train"
4118,"train"
4119,"train"
4120,"test"
4121,"train"
4122,"train"
4123,"train"
4124,"train"
4125,"train"
4126,"test"
4127,"test"
4128,"train"
4129,"train"
4130,"train"
4131,"test"
4132,"train"
4133,"test"
4134,"train"
4135,"train"
4136,"train"
4137,"train"
